"ID","Type","Eco","mean_cv_studylevel","sd_cv_studylevel","cv_res"
"A102_P3","ELE","Ter",0.0702480547130108,0.00338631976165285,"1km"
"A102_P4","ELE","Ter",-1.28370293549129,0.0548283248228306,"1km"
"A102_P5","ELE","Ter",0.0625500109578882,0.0135563923115431,"1km"
"A102_P6","ELE","Ter",0.0390943251550198,0.00729635166942445,"1km"
"A103_P1","LAT","Mar",0.876313381288259,0.740266544887771,"25km"
"A104_P1","ELE","Ter",-3.23952723297034,2.44534405538809,"1km"
"A105_P1","ELE","Ter",0.197179147707564,0.0113455041325922,"1km"
"A106_P1","ELE","Ter",0.197179147707564,0.0113455041325922,"1km"
"A106_P1","LAT","Ter",0.00520125923503656,0.0120374202112821,"1km"
"A107_P1","ELE","Ter",-1.16630761139984,1.62970709137598,"1km"
"A108_P1","ELE","Ter",1.81017255836032,1.12856570943407,"1km"
"A109_P1","ELE","Ter",-0.535168219309653,0.164604395806017,"1km"
"A11_P1","ELE","Ter",1.19635909193819,2.82814840677325,"1km"
"A11_P2","ELE","Ter",-0.487053627711416,2.9087861676361,"1km"
"A110_P1","ELE","Ter",-0.521127993427483,1.48974034059259,"1km"
"A110_P2","ELE","Ter",-0.521127993427483,1.48974034059259,"1km"
"A111_P1","ELE","Ter",1.90150111230689,1.4055369568324,"1km"
"A112_P1","LAT","Mar",16.1012752452067,17.7582652335475,"25km"
"A113_P1","ELE","Ter",0.642938127049137,0.748951541887464,"1km"
"A113_P2","ELE","Ter",3.90602315670482,2.03157520757041,"1km"
"A113_P3","ELE","Ter",-0.433605719045138,2.80711241991872,"1km"
"A113_P4","ELE","Ter",0.680494863327294,2.45445835797507,"1km"
"A113_P5","ELE","Ter",-0.352252451525985,2.5374478644653,"1km"
"A114_P1","ELE","Ter",2.1314090054184,2.0926914346973,"1km"
"A115_P1","ELE","Ter",2.00609376407354,1.45107077314294,"1km"
"A115_P2","ELE","Ter",3.42846756876413,2.28133197977874,"1km"
"A115_P3","ELE","Ter",2.84995217851066,2.92777989874906,"1km"
"A116_P1","LAT","Ter",0.629243711382233,1.85378333383614,"25km"
"A117_P1","LAT","Mar",0.821816495072528,1.43267975991029,"25km"
"A117_P2","LAT","Mar",1.09543621565643,0.54778796249116,"25km"
"A117_P3","LAT","Mar",0.213615939104052,2.00925409258022,"25km"
"A117_P4","LAT","Mar",1.9951463249139,1.05008511379369,"25km"
"A117_P5","LAT","Mar",0.611830776437926,0.387266705496302,"25km"
"A117_P6","LAT","Mar",0.42042773092372,0.60994695484339,"25km"
"A117_P7","LAT","Mar",6.60828768325022,5.88068287706349,"25km"
"A117_P8","LAT","Mar",0.468080476214978,0.288079962961407,"25km"
"A117_P9","LAT","Mar",4.35188617773935,2.44564741879898,"25km"
"A118_P1","ELE","Ter",-0.0781496823327029,0.0206620452960331,"1km"
"A119_P1","ELE","Ter",0.0258439454153486,0.00891824677092935,"1km"
"A12_P1","ELE","Ter",2.04324607090882,1.55409637231581,"1km"
"A121_P1","ELE","Ter",0.0130167708451715,0.0031291869419484,"1km"
