"ID","binomial","species_studyid","range_source","Area_m2_overlap","Area_m2_range","Area_m2_ID"
"A113_P1","Lymnocryptes minimus","Lymnocryptes minimus_A113_P1","BOTW",174684809908.029,19801071208838.9,333829567194.36
"A113_P1","Lymnocryptes minimus","Lymnocryptes minimus_A113_P1","GBIF occurrence",332019869529.708,15770168182395.2,333829567194.36
"A113_P1","Motacilla alba","Motacilla alba_A113_P1","IUCN",331953614621.202,59320695526690.2,333829567194.36
"A113_P1","Motacilla alba","Motacilla alba_A113_P1","BOTW",331953614607.732,59320722256069.5,333829567194.36
"A113_P1","Motacilla alba","Motacilla alba_A113_P1","GBIF occurrence",332019869529.707,62481936921750.4,333829567194.36
"A113_P1","Motacilla flava","Motacilla flava_A113_P1","IUCN",332452139560.368,58182334144517.6,333829567194.36
"A113_P1","Motacilla flava","Motacilla flava_A113_P1","BOTW",332452139360.227,58182484281917,333829567194.36
"A113_P1","Motacilla flava","Motacilla flava_A113_P1","GBIF occurrence",332019869529.708,52334997962065.8,333829567194.36
"A113_P1","Muscicapa striata","Muscicapa striata_A113_P1","BOTW",332452478023.026,47138083322762.6,333829567194.36
"A113_P1","Muscicapa striata","Muscicapa striata_A113_P1","GBIF occurrence",332019869529.708,44219043359708.5,333829567194.36
"A113_P1","Numenius arquata","Numenius arquata_A113_P1","IUCN",332452513006.763,42784795290838.8,333829567194.36
"A113_P1","Numenius arquata","Numenius arquata_A113_P1","BOTW",332452513007.084,42784794192172.8,333829567194.36
"A113_P1","Numenius arquata","Numenius arquata_A113_P1","GBIF occurrence",332019869529.707,35225063681798.1,333829567194.36
"A113_P1","Numenius phaeopus","Numenius phaeopus_A113_P1","IUCN",221022400486.899,17017178939280.8,333829567194.36
"A113_P1","Numenius phaeopus","Numenius phaeopus_A113_P1","BOTW",221022400489.916,17013389604263,333829567194.36
"A113_P1","Numenius phaeopus","Numenius phaeopus_A113_P1","GBIF occurrence",332019869529.707,58300025539859.5,333829567194.36
"A113_P1","Oenanthe oenanthe","Oenanthe oenanthe_A113_P1","IUCN",332452569162.733,39271429390551.3,333829567194.36
"A113_P1","Oenanthe oenanthe","Oenanthe oenanthe_A113_P1","BOTW",332452569188.251,39231050590838.2,333829567194.36
"A113_P1","Oenanthe oenanthe","Oenanthe oenanthe_A113_P1","GBIF occurrence",332019869529.708,51340556937213.8,333829567194.36
"A113_P1","Periparus ater","Periparus ater_A113_P1","BOTW",133597555605.096,22198676012672.7,333829567194.36
"A113_P1","Periparus ater","Periparus ater_A113_P1","GBIF occurrence",332019869529.707,23450224291059.2,333829567194.36
"A113_P1","Cyanistes caeruleus","Cyanistes caeruleus_A113_P1","BOTW",158787604108.677,8770881493349.4,333829567194.36
"A113_P1","Cyanistes caeruleus","Cyanistes caeruleus_A113_P1","GBIF occurrence",332019869529.707,12689161166487.8,333829567194.36
"A113_P1","Poecile cinctus","Poecile cinctus_A113_P1","BOTW",93541624603.8543,10800997614099.8,333829567194.36
"A113_P1","Poecile cinctus","Poecile cinctus_A113_P1","GBIF occurrence",332019869529.707,4981128541758.75,333829567194.36
"A113_P1","Lophophanes cristatus","Lophophanes cristatus_A113_P1","BOTW",260453230154.881,5918314938168.35,333829567194.36
"A113_P1","Lophophanes cristatus","Lophophanes cristatus_A113_P1","GBIF occurrence",332019869529.707,7823910925362.12,333829567194.36
"A113_P1","Parus major","Parus major_A113_P1","BOTW",290785091858.152,32577984275430.2,333829567194.36
"A113_P1","Parus major","Parus major_A113_P1","GBIF occurrence",332019869529.707,25743444781922.1,333829567194.36
"A113_P1","Poecile montanus","Poecile montanus_A113_P1","IUCN",332452479151.879,21263362956655,333829567194.36
"A113_P1","Poecile montanus","Poecile montanus_A113_P1","BOTW",332452479177.416,21263364593812.7,333829567194.36
"A113_P1","Poecile montanus","Poecile montanus_A113_P1","GBIF occurrence",332019869529.707,19953131667093.6,333829567194.36
"A113_P1","Passer domesticus","Passer domesticus_A113_P1","IUCN",291960400992.482,64176704511810.1,333829567194.36
"A113_P1","Passer domesticus","Passer domesticus_A113_P1","BOTW",291960401022.454,64177419849934.2,333829567194.36
"A113_P1","Passer domesticus","Passer domesticus_A113_P1","GBIF occurrence",332019869529.707,94108855649823,333829567194.36
"A113_P1","Perisoreus infaustus","Perisoreus infaustus_A113_P1","BOTW",268505494476.348,11840129849510.7,333829567194.36
"A113_P1","Perisoreus infaustus","Perisoreus infaustus_A113_P1","GBIF occurrence",332019869529.707,6902372399919.5,333829567194.36
"A113_P1","Calidris pugnax","Calidris pugnax_A113_P1","IUCN",323500770212.463,28963206102310.1,333829567194.36
"A113_P1","Calidris pugnax","Calidris pugnax_A113_P1","BOTW",323500770246.876,28953892614417,333829567194.36
"A113_P1","Calidris pugnax","Calidris pugnax_A113_P1","GBIF occurrence",332019869529.707,61006813544000.3,333829567194.36
"A113_P1","Phoenicurus phoenicurus","Phoenicurus phoenicurus_A113_P1","BOTW",332658224601.973,42756639097107.4,333829567194.36
"A113_P1","Phoenicurus phoenicurus","Phoenicurus phoenicurus_A113_P1","GBIF occurrence",332019869529.707,35614011442921.3,333829567194.36
"A113_P1","Phylloscopus collybita","Phylloscopus collybita_A113_P1","BOTW",329135605291.265,27400224889405.9,333829567194.36
"A113_P1","Phylloscopus collybita","Phylloscopus collybita_A113_P1","GBIF occurrence",332019869529.708,38153500956400.2,333829567194.36
"A113_P1","Phylloscopus sibillatrix","Phylloscopus sibillatrix_A113_P1","GBIF occurrence",332019869529.708,19373757860347.8,333829567194.36
"A113_P1","Phylloscopus trochiloides","Phylloscopus trochiloides_A113_P1","IUCN",222498172756.617,22292555222947.5,333829567194.36
"A113_P1","Phylloscopus trochiloides","Phylloscopus trochiloides_A113_P1","BOTW",222498172639.97,22292683255161.3,333829567194.36
"A113_P1","Phylloscopus trochiloides","Phylloscopus trochiloides_A113_P1","GBIF occurrence",332019869529.708,23666816605735.6,333829567194.36
"A113_P1","Phylloscopus trochilus","Phylloscopus trochilus_A113_P1","IUCN",332452308257.356,59842121387596.8,333829567194.36
"A113_P1","Phylloscopus trochilus","Phylloscopus trochilus_A113_P1","BOTW",332452308114.033,59842121381828.4,333829567194.36
"A113_P1","Phylloscopus trochilus","Phylloscopus trochilus_A113_P1","GBIF occurrence",332019869529.708,40508845133933.9,333829567194.36
"A113_P1","Pica pica","Pica pica_A113_P1","BOTW",328971023486.814,31870223470485,333829567194.36
"A113_P1","Pica pica","Pica pica_A113_P1","GBIF occurrence",332019869529.707,31997007807609.2,333829567194.36
"A113_P1","Pluvialis apricaria","Pluvialis apricaria_A113_P1","IUCN",300698788845.197,4417307887000.01,333829567194.36
"A113_P1","Pluvialis apricaria","Pluvialis apricaria_A113_P1","BOTW",300698788843.309,4417307886916.91,333829567194.36
"A113_P1","Pluvialis apricaria","Pluvialis apricaria_A113_P1","GBIF occurrence",332019869529.707,15791264337981.9,333829567194.36
"A113_P1","Prunella modularis","Prunella modularis_A113_P1","BOTW",332452507338.053,9380149326452.07,333829567194.36
"A113_P1","Prunella modularis","Prunella modularis_A113_P1","GBIF occurrence",332019869529.707,11768737302914.4,333829567194.36
"A113_P1","Pyrrhula pyrrhula","Pyrrhula pyrrhula_A113_P1","BOTW",304938471068.98,24467839367731.6,333829567194.36
"A113_P1","Pyrrhula pyrrhula","Pyrrhula pyrrhula_A113_P1","GBIF occurrence",332019869529.708,19010222700789.6,333829567194.36
"A113_P1","Regulus regulus","Regulus regulus_A113_P1","BOTW",281220103160.901,16994335778163.1,333829567194.36
"A113_P1","Regulus regulus","Regulus regulus_A113_P1","GBIF occurrence",332019869529.707,20544125633891.3,333829567194.36
"A113_P1","Riparia riparia","Riparia riparia_A113_P1","IUCN",332452449677.798,71794268457260,333829567194.36
"A113_P1","Riparia riparia","Riparia riparia_A113_P1","BOTW",332452449703.491,71794265121048,333829567194.36
"A113_P1","Riparia riparia","Riparia riparia_A113_P1","GBIF occurrence",332019869529.707,89206240918531,333829567194.36
"A113_P1","Saxicola rubetra","Saxicola rubetra_A113_P1","BOTW",328082009008.905,18264973038921.6,333829567194.36
"A113_P1","Saxicola rubetra","Saxicola rubetra_A113_P1","GBIF occurrence",332019869529.707,29707661840919.4,333829567194.36
"A113_P1","Scolopax rusticola","Scolopax rusticola_A113_P1","BOTW",251458621250.501,20716119641610.5,333829567194.36
"A113_P1","Scolopax rusticola","Scolopax rusticola_A113_P1","GBIF occurrence",332019869529.707,19169783753071.8,333829567194.36
"A113_P1","Sturnus vulgaris","Sturnus vulgaris_A113_P1","BOTW",307344080467.794,40394104359411.4,333829567194.36
"A113_P1","Sturnus vulgaris","Sturnus vulgaris_A113_P1","GBIF occurrence",332019869529.707,57557825596346.1,333829567194.36
"A113_P1","Sylvia atricapilla","Sylvia atricapilla_A113_P1","BOTW",123449085476.768,21049205579532.4,333829567194.36
"A113_P1","Sylvia atricapilla","Sylvia atricapilla_A113_P1","GBIF occurrence",332019869529.708,21991344565769.2,333829567194.36
"A113_P1","Sylvia borin","Sylvia borin_A113_P1","BOTW",283627312109.182,48022839559415.9,333829567194.36
"A113_P1","Sylvia borin","Sylvia borin_A113_P1","GBIF occurrence",332019869529.708,31493792786170.6,333829567194.36
"A113_P1","Sylvia communis","Sylvia communis_A113_P1","GBIF occurrence",332019869529.707,36234103987487.1,333829567194.36
"A113_P1","Sylvia curruca","Sylvia curruca_A113_P1","GBIF occurrence",332019869529.708,35882823427950.5,333829567194.36
"A113_P1","Lyrurus tetrix","Lyrurus tetrix_A113_P1","IUCN",305473225513.392,14001187114834.5,333829567194.36
"A113_P1","Lyrurus tetrix","Lyrurus tetrix_A113_P1","BOTW",305473225539.031,14007422539159.3,333829567194.36
"A113_P1","Lyrurus tetrix","Lyrurus tetrix_A113_P1","GBIF occurrence",332019869529.708,11605880488407,333829567194.36
"A113_P1","Tetrao urogallus","Tetrao urogallus_A113_P1","BOTW",319283101391.785,11330230842778,333829567194.36
"A113_P1","Tetrao urogallus","Tetrao urogallus_A113_P1","GBIF occurrence",332019869529.707,8843754088200.88,333829567194.36
"A113_P1","Tetrastes bonasia","Tetrastes bonasia_A113_P1","GBIF occurrence",332019869529.707,14305234165781.6,333829567194.36
"A113_P1","Tringa erythropus","Tringa erythropus_A113_P1","IUCN",143624637582.836,17467348508640.5,333829567194.36
"A113_P1","Tringa erythropus","Tringa erythropus_A113_P1","BOTW",143624637583.957,17465708122703.5,333829567194.36
"A113_P1","Tringa erythropus","Tringa erythropus_A113_P1","GBIF occurrence",332019869529.707,38815572404421.5,333829567194.36
"A113_P1","Tringa glareola","Tringa glareola_A113_P1","IUCN",332452519888.93,47087745225302.2,333829567194.36
"A113_P1","Tringa glareola","Tringa glareola_A113_P1","BOTW",332452519889.25,47087120535629.3,333829567194.36
"A113_P1","Tringa glareola","Tringa glareola_A113_P1","GBIF occurrence",332019869529.707,68566722626811.4,333829567194.36
"A113_P1","Tringa nebularia","Tringa nebularia_A113_P1","IUCN",283325631194.487,46522400653011.3,333829567194.36
"A113_P1","Tringa nebularia","Tringa nebularia_A113_P1","BOTW",283325631210.958,46520227983233.9,333829567194.36
"A113_P1","Tringa ochropus","Tringa ochropus_A113_P1","IUCN",314031714247.865,43983758060302.8,333829567194.36
"A113_P1","Tringa ochropus","Tringa ochropus_A113_P1","BOTW",314031714262.126,43983761472072.7,333829567194.36
"A113_P1","Tringa ochropus","Tringa ochropus_A113_P1","GBIF occurrence",332019869529.707,55154200927503.9,333829567194.36
"A113_P1","Tringa totanus","Tringa totanus_A113_P1","IUCN",312267390573.482,46613959422164.4,333829567194.36
"A113_P1","Tringa totanus","Tringa totanus_A113_P1","BOTW",312267390741.699,46612790942010.6,333829567194.36
"A113_P1","Tringa totanus","Tringa totanus_A113_P1","GBIF occurrence",332019869529.707,46069059634315.1,333829567194.36
"A113_P1","Troglodytes troglodytes","Troglodytes troglodytes_A113_P1","BOTW",235070363222.377,18137186270094.8,333829567194.36
"A113_P1","Troglodytes troglodytes","Troglodytes troglodytes_A113_P1","GBIF occurrence",332019869529.708,28406291706153.8,333829567194.36
"A113_P1","Turdus iliacus","Turdus iliacus_A113_P1","BOTW",332452640907.47,23032956131180.7,333829567194.36
"A113_P1","Turdus iliacus","Turdus iliacus_A113_P1","GBIF occurrence",332019869529.708,17868349304387,333829567194.36
"A113_P1","Turdus merula","Turdus merula_A113_P1","BOTW",235706051449.033,14326332670582.2,333829567194.36
"A113_P1","Turdus merula","Turdus merula_A113_P1","GBIF occurrence",332019869529.707,22103391985859.3,333829567194.36
"A113_P1","Turdus philomelos","Turdus philomelos_A113_P1","BOTW",332452541061.188,17749100159155.6,333829567194.36
"A113_P1","Turdus philomelos","Turdus philomelos_A113_P1","GBIF occurrence",332019869529.707,21849802736913.5,333829567194.36
"A113_P1","Turdus pilaris","Turdus pilaris_A113_P1","BOTW",332452524768.109,20398397007807.4,333829567194.36
"A113_P1","Turdus pilaris","Turdus pilaris_A113_P1","GBIF occurrence",332019869529.707,20893280927322,333829567194.36
"A113_P1","Turdus viscivorus","Turdus viscivorus_A113_P1","BOTW",304471844383.254,15469229780342,333829567194.36
"A113_P1","Turdus viscivorus","Turdus viscivorus_A113_P1","GBIF occurrence",332019869529.707,18883183004896,333829567194.36
"A113_P1","Vanellus vanellus","Vanellus vanellus_A113_P1","BOTW",327241472122.714,24038094916974.3,333829567194.36
"A113_P1","Vanellus vanellus","Vanellus vanellus_A113_P1","GBIF occurrence",332019869529.707,34598495050698.9,333829567194.36
"A113_P2","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus_A113_P2","IUCN",287589705131.14,39149311560903.6,333829567194.36
"A113_P2","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus_A113_P2","BOTW",287589759595.521,39149311527117.1,333829567194.36
"A113_P2","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus_A113_P2","GBIF occurrence",332019869529.707,30373816179259.5,333829567194.36
"A113_P2","Acrocephalus scirpaceus","Acrocephalus scirpaceus_A113_P2","IUCN",135761046147.501,41055653066180.9,333829567194.36
"A113_P2","Acrocephalus scirpaceus","Acrocephalus scirpaceus_A113_P2","BOTW",135712066935.8,41060370999081.2,333829567194.36
"A113_P2","Acrocephalus scirpaceus","Acrocephalus scirpaceus_A113_P2","GBIF occurrence",332019869529.708,29421369641464.2,333829567194.36
"A113_P2","Actitis hypoleucos","Actitis hypoleucos_A113_P2","IUCN",332452505942.852,61177412569483.8,333829567194.36
"A113_P2","Actitis hypoleucos","Actitis hypoleucos_A113_P2","BOTW",332452505968.422,61178024783850,333829567194.36
"A113_P2","Actitis hypoleucos","Actitis hypoleucos_A113_P2","GBIF occurrence",332019869529.707,73672767086138.2,333829567194.36
"A113_P2","Alauda arvensis","Alauda arvensis_A113_P2","IUCN",319010935589.535,37781086712037.6,333829567194.36
"A113_P2","Alauda arvensis","Alauda arvensis_A113_P2","BOTW",319010935601.013,37787468316096.1,333829567194.36
"A113_P2","Alauda arvensis","Alauda arvensis_A113_P2","GBIF occurrence",332019869529.707,33551330183781.4,333829567194.36
"A113_P2","Anthus pratensis","Anthus pratensis_A113_P2","IUCN",332452462693.175,16551727044820.7,333829567194.36
"A113_P2","Anthus pratensis","Anthus pratensis_A113_P2","BOTW",332452462708.917,16554760477980.2,333829567194.36
"A113_P2","Anthus pratensis","Anthus pratensis_A113_P2","GBIF occurrence",332019869529.707,17120148925816,333829567194.36
"A113_P2","Anthus trivialis","Anthus trivialis_A113_P2","BOTW",332452503438.417,56587092700684.7,333829567194.36
"A113_P2","Anthus trivialis","Anthus trivialis_A113_P2","GBIF occurrence",332019869529.708,39890346029482.2,333829567194.36
"A113_P2","Apus apus","Apus apus_A113_P2","IUCN",309949427363.117,42973939444540.9,333829567194.36
"A113_P2","Apus apus","Apus apus_A113_P2","BOTW",309949190156.043,42973934896970.8,333829567194.36
"A113_P2","Apus apus","Apus apus_A113_P2","GBIF occurrence",332019869529.708,48216443165703.9,333829567194.36
"A113_P2","Buteo buteo","Buteo buteo_A113_P2","IUCN",278960941583.402,21382517588762,333829567194.36
"A113_P2","Buteo buteo","Buteo buteo_A113_P2","BOTW",278960941596.589,21382495552953.9,333829567194.36
"A113_P2","Buteo buteo","Buteo buteo_A113_P2","GBIF occurrence",332019869529.708,41874202708703.8,333829567194.36
"A113_P2","Calcarius lapponicus","Calcarius lapponicus_A113_P2","IUCN",29597382594.308,27581236224737.4,333829567194.36
"A113_P2","Calcarius lapponicus","Calcarius lapponicus_A113_P2","BOTW",29597382596.233,27580105036315,333829567194.36
"A113_P2","Calcarius lapponicus","Calcarius lapponicus_A113_P2","GBIF occurrence",332019869529.708,31903125995067.6,333829567194.36
"A113_P2","Linaria cannabina","Linaria cannabina_A113_P2","BOTW",181441690140.889,13585958382129.5,333829567194.36
"A113_P2","Linaria cannabina","Linaria cannabina_A113_P2","GBIF occurrence",332019869529.707,18025673954428.4,333829567194.36
"A113_P2","Chloris chloris","Chloris chloris_A113_P2","BOTW",328676221590.841,11398923808067.7,333829567194.36
"A113_P2","Chloris chloris","Chloris chloris_A113_P2","GBIF occurrence",332019869529.707,20730096453104.4,333829567194.36
"A113_P2","Acanthis flammea","Acanthis flammea_A113_P2","BOTW",332453655487.052,42235431376109,333829567194.36
"A113_P2","Acanthis flammea","Acanthis flammea_A113_P2","GBIF occurrence",332019869529.707,33883073749088.4,333829567194.36
"A113_P2","Spinus spinus","Spinus spinus_A113_P2","BOTW",318013530694.924,15585639530239.4,333829567194.36
"A113_P2","Spinus spinus","Spinus spinus_A113_P2","GBIF occurrence",332019869529.707,24810509721225.5,333829567194.36
"A113_P2","Carpodacus erythrinus","Carpodacus erythrinus_A113_P2","IUCN",264672862704.125,28438141712555.3,333829567194.36
"A113_P2","Carpodacus erythrinus","Carpodacus erythrinus_A113_P2","BOTW",264672862703.599,28438262754423.9,333829567194.36
"A113_P2","Carpodacus erythrinus","Carpodacus erythrinus_A113_P2","GBIF occurrence",332019869529.707,34697893140684.3,333829567194.36
"A113_P2","Certhia familiaris","Certhia familiaris_A113_P2","BOTW",263353704810.959,15914424480777,333829567194.36
"A113_P2","Certhia familiaris","Certhia familiaris_A113_P2","GBIF occurrence",332019869529.707,15780661678062.2,333829567194.36
"A113_P2","Columba oenas","Columba oenas_A113_P2","BOTW",157481412456.969,9639015462434.87,333829567194.36
"A113_P2","Columba oenas","Columba oenas_A113_P2","GBIF occurrence",332019869529.708,16618263226979.2,333829567194.36
"A113_P2","Columba palumbus","Columba palumbus_A113_P2","BOTW",279547223699.718,12401484346884.4,333829567194.36
"A113_P2","Columba palumbus","Columba palumbus_A113_P2","GBIF occurrence",332019869529.707,17766968904514.8,333829567194.36
"A113_P2","Corvus corax","Corvus corax_A113_P2","BOTW",332452440999.677,52342379987441,333829567194.36
"A113_P2","Corvus corax","Corvus corax_A113_P2","GBIF occurrence",332019869529.707,57017868934210.8,333829567194.36
"A113_P2","Corvus corone","Corvus corone_A113_P2","IUCN",332452563079.576,34119492271485.8,333829567194.36
"A113_P2","Corvus corone","Corvus corone_A113_P2","BOTW",332452563105.112,34119496957672.3,333829567194.36
"A113_P2","Corvus corone","Corvus corone_A113_P2","GBIF occurrence",332019869529.708,25707525960718.1,333829567194.36
"A113_P2","Coloeus monedula","Coloeus monedula_A113_P2","GBIF occurrence",332019869529.707,21388259794514.3,333829567194.36
"A113_P2","Cuculus canorus","Cuculus canorus_A113_P2","IUCN",332448552591.179,49981667838762.8,333829567194.36
"A113_P2","Cuculus canorus","Cuculus canorus_A113_P2","BOTW",332448552938.153,49981665272757.8,333829567194.36
"A113_P2","Cuculus canorus","Cuculus canorus_A113_P2","GBIF occurrence",332019869529.708,51268608045059.8,333829567194.36
"A113_P2","Delichon urbicum","Delichon urbicum_A113_P2","IUCN",332452535545.88,38136395191834.1,333829567194.36
"A113_P2","Delichon urbicum","Delichon urbicum_A113_P2","BOTW",332452535556.223,38136395948947.7,333829567194.36
"A113_P2","Delichon urbicum","Delichon urbicum_A113_P2","GBIF occurrence",332019869529.707,45639964020689.3,333829567194.36
"A113_P2","Dryocopus martius","Dryocopus martius_A113_P2","BOTW",307145578205.165,19634445894066.1,333829567194.36
"A113_P2","Dryocopus martius","Dryocopus martius_A113_P2","GBIF occurrence",332019869529.707,17346040127018.1,333829567194.36
"A113_P2","Emberiza citrinella","Emberiza citrinella_A113_P2","BOTW",304208629680.265,16427829180537.8,333829567194.36
"A113_P2","Emberiza citrinella","Emberiza citrinella_A113_P2","GBIF occurrence",332019869529.707,16669105388953.3,333829567194.36
"A113_P2","Emberiza hortulana","Emberiza hortulana_A113_P2","BOTW",291229926370.1,10888484284124.6,333829567194.36
"A113_P2","Emberiza hortulana","Emberiza hortulana_A113_P2","GBIF occurrence",332019869529.707,21130586198052.4,333829567194.36
"A113_P2","Emberiza rustica","Emberiza rustica_A113_P2","IUCN",303739227999.863,22901225186642.4,333829567194.36
"A113_P2","Emberiza rustica","Emberiza rustica_A113_P2","BOTW",303739214230.628,22901225248314.2,333829567194.36
"A113_P2","Emberiza rustica","Emberiza rustica_A113_P2","GBIF occurrence",332019869529.707,14142533331133.8,333829567194.36
"A113_P2","Emberiza schoeniclus","Emberiza schoeniclus_A113_P2","IUCN",332452536615.928,36150978097277.8,333829567194.36
"A113_P2","Emberiza schoeniclus","Emberiza schoeniclus_A113_P2","BOTW",332452536616.296,36135702331500.9,333829567194.36
"A113_P2","Emberiza schoeniclus","Emberiza schoeniclus_A113_P2","GBIF occurrence",332019869529.708,25149934679156.1,333829567194.36
"A113_P2","Erithacus rubecula","Erithacus rubecula_A113_P2","BOTW",276783362604.89,13266206035598.6,333829567194.36
"A113_P2","Erithacus rubecula","Erithacus rubecula_A113_P2","GBIF occurrence",332019869529.708,17122085882036.2,333829567194.36
"A113_P2","Ficedula hypoleuca","Ficedula hypoleuca_A113_P2","BOTW",321728147598.811,21870324643165.4,333829567194.36
"A113_P2","Ficedula hypoleuca","Ficedula hypoleuca_A113_P2","GBIF occurrence",332019869529.708,19837354943556.6,333829567194.36
"A113_P2","Fringilla coelebs","Fringilla coelebs_A113_P2","BOTW",302485096137.532,18764831136434.6,333829567194.36
"A113_P2","Fringilla coelebs","Fringilla coelebs_A113_P2","GBIF occurrence",332019869529.707,23778779871499.6,333829567194.36
"A113_P2","Fringilla montifringilla","Fringilla montifringilla_A113_P2","BOTW",322849511403.472,24958109428617.4,333829567194.36
"A113_P2","Fringilla montifringilla","Fringilla montifringilla_A113_P2","GBIF occurrence",332019869529.708,36452962924684,333829567194.36
"A113_P2","Gallinago gallinago","Gallinago gallinago_A113_P2","IUCN",332455257697.571,45058358514823.1,333829567194.36
"A113_P2","Gallinago gallinago","Gallinago gallinago_A113_P2","BOTW",332455258124.523,45058410313450.6,333829567194.36
"A113_P2","Gallinago gallinago","Gallinago gallinago_A113_P2","GBIF occurrence",332019869529.707,57791241573432.9,333829567194.36
"A113_P2","Garrulus glandarius","Garrulus glandarius_A113_P2","BOTW",271658260352.808,19458203901424.9,333829567194.36
"A113_P2","Garrulus glandarius","Garrulus glandarius_A113_P2","GBIF occurrence",332019869529.707,24757491837062.8,333829567194.36
"A113_P2","Grus grus","Grus grus_A113_P2","IUCN",325722109127.288,20795647986615.5,333829567194.36
"A113_P2","Grus grus","Grus grus_A113_P2","BOTW",325722109144.219,20795140003073.2,333829567194.36
"A113_P2","Grus grus","Grus grus_A113_P2","GBIF occurrence",332019869529.707,30733838672490.5,333829567194.36
"A113_P2","Hippolais icterina","Hippolais icterina_A113_P2","BOTW",114642663403.408,29586051329529.3,333829567194.36
"A113_P2","Hippolais icterina","Hippolais icterina_A113_P2","GBIF occurrence",332019869529.707,19473163367816.8,333829567194.36
"A113_P2","Hirundo rustica","Hirundo rustica_A113_P2","IUCN",283276296562.394,94643182951569.7,333829567194.36
"A113_P2","Hirundo rustica","Hirundo rustica_A113_P2","BOTW",283276296587.327,94643183387140.5,333829567194.36
"A113_P2","Hirundo rustica","Hirundo rustica_A113_P2","GBIF occurrence",332019869529.707,109117215522354,333829567194.36
"A113_P2","Jynx torquilla","Jynx torquilla_A113_P2","BOTW",319207462130.793,30131695781236.5,333829567194.36
"A113_P2","Jynx torquilla","Jynx torquilla_A113_P2","GBIF occurrence",332019869529.707,38451214278879.9,333829567194.36
"A113_P2","Lagopus lagopus","Lagopus lagopus_A113_P2","BOTW",280005646561.789,26280139618545.7,333829567194.36
"A113_P2","Lagopus lagopus","Lagopus lagopus_A113_P2","GBIF occurrence",332019869529.707,19287524441502.4,333829567194.36
"A113_P2","Lanius collurio","Lanius collurio_A113_P2","IUCN",214519802837,27572249226643.7,333829567194.36
"A113_P2","Lanius collurio","Lanius collurio_A113_P2","BOTW",214519802868.232,27572252522046.8,333829567194.36
"A113_P2","Lanius collurio","Lanius collurio_A113_P2","GBIF occurrence",332019869529.708,32153523607573.1,333829567194.36
"A113_P2","Calidris falcinellus","Calidris falcinellus_A113_P2","IUCN",170890524523.662,3247972249862.21,333829567194.36
"A113_P2","Calidris falcinellus","Calidris falcinellus_A113_P2","BOTW",170890524523.894,3247967412953.8,333829567194.36
"A113_P2","Calidris falcinellus","Calidris falcinellus_A113_P2","GBIF occurrence",332019869529.707,19862071383424.9,333829567194.36
"A113_P2","Loxia curvirostra","Loxia curvirostra_A113_P2","BOTW",312866426749.942,29578527374229.2,333829567194.36
"A113_P2","Loxia curvirostra","Loxia curvirostra_A113_P2","GBIF occurrence",332019869529.708,34611140002600.8,333829567194.36
"A113_P2","Loxia pytyopsittacus","Loxia pytyopsittacus_A113_P2","BOTW",308248238187.691,3155285385741.43,333829567194.36
"A113_P2","Loxia pytyopsittacus","Loxia pytyopsittacus_A113_P2","GBIF occurrence",332019869529.707,4063310829290.8,333829567194.36
"A113_P2","Luscinia luscinia","Luscinia luscinia_A113_P2","IUCN",188650992267.547,8587306747863.97,333829567194.36
"A113_P2","Luscinia luscinia","Luscinia luscinia_A113_P2","BOTW",188650992266.56,8587306747132.23,333829567194.36
"A113_P2","Luscinia luscinia","Luscinia luscinia_A113_P2","GBIF occurrence",332019869529.707,19102870249216.5,333829567194.36
"A113_P2","Luscinia svecica","Luscinia svecica_A113_P2","GBIF occurrence",332019869529.708,37169874273319.3,333829567194.36
"A113_P2","Lymnocryptes minimus","Lymnocryptes minimus_A113_P2","IUCN",174684809897.326,19801081463841.9,333829567194.36
"A113_P2","Lymnocryptes minimus","Lymnocryptes minimus_A113_P2","BOTW",174684809908.029,19801071208838.9,333829567194.36
"A113_P2","Lymnocryptes minimus","Lymnocryptes minimus_A113_P2","GBIF occurrence",332019869529.708,15770168182395.2,333829567194.36
"A113_P2","Motacilla alba","Motacilla alba_A113_P2","IUCN",331953614621.202,59320695526690.2,333829567194.36
"A113_P2","Motacilla alba","Motacilla alba_A113_P2","BOTW",331953614607.732,59320722256069.5,333829567194.36
"A113_P2","Motacilla alba","Motacilla alba_A113_P2","GBIF occurrence",332019869529.707,62481936921750.4,333829567194.36
"A113_P2","Motacilla flava","Motacilla flava_A113_P2","IUCN",332452139560.368,58182334144517.6,333829567194.36
"A113_P2","Motacilla flava","Motacilla flava_A113_P2","BOTW",332452139360.227,58182484281917,333829567194.36
"A113_P2","Motacilla flava","Motacilla flava_A113_P2","GBIF occurrence",332019869529.708,52334997962065.8,333829567194.36
"A113_P2","Muscicapa striata","Muscicapa striata_A113_P2","BOTW",332452478023.026,47138083322762.6,333829567194.36
"A113_P2","Muscicapa striata","Muscicapa striata_A113_P2","GBIF occurrence",332019869529.708,44219043359708.5,333829567194.36
"A113_P2","Numenius arquata","Numenius arquata_A113_P2","IUCN",332452513006.763,42784795290838.8,333829567194.36
"A113_P2","Numenius arquata","Numenius arquata_A113_P2","BOTW",332452513007.084,42784794192172.8,333829567194.36
