"ID","binomial","species_studyid","range_source","Area_m2_overlap","Area_m2_range","Area_m2_ID"
"A147_P1","Gilia scopulorum","Gilia scopulorum_A147_P1","BIEN",138834372982.834,858814669306.319,407861675890.424
"A147_P1","Chaenactis glabriuscula","Chaenactis glabriuscula_A147_P1","GIFT",405731993493.317,23408735756824.8,407861675890.424
"A147_P1","Lupinus flavoculatus","Lupinus flavoculatus_A147_P1","BIEN",48890165157.5206,365104044521.791,407861675890.424
"A147_P1","Eriastrum wilcoxii","Eriastrum wilcoxii_A147_P1","BIEN",320879057122.999,1519202317582.35,407861675890.424
"A147_P1","Blennosperma nanum","Blennosperma nanum_A147_P1","BIEN",194148845711.225,210091680243.174,407861675890.424
"A147_P1","Silene greenei","Silene greenei_A147_P1","GIFT",405731993493.317,21449778964402.7,407861675890.424
"A147_P1","Eremalche parryi","Eremalche parryi_A147_P1","BIEN",135825150595.01,141487885711.998,407861675890.424
"A147_P1","Hackelia micrantha","Hackelia micrantha_A147_P1","BIEN",226573776872.571,1954908760722.96,407861675890.424
"A147_P1","Atriplex watsonii","Atriplex watsonii_A147_P1","BIEN",394146673.938339,600000177.398966,407861675890.424
"A147_P1","Streptanthus tortuosus","Streptanthus tortuosus_A147_P1","BIEN",309856536507.945,434469387023.091,407861675890.424
"A147_P1","Lithophragma campanulatum","Lithophragma campanulatum_A147_P1","BIEN",86518199366.0043,140000993778.002,407861675890.424
"A147_P1","Stephanomeria exigua","Stephanomeria exigua_A147_P1","BIEN",404693447534.966,3011304353037.69,407861675890.424
"A147_P1","Arctostaphylos bakeri","Arctostaphylos bakeri_A147_P1","BIEN",600000528.73959,600000528.73959,407861675890.424
"A147_P1","Euphorbia schizoloba","Euphorbia schizoloba_A147_P1","BIEN",52871669324.6375,839602578000.735,407861675890.424
"A147_P1","Rorippa curvisiliqua","Rorippa curvisiliqua_A147_P1","BIEN",377728292014.012,2860093873313.52,407861675890.424
"A147_P1","Allium parvum","Allium parvum_A147_P1","BIEN",254636352042.947,1186801162202.78,407861675890.424
"A147_P1","Muhlenbergia andina","Muhlenbergia andina_A147_P1","BIEN",352874942777.261,3188609704906.46,407861675890.424
"A147_P1","Plagiobothrys austiniae","Plagiobothrys austiniae_A147_P1","BIEN",56807981922.235,58701302834.0387,407861675890.424
"A147_P1","Trifolium campestre","Trifolium campestre_A147_P1","BIEN",316236042480.21,7888535937375.3,407861675890.424
"A147_P1","Trifolium campestre","Trifolium campestre_A147_P1","GBIF occurrence",151412407430.38,13524541033742.7,407861675890.424
"A147_P1","Ribes cereum","Ribes cereum_A147_P1","BIEN",223831356398.775,3242023823326.35,407861675890.424
"A147_P1","Camissoniopsis hirtella","Camissoniopsis hirtella_A147_P1","BIEN",330458092731.035,516199298613.423,407861675890.424
"A147_P1","Collinsia torreyi","Collinsia torreyi_A147_P1","BIEN",278306996800.924,419973849400.809,407861675890.424
"A147_P1","Brickellia atractyloides","Brickellia atractyloides_A147_P1","BIEN",202226407549.636,936214262684.968,407861675890.424
"A147_P1","Eschscholzia hypecoides","Eschscholzia hypecoides_A147_P1","BIEN",315839820163.807,402872100870.696,407861675890.424
"A147_P1","Stylocline micropoides","Stylocline micropoides_A147_P1","BIEN",138016190343.488,1363715725381.16,407861675890.424
"A147_P1","Navarretia heterandra","Navarretia heterandra_A147_P1","BIEN",124110195624.189,151204528677.596,407861675890.424
"A147_P1","Fraxinus velutina","Fraxinus velutina_A147_P1","BIEN",399300874582.924,2502010351729.5,407861675890.424
"A147_P1","Calamagrostis breweri","Calamagrostis breweri_A147_P1","BIEN",245566257899.044,507391343332.973,407861675890.424
"A147_P1","Lomatium vaginatum","Lomatium vaginatum_A147_P1","BIEN",121768172182.112,483016384335.431,407861675890.424
"A147_P1","Dieteria canescens","Dieteria canescens_A147_P1","BIEN",229449492165.724,3384324932573.49,407861675890.424
"A147_P1","Lepidium latipes","Lepidium latipes_A147_P1","BIEN",222929254914.122,291692244534.194,407861675890.424
"A147_P1","Brodiaea minor","Brodiaea minor_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Montia fontana","Montia fontana_A147_P1","BIEN",401079374030.894,7840499537894.41,407861675890.424
"A147_P1","Navarretia hamata","Navarretia hamata_A147_P1","BIEN",205814567644.106,240481539311.755,407861675890.424
"A147_P1","Calyptridium umbellatum","Calyptridium umbellatum_A147_P1","GIFT",405731993493.317,23411315309937.6,407861675890.424
"A147_P1","Prunus ilicifolia","Prunus ilicifolia_A147_P1","BIEN",287301729763.638,451399349615.623,407861675890.424
"A147_P1","Claytonia perfoliata","Claytonia perfoliata_A147_P1","BIEN",394829101587.418,4412408762725.81,407861675890.424
"A147_P1","Potentilla californica","Potentilla californica_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Phlox hoodii","Phlox hoodii_A147_P1","BIEN",169664286021.478,4235307315197.29,407861675890.424
"A147_P1","Juncus dubius","Juncus dubius_A147_P1","GIFT",405731993493.317,23407462095203.6,407861675890.424
"A147_P1","Streptanthus glandulosus","Streptanthus glandulosus_A147_P1","BIEN",142756610235.273,170189004974.26,407861675890.424
"A147_P1","Lessingia glandulifera","Lessingia glandulifera_A147_P1","BIEN",369309438849.011,1155804579209.12,407861675890.424
"A147_P1","Arnica nevadensis","Arnica nevadensis_A147_P1","BIEN",268850977778.625,844493282282.96,407861675890.424
"A147_P1","Carex whitneyi","Carex whitneyi_A147_P1","BIEN",197145986335.84,357396056578.636,407861675890.424
"A147_P1","Lemna gibba","Lemna gibba_A147_P1","BIEN",404693447534.966,13002283811373.5,407861675890.424
"A147_P1","Lemna gibba","Lemna gibba_A147_P1","GBIF occurrence",34896924504.6011,5186478722776.78,407861675890.424
"A147_P1","Mentzelia oreophila","Mentzelia oreophila_A147_P1","BIEN",91666582044.839,398504955676.406,407861675890.424
"A147_P1","Castilleja nana","Castilleja nana_A147_P1","BIEN",175221956023.26,649681328632.44,407861675890.424
"A147_P1","Rumex crispus","Rumex crispus_A147_P1","BIEN",404693447534.966,16245668355463.8,407861675890.424
"A147_P1","Rumex crispus","Rumex crispus_A147_P1","GBIF occurrence",381398553978.666,18825816729466.8,407861675890.424
"A147_P1","Juncus bryoides","Juncus bryoides_A147_P1","BIEN",403415066952.582,1663014942510.17,407861675890.424
"A147_P1","Ludwigia peploides","Ludwigia peploides_A147_P1","BIEN",354696598949.689,17852757992412.3,407861675890.424
"A147_P1","Cornus sericea","Cornus sericea_A147_P1","BIEN",305053257827.692,13709636453716.9,407861675890.424
"A147_P1","Gayophytum ramosissimum","Gayophytum ramosissimum_A147_P1","BIEN",274911228342.045,2676493855429,407861675890.424
"A147_P1","Glinus lotoides","Glinus lotoides_A147_P1","BIEN",254693941379.856,1649196493101.4,407861675890.424
"A147_P1","Erythronium grandiflorum","Erythronium grandiflorum_A147_P1","BIEN",145413765475.595,2214904074406.98,407861675890.424
"A147_P1","Dulichium arundinaceum","Dulichium arundinaceum_A147_P1","BIEN",306939008598.777,6784744011050.96,407861675890.424
"A147_P1","Erigeron aphanactis","Erigeron aphanactis_A147_P1","BIEN",180841723880.725,1412104584557.94,407861675890.424
"A147_P1","Ericameria nauseosa","Ericameria nauseosa_A147_P1","BIEN",355818129190.176,3767784771728.03,407861675890.424
"A147_P1","Aloysia wrightii","Aloysia wrightii_A147_P1","BIEN",277789319135.062,2793208056170.08,407861675890.424
"A147_P1","Diplacus bigelovii","Diplacus bigelovii_A147_P1","GIFT",405731993493.317,23401794871085.7,407861675890.424
"A147_P1","Arnica spathulata","Arnica spathulata_A147_P1","BIEN",87153006250.7862,177991251118.119,407861675890.424
"A147_P1","Frasera puberulenta","Frasera puberulenta_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Ligusticum grayi","Ligusticum grayi_A147_P1","IUCN",173169080076.578,1038379949667.56,407861675890.424
"A147_P1","Ligusticum grayi","Ligusticum grayi_A147_P1","BIEN",265609240565.394,1277983980118.33,407861675890.424
"A147_P1","Galium bolanderi","Galium bolanderi_A147_P1","BIEN",228068117377.439,269584896137.425,407861675890.424
"A147_P1","Eriogonum nummulare","Eriogonum nummulare_A147_P1","BIEN",45748136568.8459,633008003225.968,407861675890.424
"A147_P1","Lessingia hololeuca","Lessingia hololeuca_A147_P1","BIEN",139489046785.365,145489847932.758,407861675890.424
"A147_P1","Carex abrupta","Carex abrupta_A147_P1","BIEN",373814778464.666,1221392893098.53,407861675890.424
"A147_P1","Navarretia pubescens","Navarretia pubescens_A147_P1","BIEN",187363327744.344,218997207963.115,407861675890.424
"A147_P1","Oxytheca perfoliata","Oxytheca perfoliata_A147_P1","BIEN",259213845255.74,600809285241.71,407861675890.424
"A147_P1","Lithophragma bolanderi","Lithophragma bolanderi_A147_P1","BIEN",281940657794.626,330798663509.877,407861675890.424
"A147_P1","Ferocactus cylindraceus","Ferocactus cylindraceus_A147_P1","IUCN",37649219434.2106,217887973857.253,407861675890.424
"A147_P1","Ferocactus cylindraceus","Ferocactus cylindraceus_A147_P1","BIEN",184504385283.93,1143917479504,407861675890.424
"A147_P1","Triteleia crocea","Triteleia crocea_A147_P1","BIEN",106326360195.591,159485832474.848,407861675890.424
"A147_P1","Lepidium virginicum","Lepidium virginicum_A147_P1","BIEN",404693447534.966,17738235432219.6,407861675890.424
"A147_P1","Bellardia trixago","Bellardia trixago_A147_P1","BIEN",226514497661.741,1799316455257.74,407861675890.424
"A147_P1","Lasthenia californica","Lasthenia californica_A147_P1","BIEN",380508578814.404,1639813567444.08,407861675890.424
"A147_P1","Calliandra eriophylla","Calliandra eriophylla_A147_P1","BIEN",267574542244.44,2718811060076.13,407861675890.424
"A147_P1","Sagittaria latifolia","Sagittaria latifolia_A147_P1","IUCN",168572054182.165,5258079838286.05,407861675890.424
"A147_P1","Sagittaria latifolia","Sagittaria latifolia_A147_P1","BIEN",372082808176.272,12196062375063.7,407861675890.424
"A147_P1","Aristida ternipes","Aristida ternipes_A147_P1","BIEN",269791917325.176,3962444500365.19,407861675890.424
"A147_P1","Salvia vaseyi","Salvia vaseyi_A147_P1","BIEN",500000148.168026,500000148.168026,407861675890.424
"A147_P1","Eriocoma pinetorum","Eriocoma pinetorum_A147_P1","GIFT",405731993493.317,21503173330966.8,407861675890.424
"A147_P1","Linanthus demissus","Linanthus demissus_A147_P1","BIEN",119130726606.109,859013644657.552,407861675890.424
"A147_P1","Poa bigelovii","Poa bigelovii_A147_P1","BIEN",129926907102.748,2085007291186.71,407861675890.424
"A147_P1","Erodium moschatum","Erodium moschatum_A147_P1","BIEN",400088284158.768,8248461553180.31,407861675890.424
"A147_P1","Oenothera deltoides","Oenothera deltoides_A147_P1","BIEN",375434730122.264,1797417258195.39,407861675890.424
"A147_P1","Gilia tricolor","Gilia tricolor_A147_P1","BIEN",355821933008.805,829509341658.569,407861675890.424
"A147_P1","Gentiana calycosa","Gentiana calycosa_A147_P1","BIEN",322486099923.246,2035791848360.94,407861675890.424
"A147_P1","Bromus catharticus","Bromus catharticus_A147_P1","BIEN",404693447534.966,12356049015516.9,407861675890.424
"A147_P1","Astragalus trichopodus","Astragalus trichopodus_A147_P1","BIEN",170570535264.225,256783871059.17,407861675890.424
"A147_P1","Darmera peltata","Darmera peltata_A147_P1","BIEN",160546937598.443,255998693822.155,407861675890.424
"A147_P1","Pseudobahia heermannii","Pseudobahia heermannii_A147_P1","BIEN",163081005136.116,164297425688.556,407861675890.424
"A147_P1","Phlox adsurgens","Phlox adsurgens_A147_P1","BIEN",21791203356.9601,81198774385.4983,407861675890.424
"A147_P1","Hymenopappus filifolius","Hymenopappus filifolius_A147_P1","BIEN",152074081562.855,3541704365853.78,407861675890.424
"A147_P1","Lathyrus delnorticus","Lathyrus delnorticus_A147_P1","GIFT",405734131590.702,21449786342434.1,407861675890.424
"A147_P1","Sidalcea diploscypha","Sidalcea diploscypha_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Malacothrix stebbinsii","Malacothrix stebbinsii_A147_P1","BIEN",196236966151.192,1277723389081.14,407861675890.424
"A147_P1","Astragalus oxyphysus","Astragalus oxyphysus_A147_P1","GIFT",405731993493.317,23407462095203.6,407861675890.424
"A147_P1","Jensia yosemitana","Jensia yosemitana_A147_P1","BIEN",500000233.067495,600000263.097437,407861675890.424
"A147_P1","Eriogonum cithariforme","Eriogonum cithariforme_A147_P1","BIEN",123058122746.933,145754370696.004,407861675890.424
"A147_P1","Philadelphus lewisii","Philadelphus lewisii_A147_P1","BIEN",250393191439.096,1199605302474.7,407861675890.424
"A147_P1","Monardella nana","Monardella nana_A147_P1","BIEN",300000088.851707,300000088.851707,407861675890.424
"A147_P1","Ravenella exigua","Ravenella exigua_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Cupressus sargentii","Cupressus sargentii_A147_P1","BIEN",265643543248.785,669196231702.958,407861675890.424
"A147_P1","Heuchera caespitosa","Heuchera caespitosa_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Asclepias speciosa","Asclepias speciosa_A147_P1","BIEN",354700192725.603,5645936556616.77,407861675890.424
"A147_P1","Lupinus nanus","Lupinus nanus_A147_P1","BIEN",197702622265.31,220701179915.872,407861675890.424
"A147_P1","Cordylanthus tenuis","Cordylanthus tenuis_A147_P1","BIEN",243334651420.843,339386178627.647,407861675890.424
"A147_P1","Carex leporinella","Carex leporinella_A147_P1","BIEN",210650788625.763,1451413478337.64,407861675890.424
"A147_P1","Holocarpha virgata","Holocarpha virgata_A147_P1","BIEN",80888822279.7611,82388992578.3556,407861675890.424
"A147_P1","Leptosiphon bicolor","Leptosiphon bicolor_A147_P1","GIFT",405734131590.702,21451161858497.4,407861675890.424
"A147_P1","Ambrosia salsola","Ambrosia salsola_A147_P1","BIEN",386406607292.756,1810614112272.03,407861675890.424
"A147_P1","Brodiaea jolonensis","Brodiaea jolonensis_A147_P1","BIEN",400000118.1646,600000177.24115,407861675890.424
"A147_P1","Dicoria canescens","Dicoria canescens_A147_P1","BIEN",161045461922.888,1210296147079.32,407861675890.424
"A147_P1","Lupinus microcarpus","Lupinus microcarpus_A147_P1","BIEN",404693447534.966,4636214645936.52,407861675890.424
"A147_P1","Stachys bullata","Stachys bullata_A147_P1","BIEN",176719555007.611,213747864685.511,407861675890.424
"A147_P1","Eriogonum strictum","Eriogonum strictum_A147_P1","BIEN",201373422601.534,1331100632844.58,407861675890.424
"A147_P1","Arctostaphylos canescens","Arctostaphylos canescens_A147_P1","BIEN",116421438533.463,170093397956.411,407861675890.424
"A147_P1","Ceanothus divergens","Ceanothus divergens_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Ranunculus alismifolius","Ranunculus alismifolius_A147_P1","BIEN",234705268966.442,2111889005212.65,407861675890.424
"A147_P1","Acacia dealbata","Acacia dealbata_A147_P1","BIEN",375423947673.72,4157519843433.29,407861675890.424
"A147_P1","Arctostaphylos crustacea","Arctostaphylos crustacea_A147_P1","GIFT",404562318961.089,21447424039990.3,407861675890.424
"A147_P1","Mirabilis tenuiloba","Mirabilis tenuiloba_A147_P1","BIEN",500000242.082258,900000361.108757,407861675890.424
"A147_P1","Eleocharis exigua","Eleocharis exigua_A147_P1","BIEN",404693447534.966,15549103425687.4,407861675890.424
"A147_P1","Diplacus angustatus","Diplacus angustatus_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Chloropyron maritimum","Chloropyron maritimum_A147_P1","BIEN",6551492174.7818,113900992058.283,407861675890.424
"A147_P1","Triphysaria eriantha","Triphysaria eriantha_A147_P1","BIEN",221153228251.364,298292956817.48,407861675890.424
"A147_P1","Chaenactis suffrutescens","Chaenactis suffrutescens_A147_P1","BIEN",69844674762.7404,93799560066.9451,407861675890.424
"A147_P1","Euphorbia peplus","Euphorbia peplus_A147_P1","BIEN",398952175142.897,13771349840928.8,407861675890.424
"A147_P1","Euphorbia peplus","Euphorbia peplus_A147_P1","GBIF occurrence",160251793994.709,7793666287607.7,407861675890.424
"A147_P1","Eryngium alismifolium","Eryngium alismifolium_A147_P1","BIEN",127909552865.773,546409184675.871,407861675890.424
"A147_P1","Tsuga heterophylla","Tsuga heterophylla_A147_P1","BIEN",140704969312.492,1187871195275.22,407861675890.424
"A147_P1","Leptosiphon chrysanthus","Leptosiphon chrysanthus_A147_P1","GIFT",405731993493.317,23406895743258.5,407861675890.424
"A147_P1","Symphyotrichum campestre","Symphyotrichum campestre_A147_P1","BIEN",144370641330.14,2280206337252.28,407861675890.424
"A147_P1","Ambrosia monogyra","Ambrosia monogyra_A147_P1","BIEN",343549751724.127,2625712644629.44,407861675890.424
"A147_P1","Polemonium occidentale","Polemonium occidentale_A147_P1","BIEN",360088526756.307,3803502544810.73,407861675890.424
"A147_P1","Arctostaphylos stanfordiana","Arctostaphylos stanfordiana_A147_P1","BIEN",44114330715.5659,45395577337.5312,407861675890.424
"A147_P1","Johnstonella costata","Johnstonella costata_A147_P1","GIFT",405731993493.317,23409671613511,407861675890.424
"A147_P1","Persicaria maculosa","Persicaria maculosa_A147_P1","BIEN",404042165703.116,16570169613299.1,407861675890.424
"A147_P1","Persicaria maculosa","Persicaria maculosa_A147_P1","GBIF occurrence",185501399036.76,10485395967255.2,407861675890.424
"A147_P1","Trifolium pratense","Trifolium pratense_A147_P1","BIEN",338987941942.101,12785381435391,407861675890.424
"A147_P1","Trifolium pratense","Trifolium pratense_A147_P1","GBIF occurrence",178794994210.173,22806979588183.4,407861675890.424
"A147_P1","Deschampsia cespitosa","Deschampsia cespitosa_A147_P1","BIEN",304478315734.781,20185162926505,407861675890.424
"A147_P1","Deschampsia cespitosa","Deschampsia cespitosa_A147_P1","GBIF occurrence",77678492240.041,12986886271524.1,407861675890.424
"A147_P1","Linum lewisii","Linum lewisii_A147_P1","BIEN",404463892370.358,10449632816383.7,407861675890.424
"A147_P1","Rotala ramosior","Rotala ramosior_A147_P1","BIEN",394836553000.151,11164343654170.1,407861675890.424
"A147_P1","Ceanothus oliganthus","Ceanothus oliganthus_A147_P1","BIEN",282355860037.515,434901467275.42,407861675890.424
"A147_P1","Galium trifidum","Galium trifidum_A147_P1","BIEN",304975198550.268,12989229946988.8,407861675890.424
"A147_P1","Pteryxia terebinthina","Pteryxia terebinthina_A147_P1","BIEN",144385182126.202,1964316652746.6,407861675890.424
"A147_P1","Carex mariposana","Carex mariposana_A147_P1","BIEN",404244292203.348,1668794255118.64,407861675890.424
"A147_P1","Antennaria suffrutescens","Antennaria suffrutescens_A147_P1","BIEN",13317329806.8145,29098809986.5985,407861675890.424
"A147_P1","Calochortus amabilis","Calochortus amabilis_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Pinus monticola","Pinus monticola_A147_P1","BIEN",224199174957.503,1097803887854.7,407861675890.424
"A147_P1","Veronica anagallis-aquatica","Veronica anagallis-aquatica_A147_P1","GBIF occurrence",352887758929.588,16296902557916.8,407861675890.424
"A147_P1","Selaginella watsonii","Selaginella watsonii_A147_P1","BIEN",268639969136.554,1663991436610.17,407861675890.424
"A147_P1","Rubus pensilvanicus","Rubus pensilvanicus_A147_P1","BIEN",2361709230.98084,3016933645907.4,407861675890.424
"A147_P1","Camassia quamash","Camassia quamash_A147_P1","BIEN",183940308182.314,1226302147920.73,407861675890.424
"A147_P1","Triteleia lilacina","Triteleia lilacina_A147_P1","BIEN",300000088.259281,300000088.259281,407861675890.424
"A147_P1","Cuscuta californica","Cuscuta californica_A147_P1","BIEN",404693447534.966,3801013239079.99,407861675890.424
"A147_P1","Draba howellii","Draba howellii_A147_P1","BIEN",71390520542.4949,118889027773.123,407861675890.424
"A147_P1","Eriastrum densifolium","Eriastrum densifolium_A147_P1","BIEN",213370965757.095,245399636706.859,407861675890.424
"A147_P1","Acmispon argophyllus","Acmispon argophyllus_A147_P1","BIEN",100000029.534121,100000029.534121,407861675890.424
"A147_P1","Perideridia parishii","Perideridia parishii_A147_P1","BIEN",363713654127.932,1758590095026.7,407861675890.424
"A147_P1","Quercus lobata","Quercus lobata_A147_P1","BIEN",293118251725.46,429397827062.167,407861675890.424
"A147_P1","Packera macounii","Packera macounii_A147_P1","GIFT",405734131590.702,21455324841145.2,407861675890.424
"A147_P1","Streptanthus campestris","Streptanthus campestris_A147_P1","BIEN",138878879774.774,188300577810.493,407861675890.424
"A147_P1","Eriogonum ternatum","Eriogonum ternatum_A147_P1","BIEN",404112824311.4,2177181104845.57,407861675890.424
"A147_P1","Carex serratodens","Carex serratodens_A147_P1","BIEN",373860488646.622,1326886672921.99,407861675890.424
"A147_P1","Verbena litoralis","Verbena litoralis_A147_P1","BIEN",315925088981.772,13402132962526.3,407861675890.424
"A147_P1","Agave utahensis","Agave utahensis_A147_P1","IUCN",5181243650.87427,104440780695.261,407861675890.424
"A147_P1","Agave utahensis","Agave utahensis_A147_P1","BIEN",321059620472.067,2102718604803.26,407861675890.424
"A147_P1","Lasthenia glabrata","Lasthenia glabrata_A147_P1","BIEN",283934950356.321,368988983815.365,407861675890.424
"A147_P1","Senecio flaccidus","Senecio flaccidus_A147_P1","BIEN",384093000394.444,3474107539208.85,407861675890.424
"A147_P1","Camissoniopsis bistorta","Camissoniopsis bistorta_A147_P1","BIEN",375256781025.928,1707798641593.7,407861675890.424
"A147_P1","Calochortus amoenus","Calochortus amoenus_A147_P1","BIEN",97000321827.2764,99601728571.0944,407861675890.424
"A147_P1","Astragalus douglasii","Astragalus douglasii_A147_P1","BIEN",308876868525.432,458094652307.145,407861675890.424
"A147_P1","Layia heterotricha","Layia heterotricha_A147_P1","BIEN",122032125785.849,124984751466.952,407861675890.424
"A147_P1","Eleocharis montevidensis","Eleocharis montevidensis_A147_P1","BIEN",404693447534.966,9143181516785.2,407861675890.424
"A147_P1","Epilobium canum","Epilobium canum_A147_P1","BIEN",385377596721.09,2361386934178.74,407861675890.424
"A147_P1","Thelypodium crispum","Thelypodium crispum_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Sidalcea oregana","Sidalcea oregana_A147_P1","BIEN",215578583726.936,1264784251566.18,407861675890.424
"A147_P1","Thymophylla pentachaeta","Thymophylla pentachaeta_A147_P1","BIEN",287824904288.25,4898137173954.74,407861675890.424
"A147_P1","Antennaria umbrinella","Antennaria umbrinella_A147_P1","BIEN",251977409532.081,3486300182980.27,407861675890.424
"A147_P1","Calochortus minimus","Calochortus minimus_A147_P1","BIEN",90383389931.6599,95503341920.982,407861675890.424
"A147_P1","Cryptantha decipiens","Cryptantha decipiens_A147_P1","GIFT",405731993493.317,23409671613511,407861675890.424
"A147_P1","Orcuttia tenuis","Orcuttia tenuis_A147_P1","BIEN",205368177788.151,291184288221.928,407861675890.424
"A147_P1","Nothochelone nemorosa","Nothochelone nemorosa_A147_P1","BIEN",134909907388.669,599686908713.967,407861675890.424
"A147_P1","Eriochloa acuminata","Eriochloa acuminata_A147_P1","BIEN",274148064820.662,4448422444837.38,407861675890.424
"A147_P1","Bromus orcuttianus","Bromus orcuttianus_A147_P1","BIEN",378736210276.929,1581980165266.12,407861675890.424
"A147_P1","Penstemon heterophyllus","Penstemon heterophyllus_A147_P1","BIEN",228552358060.143,272291670183.607,407861675890.424
"A147_P1","Rhinotropis cornuta","Rhinotropis cornuta_A147_P1","GIFT",405734131590.702,21594137189638.8,407861675890.424
"A147_P1","Eriophyllum confertiflorum","Eriophyllum confertiflorum_A147_P1","BIEN",355443121021.056,545795037651.61,407861675890.424
"A147_P1","Ribes menziesii","Ribes menziesii_A147_P1","BIEN",275016499453.343,446591309599.6,407861675890.424
"A147_P1","Stutzia covillei","Stutzia covillei_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Asclepias fascicularis","Asclepias fascicularis_A147_P1","BIEN",374798912248.96,2294596419212.38,407861675890.424
"A147_P1","Solanum lycopersicum","Solanum lycopersicum_A147_P1","BIEN",357443475148.456,12300427293779.7,407861675890.424
"A147_P1","Navarretia cotulifolia","Navarretia cotulifolia_A147_P1","BIEN",51412239978.0546,51892961511.5042,407861675890.424
"A147_P1","Pickeringia montana","Pickeringia montana_A147_P1","GIFT",405731993493.317,23407608985718.3,407861675890.424
"A147_P1","Lupinus angustiflorus","Lupinus angustiflorus_A147_P1","BIEN",109115180050.025,144696771251.269,407861675890.424
"A147_P1","Viola purpurea","Viola purpurea_A147_P1","BIEN",354931375330.186,2360200031083.26,407861675890.424
"A147_P1","Mirabilis laevis","Mirabilis laevis_A147_P1","BIEN",404693447534.966,1716703249702.36,407861675890.424
"A147_P1","Eriogonum compositum","Eriogonum compositum_A147_P1","BIEN",150903759673.399,596700241159.439,407861675890.424
"A147_P1","Agave deserti","Agave deserti_A147_P1","IUCN",13951705530.8293,45388667803.2549,407861675890.424
"A147_P1","Agave deserti","Agave deserti_A147_P1","BIEN",193617224525.158,694608842726.727,407861675890.424
"A147_P1","Nemophila parviflora","Nemophila parviflora_A147_P1","BIEN",259593970374.836,1186700614542.42,407861675890.424
"A147_P1","Chorizanthe leptotheca","Chorizanthe leptotheca_A147_P1","GIFT",405731993493.317,23407462095203.6,407861675890.424
"A147_P1","Phacelia racemosa","Phacelia racemosa_A147_P1","BIEN",151714513988.483,169990573096.053,407861675890.424
"A147_P1","Goodyera oblongifolia","Goodyera oblongifolia_A147_P1","BIEN",341758869768.678,7371909335677.21,407861675890.424
"A147_P1","Amphiscirpus nevadensis","Amphiscirpus nevadensis_A147_P1","BIEN",207813542858.307,4420897197085.21,407861675890.424
"A147_P1","Tetradymia comosa","Tetradymia comosa_A147_P1","BIEN",96397772545.2623,129395063145.952,407861675890.424
"A147_P1","Oreostemma alpigenum","Oreostemma alpigenum_A147_P1","BIEN",162740882646.189,1371086491190.53,407861675890.424
"A147_P1","Cryptantha flaccida","Cryptantha flaccida_A147_P1","BIEN",322845852566.654,951700369860.131,407861675890.424
"A147_P1","Calycadenia truncata","Calycadenia truncata_A147_P1","BIEN",158027660308.044,195280974850.946,407861675890.424
"A147_P1","Erythranthe laciniata","Erythranthe laciniata_A147_P1","GIFT",405731993493.317,21448591417622.4,407861675890.424
"A147_P1","Delphinium depauperatum","Delphinium depauperatum_A147_P1","BIEN",122298995011.132,816703384391.312,407861675890.424
"A147_P1","Calochortus catalinae","Calochortus catalinae_A147_P1","BIEN",277916901285.583,338896807660.252,407861675890.424
"A147_P1","Pinus albicaulis","Pinus albicaulis_A147_P1","BIEN",134122251712.516,1682306952336.24,407861675890.424
"A147_P1","Glyceria striata","Glyceria striata_A147_P1","BIEN",338448719982.782,12744022789699.5,407861675890.424
"A147_P1","Allium falcifolium","Allium falcifolium_A147_P1","BIEN",89228456834.3007,132688913905.488,407861675890.424
"A147_P1","Triphysaria versicolor","Triphysaria versicolor_A147_P1","BIEN",174907755800.243,253786591265.322,407861675890.424
"A147_P1","Isolepis carinata","Isolepis carinata_A147_P1","BIEN",19766974686.6157,1756708166741.67,407861675890.424
"A147_P1","Brickellia microphylla","Brickellia microphylla_A147_P1","BIEN",377271605421.054,2492899831478.07,407861675890.424
"A147_P1","Leymus condensatus","Leymus condensatus_A147_P1","GIFT",405731993493.317,23411943783573.6,407861675890.424
"A147_P1","Botrychium simplex","Botrychium simplex_A147_P1","BIEN",313188444004.415,8308924799025.81,407861675890.424
"A147_P1","Sidalcea hirsuta","Sidalcea hirsuta_A147_P1","BIEN",102781957083.918,105193002800.754,407861675890.424
"A147_P1","Helianthus gracilentus","Helianthus gracilentus_A147_P1","BIEN",275318179428.084,356494525110.333,407861675890.424
"A147_P1","Acer glabrum","Acer glabrum_A147_P1","IUCN",52724108706.5458,1209748349005.76,407861675890.424
