"SpeciesChecked";"m";"sd";"med";"q025";"q975";"n"
"Ranunculus arvensis";36.7307692307692;20.7511198338541;37.5;15;60;13
"Ranunculus auricomus";31.047619047619;14.8297882334044;35;10;55;21
"Ranunculus bulbosus";15.1441095890411;12.7162657031169;10;2.048;42;73
"Ranunculus californicus";13.2142857142857;3.28583372931487;13;7.325;17;14
"Ranunculus eschscholtzii";30.48;NA;30.48;30.48;30.48;1
"Ranunculus flammula";35.4852631578947;22.7531368700428;45;8;77.75;19
"Ranunculus glaberrimus";15.24;NA;15.24;15.24;15.24;1
"Ranunculus glacialis";9.07142857142857;5.70400861550141;7;4.15;18.875;7
"Ranunculus hederaceus";17.25;13.7540903007069;15.25;2;37.875;6
"Ranunculus lanuginosus";51.7857142857143;25.7679664552346;42.5;25.75;94.75;7
"Ranunculus lingua";91.1875;33.6020212685685;93.5;50;142.5;16
"Ranunculus muricatus";26;16.9233566410449;22;5.5;50;11
"Ranunculus omiophyllus";11.9285714285714;8.99969474451803;6.5;5;25;14
"Ranunculus parviflorus";22.9545454545455;12.8849806857724;22.5;10;40;11
"Ranunculus platanifolius";67.5;27.6134025429682;60;34.5;121;10
"Ranunculus pygmaeus";3.66666666666667;1.63299316185545;4;1.25;5;6
"Ranunculus repens";27.2879074074074;16.2443541951559;27.5;3.953025;60.648;54
"Ranunculus sardous";21.875;14.7337481087921;16.25;6.875;45;16
"Ranunculus sceleratus";40.7589473684211;25.4666984935964;50;10;81;19
"Raphanus raphanistrum";50.7148936170213;25.1780527161136;50;20;92.96;47
"Raphanus sativus";42.9555555555556;22.5357852350793;38;20;100;45
"Reseda lutea";44.7619047619048;19.8573783816111;40;17.5;75;21
"Reynoutria japonica";189.044444444444;87.6818257343137;175;100;400;27
"Rhamnus alaternus";269.28;166.93733334146;200;52.225;500;20
"Rhamnus cathartica";430.531914893617;242.639995543929;400;100;800;47
"Rhamnus saxatilis";113.83;64.2112244506718;100;28.25;200;12
"Rhaponticum repens";55;15;55;40.75;69.25;3
"Rheum spiciforme";3;NA;3;3;3;1
"Rhinanthus glacialis";29.975;18.1849034719933;28.4;8.35;58.25;8
"Rhinanthus minor";30.092972972973;17.8520631961788;30;6;61;37
"Rhodiola integrifolia";15.42;6.47709811566878;15.42;11.069;19.771;2
"Rhodiola rosea";25;9.35414346693485;30;15;34.5;5
"Rhododendron ferrugineum";46.6666666666667;33.6995125017728;31;16.875;123.75;36
"Rhododendron hirsutum";59.5454545454545;29.7030760574175;50;22.5;115;11
"Rhododendron macrophyllum";434.8;229.032574102463;457.2;165.48;735.8;5
"Rhododendron occidentale";182.88;172.420917524528;182.88;67.056;298.704;2
"Rhus aromatica";152.4;0;152.4;152.4;152.4;2
"Rhus integrifolia";792.48;NA;792.48;792.48;792.48;1
"Rhus ovata";394;199.684403797593;322.88;280;739.14;6
"Rhus trilobata";176.473333333333;110.471673484311;135.96;30;360;12
"Rhus typhina";212.378522167488;209.829585026184;160;48.35;989.999999999998;203
"Rhynchospora alba";31.8181818181818;16.922282244533;30;10;57.5;11
"Rhynchospora fusca";23.5;10.5540934659917;27.5;10;37.75;10
"Ribes alpinum";149.235294117647;59.5356062667312;143.5;74.75;300;34
"Ribes aureum";208.510769230769;81.5351673064593;200;94.008;304.8;13
"Ribes bracteosum";80;NA;80;80;80;1
"Ribes californicum";280;56.5685424949238;280;242;318;2
"Ribes cereum";91.44;0;91.44;91.44;91.44;3
"Ribes cynosbati";200;0;200;200;200;2
"Ribes divaricatum";320;NA;320;320;320;1
"Ribes inerme";243.84;0;243.84;243.84;243.84;3
"Ribes lacustre";128.266666666667;73.9146462707719;91.44;80.572;207.264;3
"Ribes luridum";300;NA;300;300;300;1
"Ribes malvaceum";140;84.8528137423857;140;83;197;2
"Ribes montigenum";36.485;12.01;30.48;30.48;52.6985;4
"Ribes nevadense";182.88;0;182.88;182.88;182.88;3
"Ribes petraeum";158;68.1175454637056;150;84.5;277.5;10
"Ribes roezlii";152.4;0;152.4;152.4;152.4;3
"Ribes rubrum";136.583333333333;42.5715935772922;145;80;200;24
"Ribes sanguineum";268.731666666667;102.412658471263;225;135.3125;400;12
"Ribes uva-crispa";100.3125;44.2488837110883;100;30;200;32
"Ribes velutinum";150;57.7350269189626;150;100;200;4
"Ribes viburnifolium";91.44;0;91.44;91.44;91.44;2
"Ricinus communis";460;253.475837112732;500;160;700;5
"Robinia neomexicana";698.84;306.032601894344;777.24;184.488;1116.25;10
"Robinia pseudoacacia";1577.03319782927;1023.80157638807;1814.4;4.0125;3000;82
"Romneya coulteri";40;NA;40;40;40;1
"Rorippa amphibia";77.1153846153846;35.6757117694435;80;36.5;120;13
"Rorippa curvisiliqua";30.48;NA;30.48;30.48;30.48;1
"Rorippa palustris";37.6864285714286;24.1608002403473;38.75;8;79.75;28
"Rorippa sylvestris";36.1853333333333;16.0631376028178;35;17.125;60;18
"Rosa arvensis";118.1875;83.1057308493223;100;31.875;288.75;16
"Rosa caesia";179.709677419355;76.2343726273947;175;100;300;31
"Rosa californica";266.533333333333;66.279810902969;304.8;195.74;304.8;3
"Rosa canina";229.352083333333;112.092957224784;225;100;482.5;48
"Rosa gymnocarpa";91.44;0;91.44;91.44;91.44;3
"Rosa micrantha";221.85;102.188821615468;207.5;89.5;350;20
"Rosa obtusifolia";175;79.0569415042095;175;100;300;10
"Rosa pendulina";98.8214285714286;78.7648904463973;90;13.65;200;14
"Rosa pisocarpa";137.16;64.6578440716979;137.16;93.726;180.594;2
"Rosa rubiginosa";196.87619047619;79.1025278026051;200;100;304.8;21
"Rosa sherardii";157.5;47.2140515807176;150;66.875;200;10
"Rosa spinosissima";76.1764705882353;68.2259438319816;40;10;200;17
"Rosa spithamea";90;NA;90;90;90;1
"Rosa stylosa";222.5;117.714615784238;245;66.25;400;14
"Rosa tomentosa";170.526315789474;62.4921047644799;170;100;300;19
"Rosa woodsii";71.29;77.840250941699;36;14.0675;300;28
"Rostraria cristata";25.3356944444444;13.3658790645538;21.85;7.875;60;24
"Rotala ramosior";27;18.3847763108502;27;14.65;39.35;2
"Rubia peregrina";61.7310975609756;49.3293031512735;30;9.4;150;41
"Rubus allegheniensis";58.34925;55.841460811631;32;15.975;182.88;40
"Rubus argutus";99.222;91.1559945713156;50;50;248.8692;8
"Rubus armeniacus";193.75;71.8070330817254;212.5;105.625;250;4
"Rubus caesius";56.5361111111111;33.1660855416905;50;15;125.625;36
"Rubus chamaemorus";11.724;7.985140410063;6;5;25.502;20
"Rubus idaeus";117.176829268293;56.0877843234707;103.45;23.25;200;82
"Rubus laciniatus";260.325714285714;100.066469718406;200;153.75;365.76;7
"Rubus leucodermis";30.48;NA;30.48;30.48;30.48;1
"Rubus occidentalis";70.1316666666667;45.4198447019981;57;10.875;182.88;24
"Rubus parviflorus";107.71;72.5079223257707;121.92;15.619;175.644;4
"Rubus plicatus";148.333333333333;46.6547603859099;145;85;200;6
"Rubus sanctus";300;NA;300;300;300;1
"Rubus saxatilis";20.0217391304348;10.5942504356132;20;8;40;23
"Rubus spectabilis";292.468571428571;104.144191617291;365.76;157.5;394.864;7
"Rubus ursinus";19.4521212121212;41.6561585901154;9;5.8;96.7680000000005;33
"Rumex acetosa";25.6685947712418;27.7742228113219;10.35;1.2;100;306
"Rumex acetosella";15.4718554778555;10.7381947799586;12;4;40;143
"Rumex conglomeratus";69;34.7028199759863;65;26.75;132.5;15
"Rumex crispus";84.6479166666667;35.4372024109736;90.5;25.875;150;48
"Rumex hydrolapathum";164.090909090909;49.7402343087657;200;80;200;11
"Rumex longifolius";83.5714285714286;32.9585153831864;65;46.5;140.25;14
"Rumex maritimus";59.5511111111111;34.1396179110299;60;13;100;9
"Rumex nivalis";6.875;2.39356776939085;6.25;5;9.8125;4
"Rumex obtusifolius";59.875988372093;44.8821230622755;40;15;150;43
"Rumex palustris";68.375;27.3760844534057;71;17.5;100;16
"Rumex pulcher";42.6190476190476;27.277236279499;40;12.5;100;21
"Rumex salicifolius";20;NA;20;20;20;1
"Rumex sanguineus";77.5;20.9662427090152;80;46.5;100;13
"Rumex scutatus";30.2057894736842;20.6589679017441;26.175;3.78;90.75;38
"Rumex triangulivalvis";150;NA;150;150;150;1
"Ruppia maritima";30.274;17.2829483595826;35;7.8888;44.625;4
"Ruscus aculeatus";93.229;39.8089437058352;100;10;144.025;40
"Sabulina verna";7.84375;4.1781923922513;5.5;3.125;15;16
"Sagina apetala";7.8125;6.10205328949413;7;1;20;24
"Sagina nodosa";9.94166666666667;7.80569644931338;5.725;3.425;26.5;18
"Sagina procumbens";8.41361904761905;6.99365534235274;6;1.568;20;21
"Sagina saginoides";5.62018181818182;3.20313072501864;5;2;10;22
"Sagittaria cuneata";79.248;NA;79.248;79.248;79.248;1
"Sagittaria latifolia";68.272;34.0332819065886;62.5;20;130.845;16
"Sagittaria sagittifolia";56.2857142857143;29.4681798958406;45;20;100;14
"Salix alpina";22.1875;11.4515672664113;22.5;5.875;38.25;8
"Salix appendiculata";422.222222222222;257.525619006041;350;120;840;9
"Salix aurita";178.366666666667;80.9156578058964;175;50;300;30
"Salix boothii";731.52;0;731.52;731.52;731.52;2
"Salix breviserrata";17.0909090909091;10.3610256380692;14;6.6;42;33
"Salix breweri";400;NA;400;400;400;1
"Salix caprea";764.803278688525;388.501000413647;800;225;1550;61
"Salix cinerea";538.397849462366;290.20871696527;502.666666666667;165;1125;31
"Salix exigua";617.813333333333;351.162008575339;548.64;304.8;1000;6
"Salix geyeriana";528.6;82.4456184402786;528.6;457.2;600;4
"Salix glauca";140.438333333333;180.787039639044;82.5;33.45;604.08;24
"Salix gooddingii";1295.31428571429;543.527525916187;1219.2;600;1824.48;7
"Salix hastata";114.72875;68.6950750805513;100;9.55;250;32
"Salix helvetica";140;117.837660727436;100;33.5;365;8
"Salix herbacea";3.68444444444444;2.11168057996347;3;1;7.39999999999999;27
"Salix hookeriana";833.12;70.3905448195991;792.48;792.48;908.304;3
"Salix laevigata";674.666666666667;737.241706181449;300;205;1462.8;3
"Salix lanata";132.519;164.419636197653;79;20.175;569.214;20
"Salix lapponum";97.4496428571429;92.6767344044217;87.53;18.375;400;28
"Salix lasiolepis";1025.7;197.341632708357;1066.8;773.76;1207.77;4
"Salix lemmonii";426.72;0;426.72;426.72;426.72;2
"Salix lucida";1225.63333333333;779.595606468022;1203.96;326.466;2356.34;12
"Salix lutea";735.072;333.170128793084;700;487.68;1240;5
"Salix melanopsis";550.52;212.867425408398;550.52;407.526;693.514;2
"Salix myrsinifolia";279.054054054054;187.786217981149;300;98;555.000000000001;37
"Salix myrsinites";33.2631578947368;17.9128820972293;29;11.25;60;19
"Salix nigra";3072.59607841176;1065.87524609109;3000;1634.4;4300;17
"Salix orestera";304.8;0;304.8;304.8;304.8;2
"Salix pentandra";837.696551724138;452.485474496742;700;270;1738.64;29
"Salix petrophila";3.5125;NA;3.5125;3.5125;3.5125;1
"Salix phylicifolia";243.583333333333;149.247362999548;200;78.75;500;24
"Salix planifolia";173.17;114.002186528739;221.92;19.625;243.84;4
"Salix purpurea";333.544666666667;199.708185903423;252.5;139.5;810;60
"Salix repens";71.96875;49.2737477541737;64;7.325;161.25;32
"Salix reticulata";13.095;15.0391446222098;8;3;52.8749999999999;32
"Salix retusa";7.63636363636364;8.69920320280176;5;1;32;33
"Salix scouleriana";1140.55;730.468434831865;1219.2;200;2000;8
"Salix serpyllifolia";5.1;7.51803387418102;1.5;1;24;25
"Salix sitchensis";633.984;116.144398952339;701.04;509.9304;701.04;3
"Salpichroa origanifolia";55;25;55;31.25;78.75;3
"Salvia apiana";75.5;6.36396103067893;75.5;71.225;79.775;2
"Salvia clevelandii";125;NA;125;125;125;1
"Salvia dorrii";49.5266666666667;31.0007010673415;65.48;10;75.425;6
"Salvia leucophylla";120;0;120;120;120;3
"Salvia mellifera";112.833333333333;53.8011771866255;98;47.25;192.875;6
"Salvia mohavensis";100;NA;100;100;100;1
"Salvia pratensis";52.6541666666667;28.1130826603321;45.5;17.6525;100;24
"Salvia rosmarinus";69.5814049586777;34.9070565766834;60;25.025;152.4;242
"Salvia sonomensis";40;NA;40;40;40;1
"Salvia spathacea";40;NA;40;40;40;1
"Salvia verbenaca";44.5339130434783;23.5861303117532;40;10;80;23
"Sambucus nigra";665.214925373134;326.357635384647;700;165;1035;67
"Sambucus racemosa";375.409756097561;243.834206259989;400;50;800;41
"Samolus valerandi";26.6052631578947;20.6455395689618;21;5;60;19
"Sanguinaria canadensis";20.4444444444444;9.05691877946235;20;8.2;36.8;9
"Sanguisorba minor";14.2784147665472;9.53961363699011;12;3.65;44.3449999999997;307
"Sanguisorba officinalis";58.4302631578947;41.8817310676884;43.75;14.625;170;38
"Sanicula europaea";11.0395683453237;10.7393467179464;8;3;47.7499999999999;139
"Sapindus saponaria";1323.67588035308;589.22295362616;1493.52;600;2518.49998640095;17
"Saponaria officinalis";57.555619047619;23.6961351753323;60;27.5;95;21
"Saponaria pumila";4;1;4;3.05;4.95;3
"Sarcobatus vermiculatus";243.84;86.2104587622639;243.84;185.928;301.752;2
"Sassafras albidum";895.293913043478;1061.09619143701;250;100;3000;46
"Satureja montana";19.2096774193548;12.0036020506062;16;8.525;50;62
"Saussurea alpina";14.7054545454545;12.7865050615214;8.38;3.05;45;22
"Saussurea discolor";15.75;8.34116298845671;15.75;5.375;25;6
"Saxifraga aizoides";8.64285714285714;7.24550353174791;5;2;20;21
"Saxifraga androsacea";3.61290322580645;1.8480155005634;3.1;1;7.375;31
"Saxifraga aphylla";2.25;1.54110350074224;1.75;1;4.75;6
"Saxifraga bryoides";3.07142857142857;1.53917108179943;3;1.15;5;7
"Saxifraga caesia";5.42857142857143;3.63350807792978;5;2.075;11.475;7
"Saxifraga cernua";10.2916666666667;8.40578354287671;7;3;26.5625;12
"Saxifraga cespitosa";6.11111111111111;3.17979733805649;4;2.4;10;9
"Saxifraga cuneifolia";4.86206896551724;4.01314036217305;4;1.85;16.5;29
"Saxifraga exarata";6.5;4.20317340430616;6;2.225;11.625;4
"Saxifraga granulata";25;14.8286509463568;23;7.25;50;19
"Saxifraga hirculus";14.0714285714286;9.16904730991331;10;3.65;33.5;14
"Saxifraga hypnoides";9.08333333333333;6.35297521777372;5;4.425;20;18
"Saxifraga moschata";3.5;2.56580071972344;2;1.075;7.55;7
"Saxifraga muscoides";5.75;3.30403793359983;5.5;2.225;9.7;4
"Saxifraga oppositifolia";7.27777777777778;7.59568591007056;5;1.4;22.8;9
"Saxifraga paniculata";12.0714285714286;14.0606678700687;5;3.15;37.375;7
"Saxifraga rivularis";4.22222222222222;3.03223423311004;2;2;9.6;9
"Saxifraga rotundifolia";10.5574324324324;6.82445673217152;8;2.675;25.65;148
"Saxifraga seguieri";4.625;2.05649377987551;4.75;2.1875;6.85;4
"Saxifraga tridactylites";7.22727272727273;5.6288526969519;6;1;15;22
"Scabiosa columbaria";16.8561611374408;22.2109772292593;9;2;70;211
"Scandix pecten-veneris";25.5555555555556;13.3547621919155;21.25;10;50;18
"Sceptridium multifidum";16.25;8.02340326794061;16.25;5.625;25;6
"Schinus molle";1660;808.084154033477;1500;820;2500;5
"Schismus barbatus";7.20256776034237;3.13795551685474;7;2.5;14;701
"Schizachyrium condensatum";54.3885714285714;57.5083342673397;28.5;5.84428571428571;141.3;5
"Schoenoplectus acutus";174.352;175.860284908219;174.352;56.2176;292.4864;2
"Schoenoplectus californicus";201.168;NA;201.168;201.168;201.168;1
"Schoenoplectus lacustris";195.588235294118;122.702413802424;200;50;400;17
"Schoenoplectus pungens";96.4506666666667;46.89257192065;80;61;145.8844;3
"Schoenoplectus tabernaemontani";233.106666666667;71.9732876373821;274.32;156.216;274.966;3
"Schoenus nigricans";50.4545454545455;40.090806019245;45;11.25;131.25;11
"Scilla verna";7.5;4.18330013267038;5;5;14.375;6
"Scirpus microcarpus";90.7127272727273;26.6865917984703;82;71.45;149.855;11
"Scirpus sylvaticus";75.859375;30.5461357007724;65;30;120;16
"Scleranthus annuus";10.3753333333333;7.48373258029263;8.5;2;25;30
"Scorzoneroides autumnalis";21.2556182795699;17.7445607516507;15.6;2.315;60;62
"Scorzoneroides helvetica";18.125;10.2824688993776;18.75;5.9375;29.25;4
"Scorzoneroides montana";20;NA;20;20;20;1
"Scrophularia auriculata";54.6428571428571;45.4555694190359;52.5;5;116.75;14
"Scrophularia nodosa";72.9411764705882;28.5076099231313;80;40;120;17
"Scrophularia umbrosa";79.99375;39.1518491474754;76.25;40;146.25;16
"Scutellaria galericulata";30.8928571428571;16.041027412219;28.75;11.625;50;14
"Scutellaria mexicana";150;NA;150;150;150;1
"Scutellaria minor";15.1470588235294;6.8162597558209;12.5;7;28;17
"Secale cereale";140.84;44.4132953066984;128.34;106.68;196.25;4
"Sedum acre";6.17962962962963;4.45404438639888;6;0.825;15;27
"Sedum alpestre";5.21428571428571;2.27041007414121;5;2.15;8;7
"Sedum anglicum";3.35;1.49164338901763;2.75;2;5;10
"Sedum atratum";2.65625;1.82472932150886;2;1;8;32
"Sedum lanceolatum";1.72638888888889;3.76760663759382;0.7;0.4;9.46999999999997;27
"Sedum villosum";9.5;5.01782536848099;10;5;18.25;15
"Selaginella selaginoides";8.27777777777778;4.07055824727327;9;3;14.4;9
"Sempervivum montanum";11.0862068965517;3.6475749417476;12;4.4;16.3;29
"Senecio crassulus";20.9;3.70135110466435;20.5;14.5;28;20
"Senecio doronicum";24.97;13.9284520955409;20;10.37125;47.75;10
"Senecio flaccidus";63.3333333333333;42.7200187265877;40;30;120;9
"Senecio integerrimus";33.528;NA;33.528;33.528;33.528;1
"Senecio sylvaticus";52.8125;24.5472394432799;55;17.625;86.5;8
"Senecio triangularis";85.86;50.9965410591738;85.86;51.603;120.117;2
"Senecio vulgaris";39.8683333333333;20.7259716762104;40;9.3;72.91;27
"Senegalia greggii";809.42;476.94289393252;900;100;1371.6;12
"Senna armata";80;NA;80;80;80;1
"Sequoia sempervirens";7687.74328358209;3641.51655101003;9100;825.5;12000;67
"Sequoiadendron giganteum";5479.9023255814;4025.72525506649;7600;86.65;10000;43
"Serratula tinctoria";24.857;31.0254735867489;7.14;1.975;100;40
"Sesleria caerulea";13.3810989010989;13.0641327858249;7.45;2.375;48.75;91
"Sesleria ovata";8.25;6.6764511531202;5;3.125;19.0625;6
"Setaria parviflora";31.6785714285714;33.464037962187;21.8571428571429;4.25357142857143;75.8;4
"Setaria viridis";43.455;30.8935945498501;31.25;7.375;100.5;20
"Shepherdia argentea";429.507692307692;189.329998598296;487.68;100;600;13
"Sherardia arvensis";16;13.0131512426144;11.25;5;40;20
"Sibbaldia procumbens";3.27518518518518;1.78002728486693;3;1;8.53749999999999;54
"Sibthorpia europaea";5;NA;5;5;5;1
"Sidalcea oregana";137.16;NA;137.16;137.16;137.16;1
"Silaum silaus";62;31.6679197747049;65;26.75;100;15
"Silene acaulis";2.48833333333333;2.14791583932662;2;0.6625;10;54
"Silene caespitella";20;2.82842712474619;20;18.1;21.9;2
"Silene ciliata";5;0;5;5;5;2
"Silene conica";20.1;16.4579550890834;20;3;48.25;15
"Silene dioica";35.0725;31.7649620510172;28.6;4;90;40
"Silene flos-cuculi";28.5818181818182;26.8744274075718;11.4;2.57;84.75;55
"Silene gallica";27.415;12.1552856902981;26;9.8515;49.125;48
"Silene nutans";37.545;25.9718692315226;37.5;2.7325;89.6249999999999;30
"Silene suecica";11.5217391304348;6.11161015249881;10;5;20;23
"Silene uralensis";5;NA;5;5;5;1
"Silene vulgaris";38.7983333333333;16.2647428993489;37.2;10;80;60
"Silybum marianum";128.2;52.7644360747437;150;30;179.6;15
"Simmondsia chinensis";192.24;36.5809130558547;213.36;153.168;213.36;3
"Sinapis arvensis";53.9130434782609;23.4499719780376;50;20;90;23
"Sison amomum";72.7777777777778;23.3333333333333;75;50;100;9
"Sisymbrium altissimum";70.4772727272727;36.3738777515401;80;20;120;22
"Sisymbrium irio";36.0294117647059;25.7854553165608;35;10;84.0000000000001;17
"Sisymbrium officinale";49.3814814814815;27.7854698751404;45;11.665;96.75;27
"Sisymbrium orientale";59.6052631578947;32.937895663813;50;25;116.5;19
"Sisyrinchium bellum";15.75;3.73210013646089;17;10.175;19.825;8
"Sisyrinchium idahoense";51.816;NA;51.816;51.816;51.816;1
"Sium latifolium";145.9375;60.8853943897878;160;59.8125;200;8
"Solanum americanum";68.5238095238095;28.9958946190992;60;20;120;21
"Solanum dulcamara";165.982352941176;134.848901908065;150;28.25;369.999999999999;34
"Solanum elaeagnifolium";40;10;40;30.5;49.5;3
"Solanum lycopersicum";103.097777777778;56.6874416819497;95;32;176.304;9
"Solanum nigrum";48.75;29.5451631687264;52.5;12.625;78.5;4
"Solanum nitidibaccatum";50;NA;50;50;50;1
"Solanum parishii";100;NA;100;100;100;1
"Solanum triflorum";75.8333333333333;38.2644308289914;100;18.125;100;6
"Solanum umbelliferum";195;7.07106781186548;195;190.25;199.75;2
"Soldanella alpina";8.0875;3.91022012533456;8.25;3.35;14.16;8
"Soldanella minima";3.26923076923077;1.77500451425934;3;1;6;13
"Soldanella montana";16.5;8.5;16.5;8.425;24.575;3
"Solidago canadensis";82.908943577431;29.1283897885052;80;33;141.2;833
"Solidago flexicaulis";91.44;NA;91.44;91.44;91.44;1
"Solidago gigantea";90.0768315411828;53.6190204378496;82;29.3;249.9808;93
"Solidago multiradiata";43.8133333333333;15.5937081328763;40;30.956;59.912;3
"Solidago spathulata";25.97;19.8414162800945;25.97;12.6415;39.2985;2
"Solidago velutina";35.65;7.16185068701924;34;27.475;49.725;20
"Solidago virgaurea";22.1804347826087;22.8489893932402;10;5;87.2499999999999;92
"Soliva sessilis";2.6;NA;2.6;2.6;2.6;1
"Sonchus arvensis";112.321428571429;41.0026299076128;125;46.625;150;14
"Sonchus asper";49.2844776119403;32.8401216603929;39;14;130;335
"Sonchus oleraceus";94.6353571428571;52.8194882302428;90;20;180;28
"Sonchus palustris";205;78.2188073175615;205;90;300;12
"Sonchus tenerrimus";48.25;19.2451292539177;45;30;77.0625;6
"Sophora chrysophylla";1219.2;0;1219.2;1219.2;1219.2;2
"Sorbus americana";878.64;336.900602552147;907.2;300;1219.2;10
"Sorbus aucuparia";1286.56307454066;715.014251867871;1500;250;2700;91
"Sorbus mougeotii";1285;704.765524443729;1250;245;2000;10
"Sorbus scopulina";391.44;187.760008521517;450;118.872;585;5
"Sorghum bicolor";185.49;104.087641917761;182.88;79.629;295.788;4
"Sorghum halepense";124.029545454545;60.0813594796789;106.84;40.5;260.75;22
"Sparganium angustifolium";53.2142857142857;47.1415043095936;55;2.875;100;7
"Sparganium emersum";43;22.1359436211787;45;20;75.5;10
"Sparganium erectum";94.4642857142857;52.5153692835632;97.5;29.0625;183.75;14
"Sparganium natans";37.5;35.6195171219375;35;2.875;94;7
"Spartium junceum";320;120.646407139026;300;161.25;500;10
"Spergula arvensis";28.2564557887702;20.3276828582254;30;4.4084119431827;63.5699999999999;34
"Spergularia marina";14.3333333333333;8.04155872120988;12;3.05;29.75;15
"Spergularia rubra";12.95;8.97643112765166;11.5;2.95;27.625;20
"Sphaeralcea ambigua";116.2;51.194530957906;116.2;81.81;150.59;2
"Spinulum annotinum";45.32;82.4641632188469;15.5;10;252.875;14
"Spiraea douglasii";181.344;67.1132392304231;213.36;87;246.336;5
"Spiraea prunifolia";245.344;50.191103594163;213.36;201.336;300;5
"Spiranthes romanzoffiana";30.7;23.8558169007058;25;12;70.925;6
"Spiranthes spiralis";14.2916666666667;10.2213198163387;12.5;2.4125;30;12
"Spirodela polyrhiza";0.76875;0.231358565249454;0.775;0.4175;1;8
"Sporobolus airoides";91.44;NA;91.44;91.44;91.44;1
"Sporobolus cryptandrus";71.599111112;25.662753023388;80;31.900000004;90.296;5
"Sporobolus indicus";44.2826666666667;38.3321384161588;30;5.04133333333333;96.5;5
"Stachys palustris";65.3283333333333;29.4035136249405;67.5;24.525;100;22
"Stachys sylvatica";64.1666666666667;33.2155657715447;60;26.75;113;15
"Staehelina dubia";27.8571428571429;13.4960311626366;30;10;40;7
"Stanleya pinnata";80;NA;80;80;80;1
"Stellaria borealis";24.8611111111111;14.6646890377929;23.75;10;42.875;18
"Stellaria graminea";41.5629787234043;24.1186321548565;34.7;10.3;90;47
"Stellaria longipes";18.716;12.3262854096439;18.716;10.4358;26.9962;2
"Stellaria media";31.7183720930233;21.7208008633191;30;5;77.135;43
"Stellaria neglecta";53.3333333333333;28.5309507643042;52.5;21.375;90;12
"Stellaria nemorum";42.2916666666667;19.6982444226214;42.5;16.375;74.5;12
"Stellaria nitens";24.384;NA;24.384;24.384;24.384;1
"Stellaria palustris";35;18.2924953086063;30;13.25;60;14
"Stenotaphrum secundatum";27.432;NA;27.432;27.432;27.432;1
"Stephanomeria diegensis";200;NA;200;200;200;1
"Stephanomeria pauciflora";20;NA;20;20;20;1
"Stipa comata";28.2028571428571;18.5100751893795;23;17.65;71.6019999999999;14
"Stipa occidentalis";60.96;NA;60.96;60.96;60.96;1
"Stipa parviflora";35.0174129353234;19.6717041781751;32;7;79;201
"Stratiotes aloides";25.3571428571429;15.7075201886291;20;6.125;48.5;7
"Streptopus amplexifolius";62.5;33.7268439080801;62.5;21.25;100;6
"Streptopus lanceolatus";18.9027777777778;11.4166666666667;18;5.4375;48.5;36
"Stuckenia filiformis";33.75;12.5;32.5;20.75;48.875;4
"Stuckenia pectinata";188.75;105.702018271491;202.5;59.375;294.75;4
"Stylocline micropoides";20;NA;20;20;20;1
"Suaeda calceoliformis";50;NA;50;50;50;1
"Suaeda californica";80;NA;80;80;80;1
"Suaeda nigra";65;NA;65;65;65;1
"Subularia aquatica";5;3.37410956914789;4.5;1.325;10.7;14
"Succisa pratensis";29.4944444444444;33.2279982398141;15;0.6;100;63
"Symphoricarpos albus";146.62125;81.4529820341654;100;55.875;300;32
"Symphoricarpos mollis";60;NA;60;60;60;1
"Symphyotrichum ascendens";10.1363636363636;3.42672208421171;10.5;5.525;16;22
"Symphyotrichum chilense";99.06;10.776307345283;99.06;91.821;106.299;2
"Symphyotrichum foliaceum";60.96;NA;60.96;60.96;60.96;1
"Symphyotrichum lanceolatum";100.462;37.3426240143333;88.25;47.25;182.88;30
"Symphyotrichum lateriflorum";176.2;33.6582827844797;176.2;153.59;198.81;2
"Symphyotrichum subspicatum";10.0584;NA;10.0584;10.0584;10.0584;1
"Symphyotrichum subulatum";67.1428571428571;36.0390000389789;55;30;121.25;7
"Symphytum officinale";76.9444444444444;41.8730184391168;72.5;30;143.625;18
"Symphytum tuberosum";35;17.6776695296637;30;15;69.375;18
"Syringa vulgaris";535.46;249.692030098553;604.8;173.75;1000;20
"Tamarix aphylla";1266.66666666667;413.118223595458;1000;1000;1800;6
"Tamarix parviflora";612.5;223.207142742853;500;400;965;8
"Tamarix ramosissima";490.909090909091;246.797672009059;400;125;800;11
"Tanacetum parthenium";59.1;17.4703384990883;63;21.15;80;34
"Tanacetum vulgare";78.4904761904762;42.4792408684749;82.5;30;135;21
"Taraxacum";13.5833333333333;9.19939062540492;7;5.55;28.9;12
"Taraxacum alpinum";7.95;4.51525193095579;5;4.775;14.5;5
"Taxodium distichum";3546.24888888889;1179.10720397454;3962.4;1097.28;5000;45
"Taxus baccata";1656.20363636364;611.052764274308;1900;189.5;2800;55
"Taxus brevifolia";1382.26526315789;488.956865211469;1500;404.112;2000;19
"Taxus canadensis";176.8;48.8;152.4;152.4;242.68;4
"Teesdalia nudicaulis";14.1352941176471;13.2958612534348;8;1.58;45;17
"Tellima grandiflora";70;0;70;70;70;4
"Tephroseris crispa";45;25;45;21.25;68.75;3
"Tetradymia canescens";121.92;0;121.92;121.92;121.92;2
"Tetradymia glabrata";198.12;237.078761596226;198.12;38.862;357.378;2
