name	family	comment	citation_total	citation_prop_ane	citation_prop_dyso	citation_prop_endo	citation_prop_epi	citation_prop_hem	citation_prop_hydro	citation_prop_other	fruit_type	dia_type	dia_exposure	dia_hetero	dia_app_nutrient	dia_app_elon	dia_app_hook	dia_app_flat	dia_app_ballo	dia_app_muci	dia_app_other	dia_app_no	dia_morph	dia_mass	dia_surfacestructure	dia_length	dia_width	dia_height	dia_shape	dia_form	vterm	rank_ane	rank_hydro	rank_epi_wool	diaspore_seeds_class
Rosa elliptica Tausch	Rosaceae	other diaspore-types: segm|4b|	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	15	10	10	0.02	spherical	NA	NA	NA	NA	3
Rosa gallica L.	Rosaceae	other diaspore-types: segm|4b|	2	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	2235.8155	NA	NA	NA	NA	0.05	spherical	NA	NA	0.27	NA	3
Rosa glauca Pourr.	Rosaceae	other diaspore-types: segm|4b|	3	0	0	0.67	0	0.33	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	18.492	0.9	10.29	10	6.55	0.03	spherical	8.06	0.11	NA	0.24	3
Rosa jundzillii Besser	Rosaceae	other diaspore-types: segm|4b|	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	0.86	9.8	8	7.64	0.01	spherical	NA	NA	0.3	NA	3
Rosa majalis Herrm.	Rosaceae	other diaspore-types: segm|4b|	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	0.56	15.02	10	9.2	0.03	spherical	11.4	0.06	NA	NA	3
Rosa micrantha Borrer ex Sm.	Rosaceae	other diaspore-types: segm|4b|	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	NA	NA	NA	0.04	spherical	NA	NA	0.21	NA	3
Rosa pendulina L.	Rosaceae	other diaspore-types: segm|4b|	3	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	1200	0.97	5.26	3.26	NA	0.04	spherical	NA	NA	NA	0	3
Rosa pimpinellifolia L.	Rosaceae	other diaspore-types: segm|4b|	3	0	0	0.67	0	0.33	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	NA	NA	NA	0.04	spherical	12.3	0.05	NA	NA	3
Rosa rubiginosa L.	Rosaceae	other diaspore-types: segm|4b|	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	661.5	NA	15	9	9	0.04	spherical	NA	NA	NA	NA	3
Rosa stylosa Desv.	Rosaceae	other diaspore-types: segm|4b|	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	20	10	10	0.06	spherical	NA	NA	NA	NA	3
Rosa subcanina (H. Christ) R. Keller	Rosaceae	other diaspore-types: segm|4b|	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rosa subcollina (H. Christ) R. Keller	Rosaceae	other diaspore-types: segm|4b|	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	9.936	0.77	5.1	2.71	NA	NA	NA	9.86	0.08	NA	0.63	3
Rosa tomentella Leman	Rosaceae	other diaspore-types: segm|4b|	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	15	10	10	0.02	spherical	NA	NA	NA	NA	3
Rosa tomentosa ssp. pseudoscabriuscula R. Keller	Rosaceae	other diaspore-types: segm|4b|	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rosa villosa agg.	Rosaceae	other diaspore-types: segm|4b|	4	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	0	0	0	1	0	0	0	fruit|1a.2|	12.129467	0.63	13.33	11.67	11.67	0.01	spherical	7.28	0.13	NA	0.78	3
Rosa villosa L.	Rosaceae	other diaspore-types: segm|4b|	2	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	1	1	1	0	0	1	0	0	0	fruit|1a.2.4b|	11.39	NA	15	12.5	12.5	0.01	spherical	NA	NA	NA	NA	3
Rubia peregrina L.	Rubiaceae	-	1	0	0	1	0	0	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	170	0.99	5.53	4.77	NA	NA	NA	NA	NA	NA	0.03	1
Rubus acanthodes Hofm.	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rubus caesius L.	Rosaceae	-	9	0	0	0.89	0	0	0	0.11	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rubus chamaemorus L.	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	NA	NA	10	10	10	0	spherical	NA	NA	NA	NA	2
Rubus fruticosus agg.	Rosaceae	-	16	0	0	0.56	0	0.13	0	0.31	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	NA	NA	10	10	10	0	spherical	NA	NA	NA	NA	3
Rubus idaeus L.	Rosaceae	-	17	0	0.06	0.82	0	0	0	0.12	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rubus saxatilis L.	Rosaceae	other diaspore-types: segm|1a|	10	0	0	0.5	0	0	0	0.5	fleshy fruit	fruit	exposed	1	1	0	0	0	0	0	0	0	fruit|1a|	601.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Rudbeckia hirta L.	Asteraceae	-	3	0	0	0	0.33	0.67	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	NA	0.96	2.37	0.76	0.7	0.11	elongated	1.27	0.7	NA	NA	1
Rudbeckia laciniata L.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	NA	0.96	5.01	1.75	1.5	0.1	spherical	4.54	0.26	0.74	0.46	1
Rumex acetosa L.	Polygonaceae	-	29	0.1	0	0.45	0.1	0.17	0.07	0.1	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	1.0085	NA	4.58	4.4	1.13	0.12	flat	1.36	0.8	NA	NA	1
Rumex acetosella s.l. L.	Polygonaceae	-	55	0.05	0.02	0.65	0.07	0.07	0.07	0.05	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	0.485	0.95	1.41	0.94	NA	NA	NA	2.36	0.55	0.72	0.69	1
Rumex acetosella ssp. acetosella	Polygonaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Rumex acetosella var. tenuifolius Wallr.	Polygonaceae	-	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Rumex aquaticus L.	Polygonaceae	-	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.9	3.59	2.18	NA	NA	NA	5.39	0.2	0.56	NA	1
Rumex arifolius All.	Polygonaceae	-	6	0.17	0	0.33	0.17	0.17	0.17	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.84	5.3	3.89	3	0.03	spherical	1.81	0.67	NA	0.21	1
Rumex conglomeratus Murray	Polygonaceae	-	4	0.25	0	0.25	0.25	0	0.25	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	NA	0.83	2.91	2.03	2	0.02	spherical	NA	0.48	0.54	0.52	1
Rumex crispus L.	Polygonaceae	-	16	0.13	0.06	0.06	0.13	0.25	0.25	0.13	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	0.941	0.88	5.6	3.33	NA	NA	NA	1.85	0.69	0.89	0.28	1
Rumex hydrolapathum Huds.	Polygonaceae	-	3	0	0	0	0.33	0	0.67	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.84	9.28	4.5	4	0.07	spherical	2.81	0.46	0.43	0.21	1
Rumex longifolius DC.	Polygonaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	4.3356	0.82	8.54	4.58	NA	NA	NA	2.02	0.65	0.38	0.24	1
Rumex maritimus L.	Polygonaceae	-	4	0.25	0	0	0.25	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	1	0	0	0	fruit|2.3.4d.5|	NA	0.63	4.16	2.69	NA	NA	NA	NA	0.83	NA	0.92	1
Rumex nivalis Hegetschw.	Polygonaceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	NA	2.5	2	2	0.01	spherical	NA	NA	NA	NA	1
Rumex obtusifolius L.	Polygonaceae	-	20	0.05	0	0.3	0.15	0.4	0.05	0.05	non-fleshy fruit	fruit	exposed	0	0	1	1	1	1	0	0	0	fruit|2.3.4d.5|	3.32	0.68	5.6	4.34	NA	0.06	spherical	1.81	0.65	NA	0.89	1
Rumex palustris Sm.	Polygonaceae	-	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	1	0	0	0	fruit|2.3.4d.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	1
Rumex pseudoalpinus Höfft	Polygonaceae	-	4	0.25	0.25	0.5	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Rumex pulcher L.	Polygonaceae	-	3	0.33	0	0	0.33	0	0	0.33	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4d.5|	NA	NA	5	3	3	0.04	spherical	6.1	0.26	0.4	NA	1
Rumex sanguineus L.	Polygonaceae	-	6	0.17	0	0.17	0.5	0	0.17	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	NA	NA	NA	NA	NA	0.07	spherical	NA	NA	0.49	NA	1
Rumex scutatus L.	Polygonaceae	-	7	0.29	0.14	0	0.14	0	0.29	0.14	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.89	6.73	3.35	NA	0.08	spherical	1.4	0.78	NA	NA	1
Rumex stenophyllus Ledeb.	Polygonaceae	-	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	NA	NA	NA	NA	NA	0.05	spherical	NA	NA	NA	NA	1
Rumex thyrsiflorus Fingerh.	Polygonaceae	-	3	0	0	0	0.67	0	0.33	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.89	1.82	1.05	NA	0.02	spherical	NA	NA	0.52	NA	1
Rumex triangulivalvis (Danser) Rech. f.	Polygonaceae	-	2	0	0	0	0.5	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	1	0	0	0	fruit|2.3|	1.780933	0.86	3.07	2.2	NA	0.05	spherical	2.86	0.45	NA	0.38	1
Ruppia cirrhosa (Petagna) Grande	Ruppiaceae	-	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Ruppia maritima L.	Ruppiaceae	-	4	0	0	0.5	0	0	0.5	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4a|	NA	NA	2	1.5	1	0.04	spherical	NA	NA	NA	NA	1
Sagina apetala agg.	Caryophyllaceae	-	3	0	0	1	0	0	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.91	0.36	0.27	0.2	0.03	spherical	2.2	0.72	0.28	0.52	1
Sagina maritima G. Don	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	0.4	0.3	0.2	0.04	spherical	NA	NA	NA	NA	1
Sagina nodosa (L.) Fenzl	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.96	0.41	0.32	0.2	0.04	spherical	NA	0.89	0.55	0.45	1
Sagina procumbens L.	Caryophyllaceae	-	25	0	0	0.6	0.08	0.28	0.04	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.017	0.91	0.35	0.27	0.2	0.03	spherical	1.23	0.82	0.47	0.51	1
Sagina saginoides (L.) H. Karst.	Caryophyllaceae	-	7	0	0	0.43	0	0	0.14	0.43	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.02256	NA	0.34	0.3	0.21	0.02	spherical	1.31	0.8	0.38	NA	1
Sagina subulata (Sw.) C. Presl	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	0.3	0.3	0.2	0.02	spherical	NA	NA	NA	NA	1
Sagittaria sagittifolia L.	Alismataceae	-	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit segment	exposed	0	0	1	0	1	1	0	0	0	segm|2.3.4a|	1.009333	0.92	4.86	3.28	NA	0.13	flat	NA	0.66	0.5	0.8	1
Salicornia dolichostachya ssp. strictissima (Gram) P. W. Ball	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salicornia europaea agg.	Amaranthaceae	-	4	0	0	0.5	0	0	0.25	0.25	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	0.2	NA	0.8	0.5	0.5	0.03	spherical	NA	0.59	0.85	NA	1
Salicornia europaea s.str. L.	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salicornia fragilis P. W. Ball & Tutin	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salicornia maritima Wolff & Jefferies	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salicornia ramosissima auct. (mult.)	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix alba L.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	11.41	8.93	NA	NA	NA	0.12	1	NA	NA	1
Salix alpina Scop.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix appendiculata Vill.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	0.12	10.55	8.21	NA	NA	NA	NA	NA	NA	1	1
Salix aurita L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	0.22	7.08	4.89	NA	NA	NA	0.19	0.99	0.56	NA	1
Salix caprea L.	Salicaceae	other diaspore-types: segm|4d|	3	0.33	0	0	0	0.33	0	0.33	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	0.082467	0.22	5.19	3.44	NA	NA	NA	0.56	0.96	NA	0.99	1
Salix cinerea s.str. L.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix daphnoides Vill.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix eleagnos Scop.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0	0.5	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix foetida Sm.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix fragilis L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.62	NA	1
Salix glabra Scop.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix hastata L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	0.1103	0.1	9.4	6.96	NA	NA	NA	0.13	1	0.53	1	1
Salix herbacea L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	0.1	9.76	7.4	NA	NA	NA	NA	0.98	NA	1	1
Salix myrsinifolia Salisb.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	1
Salix myrtilloides L.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix pentandra L.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0	0	0.5	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	0.22	0.98	NA	NA	1
Salix purpurea L.	Salicaceae	other diaspore-types: segm|4d|	3	0.33	0	0	0	0.33	0.33	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	0.1	0.2	4.44	3.46	NA	NA	NA	NA	NA	NA	0.99	1
Salix repens L. s.l.	Salicaceae	other diaspore-types: segm|4d|	2	0.5	0	0.5	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	0	spherical	0.16	0.99	NA	NA	1
Salix repens ssp. argentea (Sm.) Camus & A. Camus non [var.] Merat 1812	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix repens ssp. rosmarinifolia (L.) C. Hartman	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix reticulata L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	1
Salix retusa agg.	Salicaceae	other diaspore-types: segm|4d|	2	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	0.3936	0.2	5.99	4.47	NA	NA	NA	0.26	0.98	NA	0.98	1
Salix retusa L.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	0.3936	0.1	NA	NA	NA	NA	NA	0.26	0.98	NA	0.99	1
Salix serpillifolia Scop.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	0.25	5.99	4.47	NA	NA	NA	NA	NA	NA	NA	1
Salix starkeana Willd.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix triandra ssp. discolor (Koch) Arcang.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salix viminalis L.	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	1
Salix waldsteiniana Willd.	Salicaceae	other diaspore-types: segm|4d|	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	0.1	6.1	4.75	NA	NA	NA	NA	NA	NA	NA	1
Salix x rubens Schrank	Salicaceae	other diaspore-types: segm|4d|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	exposed	1	0	1	0	0	0	0	0	0	seed|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salsola kali ssp. kali	Amaranthaceae	other diaspore-types: plant|4d.5| (tumbleweed)	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	1	0	1	1	1	0	0	0	0	fruit|3.4b.4d.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Salsola kali ssp. ruthenica (Iljin) Soó	Amaranthaceae	other diaspore-types: plant|4d.5| (tumbleweed)	1	0	0	1	0	0	0	0	non-fleshy fruit	fruit	exposed	1	0	1	1	1	0	0	0	0	fruit|3.4b.4d.5|	NA	0.89	2.5	1.99	NA	NA	NA	1.15	0.84	NA	NA	1
Salvia glutinosa L.	Lamiaceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	1	0	0	segm|6|	5.034	0.99	3.34	2.5	2.37	0.02	spherical	8.69	0.09	NA	0.24	1
Salvia nemorosa L.	Lamiaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	0	0	1	segm|7b|	1.1728	0.95	2.44	2.3	1.98	0.01	spherical	5.16	0.21	NA	0.49	1
Salvia pratensis L.	Lamiaceae	-	12	0	0.08	0	0.58	0.25	0	0.08	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	1	0	0	segm|6|	1.370833	0.99	2.29	1.67	NA	0.02	spherical	2.55	0.51	0.19	0.38	1
Salvia verticillata L.	Lamiaceae	-	3	0	0	0	0	0.67	0	0.33	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	0	0	1	segm|7b|	0.3	0.99	1.87	1.29	NA	0.06	spherical	2.98	0.43	0.27	0.52	1
Sambucus ebulus L.	Adoxaceae	-	4	0	0.25	0.75	0	0	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	105	NA	6	6	NA	NA	NA	NA	NA	NA	NA	2
Sambucus nigra L.	Adoxaceae	-	18	0	0.06	0.44	0	0.11	0	0.39	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	143	0.9	4.96	3.98	NA	NA	NA	NA	NA	NA	0.05	2
Sambucus racemosa L.	Adoxaceae	-	7	0	0.14	0.71	0	0.14	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	82.5	0.93	4.73	3.93	NA	NA	NA	5.52	0.19	NA	0.06	2
Samolus valerandi L.	Primulaceae	other diaspore-types: fruit|6|	1	0	0	0	1	0	0	0	fruit with upright aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7a|	0.0292	0.98	0.43	0.34	0.1	0.1	flat	1.3	0.8	0.68	0.44	1
Sanguisorba minor s.l. Scop.	Rosaceae	-	17	0.24	0	0	0.12	0.29	0.06	0.29	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	6.6032	0.87	4.66	3.68	NA	0.04	spherical	2.83	0.46	NA	0.12	2
Sanguisorba minor ssp. polygama (Waldst. & Kit.) Holub	Rosaceae	-	1	0	0	0	0	1	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	1	0	0	0	0	fruit|3|	NA	0.87	4.66	3.68	NA	0.03	spherical	NA	NA	NA	NA	2
