"ID","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","AgeAtMaturity","AgeAtMaturityDatabase","Unit","AgeAtMaturyCode","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY"
"A162_P1","A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.0266,1889962,2430.05,3557258,5987307,4286.9,-78.21,4208.69,780.01,"North America",NA,"Ter","LAT","O","Tyto_alba","Tyto_alba","Tyto_alba","Animalia","Chordata","Aves","Tytonidae","GBIF:2497921","Find_Sci_Names","0.3779","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",1.8287,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Tyto alba","Tyto alba","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",97100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",97.1,16.9,7,365,365,"AnAge","days","AgeAtMaturity",1,97.1,16.9,1.8287
"A162_P1","A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.0266,1889962,2430.05,3557258,5987307,4286.9,-78.21,4208.69,780.01,"North America",NA,"Ter","LAT","O","Vireo_atricapilla","Vireo_atricapilla","Vireo_atricapilla","Animalia","Chordata","Aves","Vireonidae","GBIF:2487438","Find_Sci_Names","-3.8996","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-18.8704,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Vireo atricapilla","Vireo atricapilla","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",4.535889,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",4.535889,4.535889,2,365.25,365.25,"Amniota","days","AgeAtMaturity",2,2.267945,2.267945,-18.8704
"A162_P1","A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.0266,1889962,2430.05,3557258,5987307,4286.9,-78.21,4208.69,780.01,"North America",NA,"Ter","LAT","O","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names","-0.1299","deg","N",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-0.6287,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Vireo griseus","Vireo griseus","Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",20,20,2,364.234,364.234,"Amniota","days","AgeAtMaturity",1,20,20,-0.6287
"A162_P1","A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.0266,1889962,2430.05,3557258,5987307,4286.9,-78.21,4208.69,780.01,"North America",NA,"Ter","LAT","O","Zenaida_macroura","Zenaida_macroura","Zenaida_macroura","Animalia","Chordata","Aves","Columbidae","GBIF:2495347","Find_Sci_Names","0.0137","deg","N",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",0.0662,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Zenaida macroura","Zenaida macroura","Columbiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.18262,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",11.18262,5.885608,4,80,80,"AnAge","days","AgeAtMaturity",1,11.18262,5.885608,0.0662
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Accipiter_cooperii","Accipiter_cooperii","Accipiter_cooperii","Animalia","Chordata","Aves","Accipitridae","GBIF:2480621","Find_Sci_Names","56.5","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",2.6905,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Accipiter cooperii","Accipiter cooperii","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",57.71831,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",57.71831,35.2,5,730,730,"AnAge","days","AgeAtMaturity",2,28.85916,17.6,0.0026905
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Ardea_alba","Ardea_alba","Ardea_alba","Animalia","Chordata","Aves","Ardeidae","GBIF:9752617","Find_Sci_Names","283.7","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",13.5095,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Ardea alba","Ardea alba","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",313.9587,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",313.9587,215.6584,2,637.601,637.601,"Amniota","days","AgeAtMaturity",2,156.9794,107.8292,0.0135095
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Buteo_lineatus","Buteo_lineatus","Buteo_lineatus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480529","Find_Sci_Names","-35.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-1.681,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Buteo lineatus","Buteo lineatus","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",36.36132,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",36.36132,24,4,365,365,"AnAge","days","AgeAtMaturity",1,36.36132,24,-0.001681
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Cathartes_aura","Cathartes_aura","Cathartes_aura","Animalia","Chordata","Aves","Cathartidae","GBIF:2481930","Find_Sci_Names","42.9","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",2.0429,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Cathartes aura","Cathartes aura","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",169.3866,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",169.3866,119.9889,2,730.5,730.5,"Amniota","days","AgeAtMaturity",3,56.4622,39.99631,0.0020429
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Egretta_thula","Egretta_thula","Egretta_thula","Animalia","Chordata","Aves","Ardeidae","GBIF:2480873","Find_Sci_Names","3.4","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",0.1619,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Egretta thula","Egretta thula","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",99.24095,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",99.24095,70.9375,2,365,365,"AnAge","days","AgeAtMaturity",1,99.24095,70.9375,0.0001619
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Megascops_asio","Megascops_asio","Megascops_asio","Animalia","Chordata","Aves","Strigidae","GBIF:2497415","Find_Sci_Names","-29.9","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-1.4238,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Megascops asio","Megascops asio","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",159000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",159,158.5,3,365,365,"AnAge","days","AgeAtMaturity",1,159,158.5,-0.0014238
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Nycticorax_nycticorax","Nycticorax_nycticorax","Nycticorax_nycticorax","Animalia","Chordata","Aves","Ardeidae","GBIF:2480863","Find_Sci_Names","101.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",4.8238,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Nycticorax nycticorax","Nycticorax nycticorax","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",8.309647,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",8.309647,7.300594,2,365,365,"AnAge","days","AgeAtMaturity",1,8.309647,7.300594,0.0048238
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Progne_subis","Progne_subis","Progne_subis","Animalia","Chordata","Aves","Hirundinidae","GBIF:2489129","Find_Sci_Names","-32.4","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-1.5429,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Progne subis","Progne subis","Passeriformes","natal dispersal","Allen and Nice (1952)","Natal_dispersal_maximum_distance_(km)",336,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",336,41.148,5,365,365,"AnAge","days","AgeAtMaturity",1,336,41.148,-0.0015429
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names","-37.5","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-1.7857,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Parkesia motacilla","Parkesia motacilla","Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",4,4,2,365,365,"AnAge","days","AgeAtMaturity",1,4,4,-0.0017857
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Troglodytes_aedon","Troglodytes_aedon","Troglodytes_aedon","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231459","Find_Sci_Names","-31.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-1.4905,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Troglodytes aedon","Troglodytes aedon","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",147.4332,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",147.4332,147.4332,2,365,365,"AnAge","days","AgeAtMaturity",1,147.4332,147.4332,-0.0014905
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","LE","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names","72.2","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Expansion",3.4381,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of 10 highest occupied cells","Mean of extremes","Vireo griseus","Vireo griseus","Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",20,20,2,364.234,364.234,"Amniota","days","AgeAtMaturity",1,20,20,0.0034381
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Accipiter_cooperii","Accipiter_cooperii","Accipiter_cooperii","Animalia","Chordata","Aves","Accipitridae","GBIF:2480621","Find_Sci_Names","-80.6","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-3.8381,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Accipiter cooperii","Accipiter cooperii","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",57.71831,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",57.71831,35.2,5,730,730,"AnAge","days","AgeAtMaturity",2,28.85916,17.6,-0.0038381
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Accipiter_gentilis","Accipiter_gentilis","Accipiter_gentilis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480589","Find_Sci_Names","6.2","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",0.2952,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Accipiter gentilis","Accipiter gentilis","Accipitriformes","natal dispersal","Marcström and Kenward (1981), Mueller and Berger (1967)","Natal_dispersal_maximum_distance_(km)",1150,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",1150,35.30396,7,365,365,"AnAge","days","AgeAtMaturity",1,1150,35.30396,0.0002952
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Actitis_macularius","Actitis_macularius","Actitis_macularius","Animalia","Chordata","Aves","Scolopacidae","GBIF:2481798","Find_Sci_Names","12.1","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",0.5762,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Actitis macularius","Actitis macularius","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",147000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",147,146.85,2,365,365,"AnAge","days","AgeAtMaturity",1,147,146.85,0.0005762
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Ardea_alba","Ardea_alba","Ardea_alba","Animalia","Chordata","Aves","Ardeidae","GBIF:9752617","Find_Sci_Names","56.6","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",2.6952,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Ardea alba","Ardea alba","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",313.9587,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",313.9587,215.6584,2,637.601,637.601,"Amniota","days","AgeAtMaturity",2,156.9794,107.8292,0.0026952
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Asio_otus","Asio_otus","Asio_otus","Animalia","Chordata","Aves","Strigidae","GBIF:2497306","Find_Sci_Names","-1.8","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-0.0857,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Asio otus","Asio otus","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",162000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",162,15.421,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,162,15.421,-8.57e-05
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Bubo_virginianus","Bubo_virginianus","Bubo_virginianus","Animalia","Chordata","Aves","Strigidae","GBIF:5959118","Find_Sci_Names","-8.4","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-0.4,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Bubo virginianus","Bubo virginianus","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",1310000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",1310,659.7196,4,730,730,"AnAge","days","AgeAtMaturity",2,655,329.8598,-4e-04
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Buteo_jamaicensis","Buteo_jamaicensis","Buteo_jamaicensis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480542","Find_Sci_Names","-12.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-0.5857,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Buteo jamaicensis","Buteo jamaicensis","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",200.141,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",200.141,117.1795,2,730,730,"AnAge","days","AgeAtMaturity",2,100.0705,58.58976,-0.0005857
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Buteo_lineatus","Buteo_lineatus","Buteo_lineatus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480529","Find_Sci_Names","-2.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-0.1095,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Buteo lineatus","Buteo lineatus","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",36.36132,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",36.36132,24,4,365,365,"AnAge","days","AgeAtMaturity",1,36.36132,24,-0.0001095
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Cathartes_aura","Cathartes_aura","Cathartes_aura","Animalia","Chordata","Aves","Cathartidae","GBIF:2481930","Find_Sci_Names","1.3","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",0.0619,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Cathartes aura","Cathartes aura","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",169.3866,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",169.3866,119.9889,2,730.5,730.5,"Amniota","days","AgeAtMaturity",3,56.4622,39.99631,6.19e-05
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Circus_cyaneus","Circus_cyaneus","Circus_cyaneus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480487","Find_Sci_Names","21.8","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",1.0381,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Circus cyaneus","Circus cyaneus","Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",60800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",60.8,22,3,365,365,"AnAge","days","AgeAtMaturity",1,60.8,22,0.0010381
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Dryocopus_pileatus","Dryocopus_pileatus","Dryocopus_pileatus","Animalia","Chordata","Aves","Picidae","GBIF:5228824","Find_Sci_Names","-18.6","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-0.8857,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Dryocopus pileatus","Dryocopus pileatus","Piciformes","natal dispersal","Bull and Jackson (1995)","Natal_dispersal_maximum_distance_(km)",32,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",32,32,2,354,354,"AnAge","days","AgeAtMaturity",1,32,32,-0.0008857
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Egretta_thula","Egretta_thula","Egretta_thula","Animalia","Chordata","Aves","Ardeidae","GBIF:2480873","Find_Sci_Names","1.7","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",0.081,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Egretta thula","Egretta thula","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",99.24095,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",99.24095,70.9375,2,365,365,"AnAge","days","AgeAtMaturity",1,99.24095,70.9375,8.1e-05
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Falco_sparverius","Falco_sparverius","Falco_sparverius","Animalia","Chordata","Aves","Falconidae","GBIF:9685907","Find_Sci_Names","17.5","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Higher Elevation",0.8333,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Falco sparverius","Falco sparverius","Falconiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",65.66735,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",65.66735,32.45,5,365,365,"AnAge","days","AgeAtMaturity",1,65.66735,32.45,0.0008333
"A17_P1","A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.4,490.15,4851044,5341199,1487.46,-20,1467.46,301.34,"New York State",NA,"Ter","ELE","O","Gavia_immer","Gavia_immer","Gavia_immer","Animalia","Chordata","Aves","Gaviidae","GBIF:2481962","Find_Sci_Names","-21.7","m","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Lower Elevation",-1.0333,"m/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean elevation of occupied cells","Mean","Gavia immer","Gavia immer","Gaviiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.49713,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",11.49713,10.96299,2,1093.968,1093.968,"Amniota","days","AgeAtMaturity",3,3.832377,3.654331,-0.0010333
