"ID","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","AgeAtMaturity","AgeAtMaturityDatabase","Unit","AgeAtMaturyCode","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY"
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Aegithalos_caudatus","Aegithalos_caudatus","Aegithalos_caudatus","Animalia","Chordata","Aves","Aegithalidae","GBIF:2495000","Find_Sci_Names","-52","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-2.2128,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Aegithalos caudatus","Aegithalos caudatus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",24.9,3.7,5,365,365,"AnAge","days","AgeAtMaturity",1,24.9,3.7,-0.0022128
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names","-185","m","Y",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-7.8723,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Dendrocopos major","Dendrocopos major",NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",56.1,5.875,5,365,365,"AnAge","days","AgeAtMaturity",1,56.1,5.875,-0.0078723
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Erithacus_rubecula","Erithacus_rubecula","Erithacus_rubecula","Animalia","Chordata","Aves","Muscicapidae","GBIF:2492462","Find_Sci_Names","114","m","Y",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",4.8511,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Erithacus rubecula","Erithacus rubecula","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",79.8,6,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,79.8,6,0.0048511
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Fringilla_coelebs","Fringilla_coelebs","Fringilla_coelebs","Animalia","Chordata","Aves","Fringillidae","GBIF:2494422","Find_Sci_Names","-31","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-1.3191,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Fringilla coelebs","Fringilla coelebs","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",22.6,2.6,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,22.6,2.6,-0.0013191
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Garrulus_glandarius","Garrulus_glandarius","Garrulus_glandarius","Animalia","Chordata","Aves","Corvidae","GBIF:5229493","Find_Sci_Names","-70","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-2.9787,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Garrulus glandarius","Garrulus glandarius","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",19,2.8,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,19,2.8,-0.0029787
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Parus_ater","Parus_afer","Periparus_ater","Animalia","Chordata","Aves","Paridae","GBIF:2487871","Find_Sci_Names","-98","m","Y",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-4.1702,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Periparus ater","Parus afer","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",31000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",31,2.597,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,31,2.597,-0.0041702
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Parus_caeruleus","Cyanistes_caeruleus","Cyanistes_caeruleus","Animalia","Chordata","Aves","Paridae","GBIF:2487879","Find_Sci_Names","66","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",2.8085,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Cyanistes caeruleus","Cyanistes caeruleus","Passeriformes","natal dispersal","Berndt and Sternberg (1968)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",470,2.3,7,365,365,"AnAge","days","AgeAtMaturity",1,470,2.3,0.0028085
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Parus_major","Parus_major","Parus_major","Animalia","Chordata","Aves","Paridae","GBIF:9705453","Find_Sci_Names","1","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",0.0426,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Parus major","Parus major","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",41.1,2.5,7,365,365,"AnAge","days","AgeAtMaturity",1,41.1,2.5,4.26e-05
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Parus_palustris","Poecile_palustris","Poecile_palustris","Animalia","Chordata","Aves","Paridae","GBIF:2487843","Find_Sci_Names","-33","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-1.4043,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Poecile palustris","Poecile palustris","Passeriformes","natal dispersal","Nilsson (1989)","Natal_dispersal_maximum_distance_(km)",4.6,"MaxDispersalDistance","km","Sutherland (birds)","m","Aves","Max","natal dispersal",4.6,2.85,2,364.234,364.234,"Amniota","days","AgeAtMaturity",1,4.6,2.85,-0.0014043
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Animalia","Chordata","Aves","Fringillidae","GBIF:2494543","Find_Sci_Names","-15","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-0.6383,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",24.2,2.5,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,24.2,2.5,-0.0006383
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Sitta_europaea","Sitta_europaea","Sitta_europaea","Animalia","Chordata","Aves","Sittidae","GBIF:2484916","Find_Sci_Names","-14","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-0.5957,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Sitta europaea","Sitta europaea","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",24.1,1.4515,6,364.234,364.234,"Amniota","days","AgeAtMaturity",1,24.1,1.4515,-0.0005957
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Sylvia_atricapilla","Sylvia_atricapilla","Sylvia_atricapilla","Animalia","Chordata","Aves","Sylviidae","GBIF:2492956","Find_Sci_Names","3","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",0.1277,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Sylvia atricapilla","Sylvia atricapilla","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",117,27.5,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,117,27.5,0.0001277
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Troglodytes_troglodytes","Troglodytes_troglodytes","Troglodytes_troglodytes","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231438","Find_Sci_Names","54","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",2.2979,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",38.3,6.5,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,38.3,6.5,0.0022979
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Turdus_merula","Turdus_merula","Turdus_merula","Animalia","Chordata","Aves","Turdidae","GBIF:2490719","Find_Sci_Names","28","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Higher Elevation",1.1915,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Turdus merula","Turdus merula","Passeriformes","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",355,3.3,7,364.234,364.234,"Amniota","days","AgeAtMaturity",1,355,3.3,0.0011915
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Turdus_philomelos","Turdus_philomelos","Turdus_philomelos","Animalia","Chordata","Aves","Turdidae","GBIF:7901064","Find_Sci_Names","-89","m","Y",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-3.7872,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Turdus philomelos","Turdus philomelos","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",50200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",50.2,4,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,50.2,4,-0.0037872
"A1_P1","A1","P1",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",46.10779,6.6211,463.67,18.82,5450640.29,5469459.26,1717.65,464.08,2181.73,1169.48,"French Alps (giffre Valley)","Giffre Valley","Ter","ELE","O","Turdus_viscivorus","Turdus_viscivorus","Turdus_viscivorus","Animalia","Chordata","Aves","Turdidae","GBIF:2490774","Find_Sci_Names","-33","m","N",NA,NA,"Table 3 pg 143",1978,1979,1980,2001,2001.5,2002,23.5,"Lower Elevation",-1.4043,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Turdus viscivorus","Turdus viscivorus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",43100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",43.1,2.3,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,43.1,2.3,-0.0014043
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Erithacus_rubecula","Erithacus_rubecula","Erithacus_rubecula","Animalia","Chordata","Aves","Muscicapidae","GBIF:2492462","Find_Sci_Names","-77","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-2.75,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Erithacus rubecula","Erithacus rubecula","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",79.8,6,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,79.8,6,-0.00275
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Fringilla_coelebs","Fringilla_coelebs","Fringilla_coelebs","Animalia","Chordata","Aves","Fringillidae","GBIF:2494422","Find_Sci_Names","-74","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-2.6429,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Fringilla coelebs","Fringilla coelebs","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",22.6,2.6,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,22.6,2.6,-0.0026429
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Garrulus_glandarius","Garrulus_glandarius","Garrulus_glandarius","Animalia","Chordata","Aves","Corvidae","GBIF:5229493","Find_Sci_Names","-28","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-1,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Garrulus glandarius","Garrulus glandarius","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",19,2.8,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,19,2.8,-0.001
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Parus_ater","Parus_afer","Periparus_ater","Animalia","Chordata","Aves","Paridae","GBIF:2487871","Find_Sci_Names","-27","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-0.9643,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Periparus ater","Parus afer","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",31000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",31,2.597,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,31,2.597,-0.0009643
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Parus_caeruleus","Cyanistes_caeruleus","Cyanistes_caeruleus","Animalia","Chordata","Aves","Paridae","GBIF:2487879","Find_Sci_Names","-182","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-6.5,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Cyanistes caeruleus","Cyanistes caeruleus","Passeriformes","natal dispersal","Berndt and Sternberg (1968)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",470,2.3,7,365,365,"AnAge","days","AgeAtMaturity",1,470,2.3,-0.0065
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Parus_major","Parus_major","Parus_major","Animalia","Chordata","Aves","Paridae","GBIF:9705453","Find_Sci_Names","98","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Higher Elevation",3.5,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Parus major","Parus major","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",41.1,2.5,7,365,365,"AnAge","days","AgeAtMaturity",1,41.1,2.5,0.0035
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Sylvia_atricapilla","Sylvia_atricapilla","Sylvia_atricapilla","Animalia","Chordata","Aves","Sylviidae","GBIF:2492956","Find_Sci_Names","-22","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Lower Elevation",-0.7857,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Sylvia atricapilla","Sylvia atricapilla","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",117,27.5,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,117,27.5,-0.0007857
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Troglodytes_troglodytes","Troglodytes_troglodytes","Troglodytes_troglodytes","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231438","Find_Sci_Names","25","m","N",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Higher Elevation",0.8929,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",38.3,6.5,5,364.234,364.234,"Amniota","days","AgeAtMaturity",1,38.3,6.5,0.0008929
"A1_P2","A1","P2",1,150,"Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",44.14675,5.22594,254.6,11.16,5241851.27,5253014.35,1629.26,130.85,1760.11,738.7,"French Alps (Mont Ventoux)","Mont Ventoux","Ter","ELE","O","Turdus_merula","Turdus_merula","Turdus_merula","Animalia","Chordata","Aves","Turdidae","GBIF:2490719","Find_Sci_Names","104","m","Y",NA,NA,"Table 3 pg 143",1973,1973.5,1974,2000,2000.5,2001,28,"Higher Elevation",3.7143,"m/year","small",2,"TWO","Survey-Resurvey","occurrence","Resurveyed","Number of occurrences and mean elevation at two time points within same study area","Mean","Turdus merula","Turdus merula","Passeriformes","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",355,3.3,7,364.234,364.234,"Amniota","days","AgeAtMaturity",1,355,3.3,0.0037143
"A10_P1","A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Accipiter_cooperii","Accipiter_cooperii","Accipiter_cooperii","Animalia","Chordata","Aves","Accipitridae","GBIF:2480621","Find_Sci_Names","13.78","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",13.78,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Accipiter cooperii","Accipiter cooperii","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",57.71831312,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",57.71831312,35.2,5,730,730,"AnAge","days","AgeAtMaturity",2,28.85915656,17.6,13.78
"A10_P1","A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Actitis_macularius","Actitis_macularius","Actitis_macularius","Animalia","Chordata","Aves","Scolopacidae","GBIF:2481798","Find_Sci_Names","1.92","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",1.92,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","Raw","Maximum latitude of the 12 km radius survey circle where the species was documented","Extreme per band","Actitis macularius","Actitis macularius","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",147000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",147,146.85,2,365,365,"AnAge","days","AgeAtMaturity",1,147,146.85,1.92
