"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Erodyum cicutarium","Erodium cicutarium","Erodium cicutarium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9485490","seed/plant dispersal (field)","Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1026","Maximum.dispersal.distance.m.","0.084","MaxDispersalDistance","m","Flores et al. 2013",NA
"Eschscholzia californica","Eschscholzia californica","Eschscholzia californica","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888380","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-167","Maximum.dispersal.distance.m.","139.3","MaxDispersalDistance","m","Flores et al. 2013",NA
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488","seed/plant dispersal (field)","Stamp, Nancy E., and Jeffrey R. Lucas. Ecological correlates of explosive seed dispersal.Oecologia. 1983;59:2-3 : 272-278","Maximum.dispersal.distance.m.","2.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Geum rivale","Geum rivale","Geum rivale","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5369701","seed/plant dispersal (field)","Kiviniemi, K. and Eriksson, O.  Dispersal, recruitment and site occupancy of grassland plants in fragmented habitats. Oikos.1999;86: 241-253.","Maximum.dispersal.distance.m.","660","MaxDispersalDistance","m","Flores et al. 2013",NA
"Geum rivale","Geum rivale","Geum rivale","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5369701","seed/plant dispersal (field)","Kiviniemi, K. and Telenius, A. Experiments on adhesive dispersal by wood mouse: seed shadows and dispersal distances of 13 plant species from cultivated areas in southern Sweden. Ecography 1998;21: 108-116.","Maximum.dispersal.distance.m.","26","MaxDispersalDistance","m","Flores et al. 2013",NA
"Helianthus annus","Helianthus annus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","seed/plant dispersal (field)","Groves JH, Williams DG, Caley P, Norris RH, Caitcheon G. Modelling of floating seed dispersal in a fluvial environment. River Research and Applications. 2009;25:582-592","Maximum.dispersal.distance.m.","5000","MaxDispersalDistance","m","Flores et al. 2013",NA
"Heracleum mantegazzianum","Heracleum mantegazzianum","Heracleum mantegazzianum","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034825","seed/plant dispersal (field)","Tiley, GED, Felicite S. Dodd, and P. M. Wade. ""Heracleum mantegazzianum Sommier & Levier."" Journal of Ecology. 1996;84:2:297-319.","Maximum.dispersal.distance.m.","10","MaxDispersalDistance","m","Flores et al. 2013",NA
"Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891770","seed/plant dispersal (field)","Beerling DJ, Perrins JM, Perrinst M. Impatiens glandulifera Royle ( Impatiens roylei Walp .). Society. 2011;81:2:367-382","Maximum.dispersal.distance.m.","5","MaxDispersalDistance","m","Flores et al. 2013",NA
"Lepidium campestre","Lepidium campestre","Lepidium campestre","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7703116","seed/plant dispersal (field)","Thiede, D. A. and Augspurger, C. K. Intraspecific variation in seed dispersion of Lepidium campestre (Brassicaceae). - American Journal of Botany.1996;83: 856-866.","Maximum.dispersal.distance.m.","2","MaxDispersalDistance","m","Flores et al. 2013",NA
"Linaria maroccana","Linaria maroccana","Linaria maroccana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415016","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-168","Maximum.dispersal.distance.m.","143.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020","seed/plant dispersal (field)","Nadeau LB, King JR. Seed dispersal and seedling establishment of Linaria vulgaris Mill . Canadian Journal of Plant Sciences. 1991;782:771-782.","Maximum.dispersal.distance.m.","1.5","MaxDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","McCanny, Stephen J., and Paul B. Cavers. Parental effects on spatial patterns of plants: a contingency table approach. Ecology.1989;70:2 368-378.","Maximum.dispersal.distance.m.","3","MaxDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","Mccanny SJ, Cavers PB. Spread of proso millet (Panicum miliaceum L.) in Ontario, Canada. II. Dispersal by combines. Weed Research. 1988;28:2:67-72","Maximum.dispersal.distance.m.","50","MaxDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","Mccanny SJ, Cavers PB. Spread of proso millet (Panicum miliaceum L.) in Ontario, Canada. II. Dispersal by combines. Weed Research. 1988;28:2:67-73","Maximum.dispersal.distance.m.","50","MaxDispersalDistance","m","Flores et al. 2013",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090","seed/plant dispersal (field)","O'Toole JJ, Cavers PB. Input to seed banks of Proso millet (Panicum miliaceum) in Southern Ontario. Canadian Journal of Plant Sciences. 1983;63:1023-1030","Maximum.dispersal.distance.m.","1.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Phacelia tanacetifolia","Phacelia tanacetifolia","Phacelia tanacetifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","gbif","GBIF:2928226","seed/plant dispersal (field)","Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-163","Maximum.dispersal.distance.m.","74.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","seed/plant dispersal (field)","Pairon M, Jonard M, Jacquemart A-L. Modeling seed dispersal of black cherry, an invasive forest tree: how microsatellites may help? Canadian Journal of Forest Research. 2006;36:6:1385-1394","Maximum.dispersal.distance.m.","11.3","MaxDispersalDistance","m","Flores et al. 2013",NA
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","seed/plant dispersal (field)","Pairon M, Jonard M, Jacquemart A-L. Modeling seed dispersal of black cherry, an invasive forest tree: how microsatellites may help? Canadian Journal of Forest Research. 2006;36:6:1385-1394","Maximum.dispersal.distance.m.","44.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Senecio inaequidensis","Senecio inaequidensis","Senecio inaequidens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3109086","seed/plant dispersal (field)","Monty, Arnaud M, Stainer, Charles, Lebeau, Frederic, Pieret, Nora, Mahy G. SEED RAIN PATTERN OF THE INVASIVE WEED SENECIO INAEQUIDENS ( ASTERACEAE ). Belgian Journal of Botany. 2008;141:1:51-63","Maximum.dispersal.distance.m.","100","MaxDispersalDistance","m","Flores et al. 2013",NA
"Senecio jacobaea","Senecio jacobaea","Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8965572","seed/plant dispersal (field)","McEvoy PB, Cox CS. Wind Dispersal Distances in Dimorphic Achenes of Ragwort , Senecio Jacobaea. Ecology. 1987;68:6:2006-2015","Maximum.dispersal.distance.m.","14","MaxDispersalDistance","m","Flores et al. 2013",NA
"Senecio vulgaris","Senecio vulgaris","Senecio vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3108983","seed/plant dispersal (field)","Bergelson, Joy, Newman, Jonathan A, Floresroux EM. Rates of Weed Spread in Spatially Heterogeneous Environments. Ecology. 1993;74:4:999-1011","Maximum.dispersal.distance.m.","2","MaxDispersalDistance","m","Flores et al. 2013",NA
"Sorgum halepense","Sorgum halepense","Sorghum halepense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705185","seed/plant dispersal (field)","Ghersa CM, Martinez-Ghersa MA, Satorre EH, Van Esso ML, Chichotky G. Seed dispersal, distribution and recruitment of seedlings of Sorghum halepense (L.) Pers. Weed Research. 1993;33:1:79-88","Maximum.dispersal.distance.m.","2","MaxDispersalDistance","m","Flores et al. 2013",NA
"Sorgum halepense","Sorgum halepense","Sorghum halepense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705185","seed/plant dispersal (field)","Ghersa CM, Martinez-Ghersa MA, Satorre EH, Van Esso ML, Chichotky G. Seed dispersal, distribution and recruitment of seedlings of Sorghum halepense (L.) Pers. Weed Research. 1993;33:1:79-88","Maximum.dispersal.distance.m.","50","MaxDispersalDistance","m","Flores et al. 2013",NA
"Taeniatherum caput-medusae","Taeniatherum caput-medusae","Taeniatherum caput-medusae","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705666","seed/plant dispersal (field)","Davies KW. Medusahead Dispersal and Establishment in Sagebrush Steppe Plant Communities. Rangeland Ecology & Management. 2008;61:1:110-115","Maximum.dispersal.distance.m.","2","MaxDispersalDistance","m","Flores et al. 2013",NA
"Triglochin palustre","Triglochin palustre","Triglochin palustris","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif","GBIF:2865280","seed/plant dispersal (field)","Kiviniemi, K. and Telenius, A. Experiments on adhesive dispersal by wood mouse: seed shadows and dispersal distances of 13 plant species from cultivated areas in southern Sweden. Ecography. 1998; 21: 108-116.","Maximum.dispersal.distance.m.","3","MaxDispersalDistance","m","Flores et al. 2013",NA
"Ulex europaeus","Ulex europaeus","Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2951984","seed/plant dispersal (field)","Norambuena, Hernan, Piper GL. Impact of Apion ulicis Forster on Ulex europaeus L. Seed Dispersal. Biological Control. 2000;17(3):267-271","Maximum.dispersal.distance.m.","2.8","MaxDispersalDistance","m","Flores et al. 2013",NA
"Abies grandis","Abies grandis","Abies grandis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685361","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","45","MeanDispersalDistance","m","TRY database",NA
"Abies grandis","Abies grandis","Abies grandis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685361","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","m","TRY database",NA
"Abies grandis","Abies grandis","Abies grandis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685361","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","120","MaxDispersalDistance","m","TRY database",NA
"Abies magnifica","Abies magnifica","Abies magnifica","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685422","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","90","MeanDispersalDistance","m","TRY database",NA
"Abies magnifica","Abies magnifica","Abies magnifica","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685422","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","120","MeanDispersalDistance","m","TRY database",NA
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","25","MeanDispersalDistance","m","TRY database",NA
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","m","TRY database",NA
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin","100","MaxDispersalDistance","m","TRY database",NA
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","160","MaxDispersalDistance","m","TRY database",NA
"Abies concolor","Abies concolor","Abies concolor","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685580","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","50","MeanDispersalDistance","m","TRY database",NA
"Abies concolor","Abies concolor","Abies concolor","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685580","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","100","MeanDispersalDistance","m","TRY database",NA
