"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","Unit","AgeAtMaturity","Field","Source","Database","Code","Sex","GenerationLength"
"Sterna forsteri","Sterna forsteri","Sterna forsteri","Sterna forsteri","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229247","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Sterna hirundo","Sterna hirundo","Sterna hirundo","Sterna hirundo","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:9367409","days","910.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Sterna paradisaea","Sterna paradisaea","Sterna paradisaea","Sterna paradisaea","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229230","days","1095","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Sternula antillarum","Sternula antillarum","Sternula antillarum","Sternula antillarum","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789285","days","730.5","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Thalasseus maximus","Thalasseus maximus","Thalasseus maximus","Thalasseus maximus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789281","days","910.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Thalasseus sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481240","days","910.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Recurvirostra americana","Recurvirostra americana","Recurvirostra americana","Recurvirostra americana","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","gbif","GBIF:2480258","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Actitis macularius","Actitis macularius","Actitis macularius","Actitis macularius","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481798","days","365.25","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Numenius phaeopus","Numenius phaeopus","Numenius phaeopus","Numenius phaeopus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481784","days","728.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695","days","331.734","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Mycteria americana","Mycteria americana","Mycteria americana","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","gbif","GBIF:2481937","days","1460","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Columba oenas","Columba oenas","Columba oenas","Columba oenas","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495471","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Columba palumbus","Columba palumbus","Columba palumbus","Columba palumbus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495455","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495696","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495708","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Zenaida macroura","Zenaida macroura","Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347","days","136.3125","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedo atthis","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","gbif","GBIF:2475532","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco columbarius","Falco columbarius","Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242","days","545.202","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco mexicanus","Falco mexicanus","Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000","days","545.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco pelegrinoides","Falco pelegrinoides","Falco peregrinus","Falco peregrinus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481047","days","726.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco peregrinus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481047","days","726.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco sparverius","Falco sparverius","Falco sparverius","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9685907","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9616058","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Lagopus lagopus","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473421","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:9606290","days","304","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Tetrastes bonasia","Tetrastes bonasia","Tetrastes bonasia","Tetrastes bonasia","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473663","days","363.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Tympanuchus cupido","Tympanuchus cupido","Tympanuchus cupido","Tympanuchus cupido","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473510","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Gavia immer","Gavia immer","Gavia immer","Gavia immer","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","gbif","GBIF:2481962","days","1093.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Grus canadensis","Grus canadensis","Grus canadensis","Grus canadensis","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474953","days","1095","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Fulica atra","Fulica atra","Fulica atra","Fulica atra","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474377","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:5228199","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Gallinula galeata","Gallinula galeata","Gallinula chloropus","Gallinula chloropus","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:5228199","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493118","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","gbif","GBIF:2495000","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda arvensis","Animalia","Chordata","Aves","Passeriformes","Alaudidae","gbif","GBIF:8077224","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Passerina cyanea","Passerina cyanea","Passerina cyanea","Passerina cyanea","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","gbif","GBIF:2490327","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Animalia","Chordata","Aves","Passeriformes","Cinclidae","gbif","GBIF:2495093","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Coloeus monedula","Coloeus monedula","Coloeus monedula","Corvus monedula","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:6100954","days","637.601","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482507","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Corvus corax","Corvus corax","Corvus corax","Corvus corax","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482492","days","1095","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Corvus corone","Corvus corone","Corvus corone","Corvus cornix","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:9409796","days","910.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482513","days","546.734","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:5229493","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:5229498","days","545.202","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Perisoreus canadensis","Perisoreus canadensis","Perisoreus canadensis","Perisoreus canadensis","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482436","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Pica pica","Pica pica","Pica pica","Pica pica","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:5229490","days","637.601","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Ammodramus sandwichensis","Ammodramus sandwichensis","Passerculus sandwichensis","Passerculus sandwichensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231142","days","363.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:2491534","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:2491557","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Melospiza melodia","Melospiza melodia","Melospiza melodia","Melospiza melodia","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:2492196","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Passerculus sandwichensis","Passerculus sandwichensis","Passerculus sandwichensis","Passerculus sandwichensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231142","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231132","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Acanthis flammea","Acanthis flammea","Acanthis flammea","Acanthis flammea","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:5231630","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494686","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Chloris chloris","Chloris chloris","Chloris chloris","Chloris chloris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:11212714","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Fringilla coelebs","Fringilla coelebs","Fringilla coelebs","Fringilla coelebs","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494422","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Linaria cannabina","Linaria cannabina","Linaria cannabina","Linaria cannabina","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:8104397","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494543","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489214","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:9515886","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Petrochelidon fulva","Petrochelidon fulva","Petrochelidon fulva","Petrochelidon fulva","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489166","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Progne subis","Progne subis","Progne subis","Progne subis","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489129","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489160","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489181","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Animalia","Chordata","Aves","Passeriformes","Icteridae","gbif","GBIF:2484391","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Lanius ludovicianus","Animalia","Chordata","Aves","Passeriformes","Laniidae","gbif","GBIF:2492870","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Toxostoma curvirostre","Toxostoma curvirostre","Toxostoma curvirostre","Toxostoma curvirostre","Animalia","Chordata","Aves","Passeriformes","Mimidae","gbif","GBIF:5231688","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Motacilla alba","Motacilla alba","Motacilla alba","Motacilla alba","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9687165","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Motacilla cinerea","Motacilla cinerea","Motacilla cinerea","Motacilla cinerea","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:2490310","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9701857","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492462","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Ficedula hypoleuca","Ficedula hypoleuca","Ficedula hypoleuca","Ficedula hypoleuca","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492606","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Muscicapa striata","Muscicapa striata","Muscicapa striata","Muscicapa striata","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492576","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:5231240","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:5739317","days","364.234","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Cyanistes caeruleus","Cyanistes caeruleus","Cyanistes caeruleus","Cyanistes caeruleus","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:2487879","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Parus major","Parus major","Parus major","Parus major","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:9705453","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
