"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","Unit","AgeAtMaturity","Field","Source","Database","Code","Sex","GenerationLength"
"Vireo griseus","Vireo griseus","Vireo griseus","Vireo griseus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","gbif","GBIF:2487413","days","365","Female.maturity..days.","427,444,445,818","AnAge","AgeAtMaturity",NA,NA
"Ardea alba","Ardea alba","Ardea alba","Ardea alba","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:9752617","days","730","Female.maturity..days.","444,445,576,729,820","AnAge","AgeAtMaturity",NA,NA
"Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:9797180","days","730","Female.maturity..days.","450,729,732,820","AnAge","AgeAtMaturity",NA,NA
"Egretta thula","Egretta thula","Egretta thula","Egretta thula","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480873","days","365","Female.maturity..days.","444,445,577","AnAge","AgeAtMaturity",NA,NA
"Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480863","days","365","Female.maturity..days.","1,438,444,445","AnAge","AgeAtMaturity",NA,NA
"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","gbif","GBIF:5229155","days","1095","Female.maturity..days.","444,445,576","AnAge","AgeAtMaturity",NA,NA
"Eudocimus albus","Eudocimus albus","Eudocimus albus","Eudocimus albus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:5229205","days","730","Female.maturity..days.","444,445,649,732","AnAge","AgeAtMaturity",NA,NA
"Plegadis chihi","Plegadis chihi","Plegadis chihi","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:9375033","days","730","Female.maturity..days.","444,445,649","AnAge","AgeAtMaturity",NA,NA
"Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:2480773","days","1095","Female.maturity..days.","444,445,649,729","AnAge","AgeAtMaturity",NA,NA
"Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2477968","days","365","Female.maturity..days.","450,729,732,820","AnAge","AgeAtMaturity",NA,NA
"Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:5228824","days","354","Female.maturity..days.","427,444,445,732","AnAge","AgeAtMaturity",NA,NA
"Picoides borealis","Picoides borealis","Leuconotopicus borealis","Picoides borealis","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9046711","days","240","Female.maturity..days.","427,437,444,445","AnAge","AgeAtMaturity",NA,NA
"Picus viridis","Picus viridis","Picus viridis","Picus viridis","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478523","days","365","Female.maturity..days.","450,729,820","AnAge","AgeAtMaturity",NA,NA
"Phoebastria nigripes","Phoebastria nigripes","Phoebastria nigripes","Phoebastria nigripes","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:2481383","days","1825","Female.maturity..days.","427,445,977","AnAge","AgeAtMaturity",NA,NA
"Aegolius funereus","Aegolius funereus","Aegolius funereus","Aegolius funereus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5739298","days","365","Female.maturity..days.","4,444,457,291,143","AnAge","AgeAtMaturity",NA,NA
"Asio otus","Asio otus","Asio otus","Asio otus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497306","days","365","Female.maturity..days.","435,444,445,579,729,000","AnAge","AgeAtMaturity",NA,NA
"Athene cunicularia","Athene cunicularia","Athene cunicularia","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497240","days","365","Female.maturity..days.","427,437,444,445","AnAge","AgeAtMaturity",NA,NA
"Bubo scandiacus","Bubo scandiacus","Bubo scandiacus","Bubo scandiacus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959143","days","730","Female.maturity..days.","1,435,444,445,732,820","AnAge","AgeAtMaturity",NA,NA
"Bubo virginianus","Bubo virginianus","Bubo virginianus","Bubo virginianus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959118","days","730","Female.maturity..days.","4,274,354,374,444,450,000,000,000","AnAge","AgeAtMaturity",NA,NA
"Megascops asio","Megascops asio","Megascops asio","Megascops asio","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497415","days","365","Female.maturity..days.","435,437,444,445,732","AnAge","AgeAtMaturity",NA,NA
"Strix aluco","Strix aluco","Strix aluco","Strix aluco","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:9282206","days","365","Female.maturity..days.","4,507,291,143","AnAge","AgeAtMaturity",NA,NA
"Strix nebulosa","Strix nebulosa","Strix nebulosa","Strix nebulosa","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497522","days","365","Female.maturity..days.","444,445,450,729,972","AnAge","AgeAtMaturity",NA,NA
"Strix varia","Strix varia","Strix varia","Strix varia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497541","days","730","Female.maturity..days.","427,444,445","AnAge","AgeAtMaturity",NA,NA
"Tyto alba","Tyto alba","Tyto alba","Tyto alba","Animalia","Chordata","Aves","Strigiformes","Tytonidae","gbif","GBIF:2497921","days","365","Female.maturity..days.","444,445,729,732","AnAge","AgeAtMaturity",NA,NA
"Phalacrocorax auritus","Phalacrocorax auritus","Phalacrocorax auritus","Nannopterum auritus","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","gbif","GBIF:2481875","days","730","Female.maturity..days.","427,435,444,445,732,000,000","AnAge","AgeAtMaturity",NA,NA
"Phalacrocorax pelagicus","Phalacrocorax pelagicus","Phalacrocorax pelagicus","Urile pelagicus","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","gbif","GBIF:2481870","days","730","Female.maturity..days.","444,445,576","AnAge","AgeAtMaturity",NA,NA
"Morus bassanus","Morus bassanus","Morus bassanus","Morus bassanus","Animalia","Chordata","Aves","Suliformes","Sulidae","gbif","GBIF:2480964","days","730","Female.maturity..days.","444,445,450,729,732","AnAge","AgeAtMaturity",NA,NA
"Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:5220170","days","674","Female.maturity..days.","434,455,671,113,511,000,000","AnAge","AgeAtMaturity",NA,NA
"Cervus elaphus","Cervus elaphus","Cervus elaphus","Cervus elaphus","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","gbif","GBIF:2440958","days","852","Female.maturity..days.","36,86,145,146,147,434,455,671,676,677,680,731,789,790,791,900,1009,1135,1143,1150","AnAge","AgeAtMaturity",NA,NA
"Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","gbif","GBIF:2439923","days","184","Female.maturity..days.","3,642,043,445,547,360,000,000,000,000,000,000","AnAge","AgeAtMaturity",NA,NA
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688","days","256","Female.maturity..days.","36,434,455,610,671,900","AnAge","AgeAtMaturity",NA,NA
"Lepus americanus","Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794","days","308","Female.maturity..days.","36,420,434,455,610,600,000,000","AnAge","AgeAtMaturity",NA,NA
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982","days","347","Female.maturity..days.","364,204,344,554,895,000,000,000,000,000,000,000","AnAge","AgeAtMaturity",NA,NA
"Microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438635","days","30","Female.maturity..days.","2,36,420,441,455,538,542,680,731,1150","AnAge","AgeAtMaturity",NA,NA
"Neotoma cinerea","Neotoma cinerea","Neotoma cinerea","Neotoma cinerea","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438437","days","353","Female.maturity..days.","36,455,610,623,671,600,000,000","AnAge","AgeAtMaturity",NA,NA
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967","days","49","Female.maturity..days.","36,59,308,420,434,436,441,455,610,676,680,715,731,773,776,777,917,1136,1143","AnAge","AgeAtMaturity",NA,NA
"Thomomys bottae","Thomomys bottae","Thomomys bottae","Thomomys bottae","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","gbif","GBIF:2439385","days","319","Female.maturity..days.","36,420,434,455,648,600","AnAge","AgeAtMaturity",NA,NA
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369","days","730","Female.maturity..days.","364,204,344,556,106,000,000,000,000","AnAge","AgeAtMaturity",NA,NA
"Urocitellus beldingi","Urocitellus beldingi","Urocitellus beldingi","Urocitellus beldingi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8428945","days","365","Female.maturity..days.","36,420,434,455,731","AnAge","AgeAtMaturity",NA,NA
"Natrix natrix","Natrix natrix","Natrix natrix","Natrix natrix","Animalia","Chordata","Squamata",NA,"Colubridae","gbif","GBIF:6161347","days","1460","Female.maturity..days.","19,37,451,527","AnAge","AgeAtMaturity",NA,NA
"Lacerta vivipara","Lacerta vivipara","Zootoca vivipara","Zootoca vivipara","Animalia","Chordata","Squamata",NA,"Lacertidae","gbif","GBIF:9702100","days","730","Female.maturity..days.","1,075,107,611,431,150","AnAge","AgeAtMaturity",NA,NA
"Lacerta agilis","Lacerta agilis","Lacerta agilis","Lacerta agilis","Animalia","Chordata","Squamata",NA,"Lacertidae","gbif","GBIF:6159223","months","12","youngest.age.at.first.breeding..months.","Tinkle et al. 1970, Clobert et al. 1998, Fitch 1970, Bauwens and Diaz-Uriarte 1997, Arnold and Ovenden 2004, Szczerbak 2003, Perry and Garland 2002, Baran and Atatur 1998, Spellerberg 2002, Arnold 1987, Street 1979, Rogner 1997b, Sindaco et al. 2006, Corti and Cascio 2002, Valakos et al. 2008, Terbish et al. 2006, Amat 2008, Warne and Charnov 2008, Strijbosch 1986, Korsos 1986, Roitberg 2007, AL-Sadoon and Spellerberg 1985, Kwet 2009, Amat 2008, Bischoff 1984, Sinervo et al. 2010, Kohler 2005, Necas et al. 1997, Siliceo and Diaz 2010, Bauwens 1999, Sindaco et al. 2010, Turner 1977, Haxhiu 1998, Castanet 1994, Arakelyan et al. 2011, Verwaijen and Van Damme 2007, Tertyshnikov 1976, Maso and Pijoan 2011, Roitberg and Smirina 2006, Karmishev and Yarigin 2013, Stojanov et al. 2011, Mollov and Petrova 2013, Nikolskii 1915, Mesquita et al. 2016, Roitberg et al. 2015, Hallmann and Griebeler 2015, Kuranova et al. 2005, Speybroeck et al. 2016, Crovetto and Salvidio 2013, Kwet 2015, Ljungstrom et al. 2016","Meiri","MinAgeAtMaturity",NA,NA
"Zootoca vivipara","Zootoca vivipara","Zootoca vivipara","Zootoca vivipara","Animalia","Chordata","Squamata",NA,"Lacertidae","gbif","GBIF:9702100","months","11","youngest.age.at.first.breeding..months.","Tinkle et al. 1970, Clobert et al. 1998, Dunham and Miles 1985, Fitch 1970, Bauwens and Diaz-Uriarte 1997, Arnold and Ovenden 2004, Szczerbak 2003, Perry and Garland 2002, Cox et al. 2003, Goris and Maeda 2004, Spellerberg 2002, Arnold 1987, Vanhooydonck and Van Damme 1999, Street 1979, Arnold 1998, Rogner 1997b, Uetz 2006, Sindaco et al. 2006, Chamaille-Jammes et al. 2006, Corti and Cascio 2002, Verwaijen and Van Damme 2008, Dunham et al. 1988, Andrews and Pough 1980, Terbish et al. 2006, Warne and Charnov 2008, Strijbosch 1986, Radder et al. 2008, AL-Sadoon and Spellerberg 1985, Kwet 2009, Amat 2008, Dely and Bohme 1984, Sinervo et al. 2010, Necas et al. 1997, Siliceo and Diaz 2010, Bauwens 1999, Sindaco et al. 2010, Turner 1977, Castilla and Bauwens 1991, Castanet 1994, Verwaijen and Van Damme 2007, Shine and Charnov 1992, Maso and Pijoan 2011, Roitberg et al. 2013, Stojanov et al. 2011, Nikolskii 1915, Petzold 2008, Mesquita et al. 2016, Tomovic et al. 2015, Hallmann and Griebeler 2015, Cotto et al. 2015, Kuranova et al. 2005, Speybroeck et al. 2016, Avery 1966, Kwet 2015, Breedveld et al. 2017","Meiri","MinAgeAtMaturity",NA,NA
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937","days","824.9973","GenerationLength_d","Rspan-AFR(SM+Gest)","Pacifici","GenerationLength",NA,NA
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982","days","1045.7507","GenerationLength_d","Rspan-AFR(SM+Gest)","Pacifici","GenerationLength",NA,NA
"Neotoma cinerea","Neotoma cinerea","Neotoma cinerea","Neotoma cinerea","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438437","days","857.0894875","GenerationLength_d","Mean_congenerics_same_body_mass","Pacifici","GenerationLength",NA,NA
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688","days","969.8600667","GenerationLength_d","Mean_family_same_body_mass","Pacifici","GenerationLength",NA,NA
"Spermophilus beldingi","Spermophilus beldingi","Urocitellus beldingi","Urocitellus beldingi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8428945","days","1053.682907","GenerationLength_d","Mean_congenerics_same_body_mass","Pacifici","GenerationLength",NA,NA
"Microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Microtus oeconomus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438635","days","220.35","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Thomomys bottae","Thomomys bottae","Thomomys bottae","Thomomys bottae","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","gbif","GBIF:2439385","days","625.7925","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","gbif","GBIF:2439923","days","745.99","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967","days","940.1262","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Lepus americanus","Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794","days","1105.95","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369","days","2063.71","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:5220170","days","3650","GenerationLength_d","GMA","Pacifici","GenerationLength",NA,NA
"Cervus elaphus","Cervus elaphus","Cervus elaphus","Cervus elaphus","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","gbif","GBIF:2440958","days","5209.4516","GenerationLength_d","Rspan-AFB","Pacifici","GenerationLength",NA,NA
"Accipiter cooperii","Accipiter cooperii","Accipiter cooperii","Accipiter cooperii","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480621","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480589","days","636.835","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Accipiter nisus","Accipiter nisus","Accipiter nisus","Accipiter nisus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480637","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480506","days","1460","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480537","days","910.202","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480542","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Buteo lineatus","Buteo lineatus","Buteo lineatus","Buteo lineatus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480529","days","545.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Buteo regalis","Buteo regalis","Buteo regalis","Buteo regalis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480566","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480562","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480487","days","584.4","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Circus hudsonius","Circus hudsonius","Circus cyaneus","Circus cyaneus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480487","days","584.4","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Elanus leucurus","Elanus leucurus","Elanus leucurus","Elanus leucurus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480367","days","726.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446","days","1460","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Parabuteo unicinctus","Parabuteo unicinctus","Parabuteo unicinctus","Parabuteo unicinctus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480410","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","gbif","GBIF:2481930","days","730.5","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Pandion haliaetus","Pandion haliaetus","Pandion haliaetus","Pandion haliaetus","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","gbif","GBIF:2480726","days","1092.702","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Aix sponsa","Aix sponsa","Aix sponsa","Aix sponsa","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498387","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Anas acuta","Anas acuta","Anas acuta","Anas acuta","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498112","days","240","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9761484","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Aythya affinis","Aythya affinis","Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257","days","455.101","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Branta bernicla","Branta bernicla","Branta bernicla","Branta bernicla","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232446","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232437","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Bucephala albeola","Bucephala albeola","Bucephala albeola","Bucephala albeola","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498329","days","728.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498326","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Cygnus buccinator","Cygnus buccinator","Cygnus buccinator","Cygnus buccinator","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498345","days","1091.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498343","days","1183.569","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498408","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Mergus cucullatus","Mergus cucullatus","Lophodytes cucullatus","Lophodytes cucullatus","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498408","days","726.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647","days","730","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498350","days","819.335","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Apus apus","Apus apus","Apus apus","Apus apus","Animalia","Chordata","Aves","Apodiformes","Apodidae","gbif","GBIF:5228676","days","728.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Alca torda","Alca torda","Alca torda","Alca torda","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:8277073","days","1456.936","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Uria aalge","Uria aalge","Uria aalge","Uria aalge","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:2481342","days","1825","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","gbif","GBIF:2480283","days","365","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","gbif","GBIF:2480273","days","1274.436","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481119","days","728.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Chroicocephalus ridibundus","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:6065824","days","728.468","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481236","days","1092.702","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus argentatus","Larus argentatus","Larus argentatus","Larus argentatus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481139","days","1457.702","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus californicus","Larus californicus","Larus californicus","Larus californicus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481146","days","1274.436","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus canus","Larus canus","Larus canus","Larus canus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:7982160","days","1092.702","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus delawarensis","Larus delawarensis","Larus delawarensis","Larus delawarensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481134","days","910.202","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481174","days","1460","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus glaucescens","Larus glaucescens","Larus glaucescens","Larus glaucescens","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481196","days","2008.875","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Larus marinus","Larus marinus","Larus marinus","Larus marinus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481172","days","1639.436","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481205","days","1643.125","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
"Sterna dougallii","Sterna dougallii","Sterna dougallii","Sterna dougallii","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229249","days","910.968","female_maturity_d",NA,"Amniota","AgeAtMaturity","f",NA
