"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Cephalanthera damasonium","A32_P1","LAT","Ter","LE","Plants",-0.2903,0.00294,0.001562,0.0532084688779765,0.113974751282448,0.208046796917915,-0.0241582930088043,"25km",0.0532084688779765,0.113974751282448,0.208046796917915,-0.0241582930088043,0.135760344154622,0.171448514722136,0.40267773270607,-0.00221152059966698,0.205431642755866,0.144709889505779,0.390662434697151,0.070704809576273,0.0147,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cephalanthera_damasonium","Cephalanthera_damasonium","Cephalanthera_damasonium","Plantae","Tracheophyta","Liliopsida","Orchidaceae","GBIF:2795952","Find_Sci_Names","-0.1278","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.2903,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cephalanthera damasonium","Asparagales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",14.7,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.00781,4,1825,5,0.00294,0.00294,"Dispersal","Dispersal",NA,NA
"Cerastium fontanum","A32_P1","LAT","Ter","LE","Plants",0.0494,0.00016,9.5e-05,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00016,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cerastium_fontanum","Cerastium_fontanum","Cerastium_fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:3085458","Find_Sci_Names","0.0218","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0494,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cerastium fontanum","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.16,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",9.5e-05,2,42,1,0.00016,0.00016,"Dispersal","Dispersal",NA,NA
"Cirsium arvense","A32_P1","LAT","Ter","LE","Plants",0.1661,0.0534,0.011375,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.0534,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cirsium_arvense","Cirsium_arvense","Cirsium_arvense","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113414","Find_Sci_Names","0.0731","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1661,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cirsium arvense","Asterales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",53.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.011375,6,365,1,0.0391517247178725,0.0534,"Climate","Dispersal",0.0391517247178725,NA
"Cirsium dissectum","A32_P1","LAT","Ter","LE","Plants",1.5148,0.00925,0.00501,0.040891630546539,0.10807534225064,0.177606609463692,-0.0433395389467478,"25km",0.040891630546539,0.10807534225064,0.177606609463692,-0.0433395389467478,0.0809871037776458,0.181178450466359,0.379307210445404,-0.0549482069909573,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00925,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cirsium_dissectum","Cirsium_dissectum","Cirsium_dissectum","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113784","Find_Sci_Names","0.6669","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",1.5148,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cirsium dissectum","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",9.25,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00501,2,365,1,0.00925,0.00925,"Dispersal","Dispersal",NA,NA
"Cirsium vulgare","A32_P1","LAT","Ter","LE","Plants",0.0341,0.9,0.0316,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.9,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cirsium_vulgare","Cirsium_vulgare","Cirsium_vulgare","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3112801","Find_Sci_Names","0.015","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0341,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cirsium vulgare","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",900,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0316,5,365,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
"Corylus avellana","A32_P1","LAT","Ter","LE","Plants",0.1545,15,15,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,15,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Corylus_avellana","Corylus_avellana","Corylus_avellana","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:2875979","Find_Sci_Names","0.068","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1545,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Corylus avellana","Fagales","seed dispersal (field)","Mattes 1982 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",15000,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",15,2,365,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
"Crepis capillaris","A32_P1","LAT","Ter","LE","Plants",0.0183,0.65,0.65,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.65,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Crepis_capillaris","Crepis_capillaris","Crepis_capillaris","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5403304","Find_Sci_Names","0.0081","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0183,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Crepis capillaris","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",650,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.65,1,168,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
"Daucus carota","A32_P1","LAT","Ter","LE","Plants",-0.5455,0.017,0.00093,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.017,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Daucus_carota","Daucus_carota","Daucus_carota","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:3034742","Find_Sci_Names","-0.2402","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.5455,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Daucus carota","Apiales","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",17,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00093,6,42,1,0.017,0.017,"Dispersal","Dispersal",NA,NA
"Digitalis purpurea","A32_P1","LAT","Ter","LE","Plants",0.0851,0.00115,0.00067,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00115,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Digitalis_purpurea","Digitalis_purpurea","Digitalis_purpurea","Plantae","Tracheophyta","Magnoliopsida","Plantaginaceae","GBIF:5414995","Find_Sci_Names","0.0375","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0851,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Digitalis purpurea","Lamiales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.15,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00067,2,365,1,0.00115,0.00115,"Dispersal","Dispersal",NA,NA
"Epilobium hirsutum","A32_P1","LAT","Ter","LE","Plants",0.8928,3.8,0.136,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,3.8,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Epilobium_hirsutum","Epilobium_hirsutum","Epilobium_hirsutum","Plantae","Tracheophyta","Magnoliopsida","Onagraceae","GBIF:3189172","Find_Sci_Names","0.393","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.8928,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Epilobium hirsutum","Myrtales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",3800,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.136,3,365,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
"Epilobium montanum","A32_P1","LAT","Ter","LE","Plants",0.3695,0.04964,0.0256,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.04964,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Epilobium_montanum","Epilobium_montanum","Epilobium_montanum","Plantae","Tracheophyta","Magnoliopsida","Onagraceae","GBIF:3664083","Find_Sci_Names","0.1627","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.3695,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Epilobium montanum","Myrtales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",49.64,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0256,4,42,1,0.0391517247178725,0.04964,"Climate","Dispersal",0.0391517247178725,NA
"Epilobium parviflorum","A32_P1","LAT","Ter","LE","Plants",-0.2041,0.06909,0.035445,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.06909,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Epilobium_parviflorum","Epilobium_parviflorum","Epilobium_parviflorum","Plantae","Tracheophyta","Magnoliopsida","Onagraceae","GBIF:3189157","Find_Sci_Names","-0.0898","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.2041,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Epilobium parviflorum","Myrtales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",69.09,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.035445,2,365,1,0.0391517247178725,0.06909,"Climate","Dispersal",0.0391517247178725,NA
"Erigeron acris","A32_P1","LAT","Ter","LE","Plants",0.5012,0.075,0.075,0.04210734738349,0.10594294467492,0.177198393642902,-0.0349340375512838,"25km",0.04210734738349,0.10594294467492,0.177198393642902,-0.0349340375512838,0.0892244116783131,0.176197190121938,0.380835416913033,-0.0425681464374065,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.075,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Erigeron_acer","Erigeron_acer","Erigeron_acris","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3147223","Find_Sci_Names","0.2207","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.5012,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Erigeron acer","Asterales","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)",75,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.075,3,365,1,0.04210734738349,0.075,"Climate","Dispersal",0.04210734738349,NA
"Eupatorium cannabinum","A32_P1","LAT","Ter","LE","Plants",-0.0961,0.02371,0.00781,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.02371,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Eupatorium_cannabinum","Eupatorium_cannabinum","Eupatorium_cannabinum","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5402943","Find_Sci_Names","-0.0423","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0961,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Eupatorium cannabinum","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",23.71,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00781,5,365,1,0.02371,0.02371,"Dispersal","Dispersal",NA,NA
"Fagus sylvatica","A32_P1","LAT","Ter","LE","Plants",0.0701,0.0064,0.0026,0.104327688588901,0.135616782183645,0.252553336322308,-0.00226467370521277,"25km",0.104327688588901,0.135616782183645,0.252553336322308,-0.00226467370521277,0.286403770351575,0.196216930173657,0.526788902282715,0.0291078615933657,0.331023599952459,0.116054287477154,0.416780552268028,0.218520204722881,0.032,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Fagus_sylvatica","Fagus_sylvatica","Fagus_sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fagaceae","GBIF:2882316","Find_Sci_Names","0.0309","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0701,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Fagus sylvatica","Fagales","seed dispersal (field)","Müller-Schneider 1949 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",32,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.013,4,1825,5,0.0064,0.0064,"Dispersal","Dispersal",NA,NA
"Sanicula europaea","A32_P1","LAT","Ter","LE","Plants",0.3232,0.015,0.015,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.015,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Sanicula_europaea","Sanicula_europaea","Sanicula_europaea","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:6027128","Find_Sci_Names","0.1423","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.3232,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Sanicula europaea","Apiales","seed dispersal (unknown)",NA,"Maximum by wood mouse (Apodemum flavicollis)",15,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.015,1,365,1,0.015,0.015,"Dispersal","Dispersal",NA,NA
"Polygala vulgaris","A32_P1","LAT","Ter","LE","Plants",0.0536,0.24,0.24,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.24,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Polygala_vulgaris","Polygala_vulgaris","Polygala_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Polygalaceae","GBIF:3191374","Find_Sci_Names","0.0236","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0536,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Polygala vulgaris","Fabales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",240,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.24,1,168,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
