"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","tracking_climate","is_contraction","annual_dispersal_pot","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","AnnualDispPotKmY","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","BodySize"
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Sayornis_nigricans","Sayornis_nigricans","Sayornis_nigricans","Animalia","Chordata","Aves","Tyrannidae","Find_Sci_Names","5.1","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",5.1,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Sayornis nigricans","25km","Sayornis nigricans_A10_P1","mat_25km_gVelLat",0.254596408982558,0.777212850033111,"Passeriformes","natal dispersal","Wolf (1997)","Natal_dispersal_maximum_distance_(km)",34.4,"MaxDispersalDistance","km","Sutherland (birds)","m","Birds","Max","natal dispersal",34.4,34.4,364.359,1,34.4,34400,34400,TRUE,"NO",34.4,5.1,1.23522004446367,0.254596408982558,34.4,0.254596408982558,"Climate",0.254596408982558,"IUCN",7933705804790.3,3793832556009.82,17.4
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Scolopax_minor","Scolopax_minor","Scolopax_minor","Animalia","Chordata","Aves","Scolopacidae","Find_Sci_Names","3.05","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",3.05,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Scolopax minor","25km","Scolopax minor_A10_P1","mat_25km_gVelLat",2.01492153919403,1.49859754639333,"Charadriiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",298.3929179,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",298.3929179,298.3929179,300,1,298.3929179,298392.9179,298392.9179,TRUE,"NO",298.3929179,3.05,1.23522004446367,2.01492153919403,298.3929179,2.01492153919403,"Climate",2.01492153919403,"BOTW",7933705804790.3,4661375091711.65,31.3
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Sialia_mexicana","Sialia_mexicana","Sialia_mexicana","Animalia","Chordata","Aves","Turdidae","Find_Sci_Names","7.59","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",7.59,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Sialia mexicana","25km","Sialia mexicana_A10_P1","mat_25km_gVelLat",0.175826411287499,0.761306405872204,"Passeriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",6.421985086,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",6.421985086,6.421985086,365,1,6.421985086,6421.985086,6421.985086,TRUE,"NO",6.421985086,7.59,1.23522004446367,0.175826411287499,6.421985086,0.175826411287499,"Climate",0.175826411287499,"BOTW",7933705804790.3,2595311213453.66,19.8
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Sialia_sialis","Sialia_sialis","Sialia_sialis","Animalia","Chordata","Aves","Turdidae","Find_Sci_Names","-1","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Sialia sialis","25km","Sialia sialis_A10_P1","mat_25km_gVelLat",1.92036637427244,1.4998523924637,"Passeriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",73.18538028,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",73.18538028,73.18538028,306,1,73.18538028,73185.38028,73185.38028,FALSE,"YES",73.18538028,-1,1.23522004446367,1.92036637427244,73.18538028,1.92036637427244,"Climate",1.92036637427244,"IUCN",7933705804790.3,6065779303835.22,19.7
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Sitta_pusilla","Sitta_pusilla","Sitta_pusilla","Animalia","Chordata","Aves","Sittidae","Find_Sci_Names","-0.93","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.93,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Sitta pusilla","25km","Sitta pusilla_A10_P1","mat_25km_gVelLat",1.82455876322006,1.2417909462417,"Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",3.532518744,3.532518744,364.234,1,3.532518744,3532.518744,3532.518744,FALSE,"YES",3.532518744,-0.93,1.23522004446367,1.82455876322006,3.532518744,1.82455876322006,"Climate",1.82455876322006,"BOTW",7933705804790.3,891316404876.013,14.8
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Tachycineta_bicolor","Tachycineta_bicolor","Tachycineta_bicolor","Animalia","Chordata","Aves","Hirundinidae","Find_Sci_Names","9.26","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",9.26,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Tachycineta bicolor","25km","Tachycineta bicolor_A10_P1","mat_25km_gVelLat",1.19626613366523,1.4993458077668,"Passeriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",67.55954831,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",67.55954831,67.55954831,365,1,67.55954831,67559.54831,67559.54831,TRUE,"NO",67.55954831,9.26,1.23522004446367,1.19626613366523,67.55954831,1.19626613366523,"Climate",1.19626613366523,"IUCN",7933705804790.3,17478049727373.8,12.2
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Toxostoma_curvirostre","Toxostoma_curvirostre","Toxostoma_curvirostre","Animalia","Chordata","Aves","Mimidae","Find_Sci_Names","-0.35","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.35,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Toxostoma curvirostre","25km","Toxostoma curvirostre_A10_P1","mat_25km_gVelLat",1.21506050791002,1.56792493741307,"Passeriformes","natal dispersal","Tweit (1996)","Natal_dispersal_maximum_distance_(km)",30,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",30,30,364.234,1,30,30000,30000,FALSE,"YES",30,-0.35,1.23522004446367,1.21506050791002,30,1.21506050791002,"Climate",1.21506050791002,"BOTW",7933705804790.3,2044910562945.66,32.4
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Troglodytes_troglodytes","Troglodytes_troglodytes","Troglodytes_troglodytes","Animalia","Chordata","Aves","Troglodytidae","Find_Sci_Names","0.39","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.39,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Troglodytes troglodytes","25km","Troglodytes troglodytes_A10_P1","mat_25km_gVelLat",1.40141116967567,1.54671909722701,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,TRUE,"NO",38.3,0.39,1.23522004446367,1.40141116967567,38.3,1.40141116967567,"Climate",1.40141116967567,"GBIF occurrence",7933705804790.3,28406291706153.8,17.6
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Tympanuchus_cupido","Tympanuchus_cupido","Tympanuchus_cupido","Animalia","Chordata","Aves","Phasianidae","Find_Sci_Names","13.72","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",13.72,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Tympanuchus cupido","25km","Tympanuchus cupido_A10_P1","mat_25km_gVelLat",2.15607276070293,1.53905990246672,"Galliformes","natal dispersal","Bowman and Robel (1977)","Natal_dispersal_maximum_distance_(km)",10.8,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",10.8,10.8,183,1,10.8,10800,10800,TRUE,"NO",10.8,13.72,1.23522004446367,2.15607276070293,10.8,2.15607276070293,"Climate",2.15607276070293,"BOTW",7933705804790.3,3289884574943.03,41.8
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","Find_Sci_Names","1.09","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",1.09,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Vireo griseus","25km","Vireo griseus_A10_P1","mat_25km_gVelLat",1.99128781679292,1.43559285119074,"Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",20,20,364.234,1,20,20000,20000,TRUE,"NO",20,1.09,1.23522004446367,1.99128781679292,20,1.99128781679292,"Climate",1.99128781679292,"BOTW",7933705804790.3,3615420039697.72,19.5
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Zenaida_macroura","Zenaida_macroura","Zenaida_macroura","Animalia","Chordata","Aves","Columbidae","Find_Sci_Names","4.7","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",4.7,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Zenaida macroura","25km","Zenaida macroura_A10_P1","mat_25km_gVelLat",1.1964116489377,1.50160234366868,"Columbiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.1826195,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",11.1826195,11.1826195,80,1,11.1826195,11182.6195,11182.6195,TRUE,"NO",11.1826195,4.7,1.23522004446367,1.1964116489377,11.1826195,1.1964116489377,"Climate",1.1964116489377,"IUCN",7933705804790.3,12173012644393.1,19.6
"A10_P1",1.23522004446367,1.59876176831349,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Zonotrichia_leucophrys","Zonotrichia_leucophrys","Zonotrichia_leucophrys","Animalia","Chordata","Aves","Passerellidae","Find_Sci_Names","13.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",13.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Zonotrichia leucophrys","25km","Zonotrichia leucophrys_A10_P1","mat_25km_gVelLat",1.19685089452375,1.51551287445008,"Passeriformes","natal dispersal","Baker and Mewaldt (1978)","Natal_dispersal_maximum_distance_(km)",2.6,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",2.6,2.6,365,1,2.6,2600,2600,TRUE,"NO",2.6,13.33,1.23522004446367,1.19685089452375,2.6,1.19685089452375,"Climate",1.19685089452375,"IUCN",7933705804790.3,17967442572197.5,22.8
"A107_P1",1.89888144564347,1.42551747514429,"A107","P1",107,NA,"Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Michigan, USA",NA,"Ter","LAT","LE","Ardea_alba","Ardea_alba","Ardea_alba","Animalia","Chordata","Aves","Ardeidae","Find_Sci_Names","131.59","km","U",NA,NA,"Table D1, pgs. 54-56",1983,1985.5,1988,2001,2004.5,2008,20,"Expansion",6.5795,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean and maximum and minimum latitude of the 10 to 25 northernmost grids","Mean of extremes","Ardea alba","25km","Ardea alba_A107_P1","mat_25km_gVelLat",1.57179454341531,0.862073530624258,"Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",313.9587074,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",313.9587074,313.9587074,637.601,2,156.9793537,156979.3537,313958.7074,TRUE,"NO",156.9793537,6.5795,1.89888144564347,1.57179454341531,156.9793537,1.57179454341531,"Climate",1.57179454341531,"IUCN",250486837832.008,80817524708248.2,141.6
"A107_P1",1.89888144564347,1.42551747514429,"A107","P1",107,NA,"Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Michigan, USA",NA,"Ter","LAT","LE","Buteo_lineatus","Buteo_lineatus","Buteo_lineatus","Animalia","Chordata","Aves","Accipitridae","Find_Sci_Names","-6.24","km","U",NA,NA,"Table D1, pgs. 54-56",1983,1985.5,1988,2001,2004.5,2008,20,"Contraction",-0.312,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean and maximum and minimum latitude of the 10 to 25 northernmost grids","Mean of extremes","Buteo lineatus","25km","Buteo lineatus_A107_P1","mat_25km_gVelLat",1.76392764297816,1.36884226873505,"Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",36.36132188,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",36.36132188,36.36132188,365,1,36.36132188,36361.32188,36361.32188,FALSE,"YES",36.36132188,-0.312,1.89888144564347,1.76392764297816,36.36132188,1.76392764297816,"Climate",1.76392764297816,"BOTW",250486837832.008,4090576966929.38,74.1
"A107_P1",1.89888144564347,1.42551747514429,"A107","P1",107,NA,"Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Michigan, USA",NA,"Ter","LAT","LE","Megascops_asio","Megascops_asio","Megascops_asio","Animalia","Chordata","Aves","Strigidae","Find_Sci_Names","-43.69","km","U",NA,NA,"Table D1, pgs. 54-56",1983,1985.5,1988,2001,2004.5,2008,20,"Contraction",-2.1845,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean and maximum and minimum latitude of the 10 to 25 northernmost grids","Mean of extremes","Megascops asio","25km","Megascops asio_A107_P1","mat_25km_gVelLat",1.9347779644487,1.08020705951782,"Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",159000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",159,159,365,1,159,159000,159000,FALSE,"YES",159,-2.1845,1.89888144564347,1.9347779644487,159,1.9347779644487,"Climate",1.9347779644487,"BOTW",250486837832.008,4938942172484.74,35.5
"A107_P1",1.89888144564347,1.42551747514429,"A107","P1",107,NA,"Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Michigan, USA",NA,"Ter","LAT","LE","Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","Find_Sci_Names","-17.05","km","U",NA,NA,"Table D1, pgs. 54-56",1983,1985.5,1988,2001,2004.5,2008,20,"Contraction",-0.8525,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean and maximum and minimum latitude of the 10 to 25 northernmost grids","Mean of extremes","Parkesia motacilla","25km","Parkesia motacilla_A107_P1","mat_25km_gVelLat",1.68956299294596,0.915785900100295,"Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",4,4,365,1,4,4000,4000,FALSE,"YES",4,-0.8525,1.89888144564347,1.68956299294596,4,1.68956299294596,"Climate",1.68956299294596,"IUCN",250486837832.008,4813246080996.56,22.3
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Tachycineta_bicolor","Tachycineta_bicolor","Tachycineta_bicolor","Animalia","Chordata","Aves","Hirundinidae","Find_Sci_Names","-20.09","km","U",NA,NA,"Table 2.2, pg 47-134",1982,1984.5,1987,2006,2008.5,2011,25,"Contraction",-0.8036,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Tachycineta bicolor","25km","Tachycineta bicolor_A108_P1","mat_25km_gVelLat",2.46505765946053,1.7527660968455,"Passeriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",67.55954831,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",67.55954831,67.55954831,365,1,67.55954831,67559.54831,67559.54831,FALSE,"YES",67.55954831,-0.8036,2.56223486667147,2.46505765946053,67.55954831,2.46505765946053,"Climate",2.46505765946053,"IUCN",250486837832.008,17478049727373.8,12.2
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Actitis_macularia","Actitis_macularius","Actitis_macularius","Animalia","Chordata","Aves","Scolopacidae","Find_Sci_Names","27.85","km","U",NA,NA,"Table 2.2, pg 47-103",1982,1984.5,1987,2006,2008.5,2011,25,"Expansion",1.114,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Actitis macularius","25km","Actitis macularius_A108_P1","mat_25km_gVelLat",2.46371395961789,1.75522309531773,"Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",147000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",147,147,365,1,147,147000,147000,TRUE,"NO",147,1.114,2.56223486667147,2.46371395961789,147,2.46371395961789,"Climate",2.46371395961789,"IUCN",250486837832.008,34170167863421.1,24.2
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Anas_platyrhynchos","Anas_platyrhynchos","Anas_platyrhynchos","Animalia","Chordata","Aves","Anatidae","Find_Sci_Names","-4.22","km","U",NA,NA,"Table 2.2, pg 47-106",1982,1984.5,1987,2006,2008.5,2011,25,"Contraction",-0.1688,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Anas platyrhynchos","25km","Anas platyrhynchos_A108_P1","mat_25km_gVelLat",2.46371395961789,1.75522309531773,"Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",270.5094065,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",270.5094065,270.5094065,365,1,270.5094065,270509.4065,270509.4065,FALSE,"YES",270.5094065,-0.1688,2.56223486667147,2.46371395961789,270.5094065,2.46371395961789,"Climate",2.46371395961789,"IUCN",250486837832.008,48513431370525.4,40.6
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Branta_canadensis","Branta_canadensis","Branta_canadensis","Animalia","Chordata","Aves","Anatidae","Find_Sci_Names","-32.91","km","U",NA,NA,"Table 2.2, pg 47-108",1982,1984.5,1987,2006,2008.5,2011,25,"Contraction",-1.3164,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Branta canadensis","25km","Branta canadensis_A108_P1","mat_25km_gVelLat",2.4623113378254,1.75968612297166,"Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",128.7693721,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",128.7693721,128.7693721,730,2,64.38468605,64384.68605,128769.3721,FALSE,"YES",64.38468605,-1.3164,2.56223486667147,2.4623113378254,64.38468605,2.4623113378254,"Climate",2.4623113378254,"IUCN",250486837832.008,16355735423076,73.3
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Circus_cyaneus","Circus_cyaneus","Circus_cyaneus","Animalia","Chordata","Aves","Accipitridae","Find_Sci_Names","7.41","km","U",NA,NA,"Table 2.2, pg 47-111",1982,1984.5,1987,2006,2008.5,2011,25,"Expansion",0.2964,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Circus cyaneus","25km","Circus cyaneus_A108_P1","mat_25km_gVelLat",2.54254698893055,1.62449892035385,"Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",60800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",60.8,60.8,365,1,60.8,60800,60800,TRUE,"NO",60.8,0.2964,2.56223486667147,2.54254698893055,60.8,2.54254698893055,"Climate",2.54254698893055,"GBIF occurrence",250486837832.008,53414379907118.7,77.05
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Passerculus_sandwichensis","Passerculus_sandwichensis","Passerculus_sandwichensis","Animalia","Chordata","Aves","Passerellidae","Find_Sci_Names","3.59","km","U",NA,NA,"Table 2.2, pg 47-122",1982,1984.5,1987,2006,2008.5,2011,25,"Expansion",0.1436,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Passerculus sandwichensis","25km","Passerculus sandwichensis_A108_P1","mat_25km_gVelLat",2.46505765946053,1.7527660968455,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",1600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",1.6,1.6,363.468,1,1.6,1600,1600,TRUE,"NO",1.6,0.1436,2.56223486667147,2.46505765946053,1.6,1.6,"Dispersal",NA,"BOTW",250486837832.008,19177799557334.7,20.7
"A108_P1",2.56223486667147,1.79039047264207,"A108","P1",108,NA,"Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,"Ohio, USA",NA,"Ter","LAT","LE","Poecile_atricapillus","Poecile_atricapillus","Poecile_atricapillus","Animalia","Chordata","Aves","Paridae","Find_Sci_Names","-15.11","km","U",NA,NA,"Table 2.2, pg 47-125",1982,1984.5,1987,2006,2008.5,2011,25,"Contraction",-0.6044,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10 most northerly blocks","Mean of extremes","Poecile atricapillus","25km","Poecile atricapillus_A108_P1","mat_25km_gVelLat",2.47489486372541,1.74021611259543,"Passeriformes","natal dispersal","Weise and Meyer (1979)","Natal_dispersal_maximum_distance_(km)",11.2,"MaxDispersalDistance","km","Sutherland (birds)","f","Birds","Max","natal dispersal",11.2,11.2,180,1,11.2,11200,11200,FALSE,"YES",11.2,-0.6044,2.56223486667147,2.47489486372541,11.2,2.47489486372541,"Climate",2.47489486372541,"BOTW",250486837832.008,9078514176965.2,16.8
