"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Nuphar lutea",111.796363636364,92.951458221238,121.92,1.5,248.46,11,"Nuphar lutea","Nuphar lutea","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","gbif","GBIF:7551339"
"Nuphar pumila",39.75,73.5181383514753,4,1.15,139.125,4,"Nuphar pumila","Nuphar pumila","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","gbif","GBIF:6435002"
"Nymphaea alba",96,91.2523972287852,80,1.4,240,9,"Nymphaea alba","Nymphaea alba","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","gbif","GBIF:2882437"
"Nymphoides peltata",82.1111111111111,73.5313614120608,80,1.4,190,9,"Nymphoides peltata","Nymphoides peltata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","gbif","GBIF:8810827"
"Nyssa aquatica",2723.95555555556,800.293507269538,3048,1191.52,3464.16,9,"Nyssa aquatica","Nyssa aquatica","Plantae","Tracheophyta","Magnoliopsida","Cornales","Nyssaceae","gbif","GBIF:5383715"
"Nyssa sylvatica",1740.88350877193,1129.52499149689,1000,900,3997.152,57,"Nyssa sylvatica","Nyssa sylvatica","Plantae","Tracheophyta","Magnoliopsida","Cornales","Nyssaceae","gbif","GBIF:5383717"
"Odontites luteus",34.0909090909091,14.0655930941752,32.5,15,50,11,"Odontites luteus","Odontites luteus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7855120"
"Odontites vernus",44.6875,21.4824471537645,47.5,13.0625,78.875,8,"Odontites vernus","Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8971475"
"Oemleria cerasiformis",324.4,203.261604834755,250,150.24,594.64,5,"Oemleria cerasiformis","Oemleria cerasiformis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2988485"
"Oenanthe aquatica",86.6666666666667,57.0087712549569,90,30,150,9,"Oenanthe aquatica","Oenanthe aquatica","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371888"
"Oenanthe crocata",100,50,100,50,150,9,"Oenanthe crocata","Oenanthe crocata","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6027319"
"Oenanthe fistulosa",53.8888888888889,23.9501797719999,55,30,80,9,"Oenanthe fistulosa","Oenanthe fistulosa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371890"
"Oenanthe fluviatilis",100,0,100,100,100,4,"Oenanthe fluviatilis","Oenanthe fluviatilis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5540419"
"Oenanthe lachenalii",92.5,11.7260393995586,100,75.625,100,6,"Oenanthe lachenalii","Oenanthe lachenalii","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5540332"
"Oenanthe pimpinelloides",62.1875,28.5755577373391,62.5,30,100,16,"Oenanthe pimpinelloides","Oenanthe pimpinelloides","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371889"
"Oenanthe silaifolia",73.4375,31.6492354906538,87.5,27.1875,100,8,"Oenanthe silaifolia","Oenanthe silaifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6027222"
"Oenothera biennis",92.2602127659574,45.3735496828638,100,20,175.86,47,"Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924"
"Oenothera elata",152.4,0,152.4,152.4,152.4,3,"Oenothera elata","Oenothera elata","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188829"
"Olea europaea",907.083333333333,702.068243720352,1000,100,2000,24,"Olea europaea","Olea europaea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:5415040"
"Olneya tesota",929.506666666667,171.082953758306,959.92,647.65,1066.8,6,"Olneya tesota","Olneya tesota","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2974564"
"Omalotheca hoppeana",9.678125,25.666957978203,5,2,41.4999999999997,32,"Omalotheca hoppeana","Omalotheca hoppeana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103058"
"Onobrychis viciifolia",33.7383803026544,20.1134638805817,28,9.1747,71.86,29,"Onobrychis viciifolia","Onobrychis viciifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2972595"
"Ononis fruticosa",71.8333333333333,48.043383172573,70,25.125,135,6,"Ononis fruticosa","Ononis fruticosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2977293"
"Ononis rotundifolia",35.5,13.0384048104053,40,16.75,49,5,"Ononis rotundifolia","Ononis rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2977131"
"Ononis spinosa",36.4148571428571,20.9506425305541,30,10,80,70,"Ononis spinosa","Ononis spinosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2977149"
"Ophrys apifera",29.7857142857143,17.4275580681798,25,10,56.75,14,"Ophrys apifera","Ophrys apifera","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2792998"
"Ophrys insectifera",35.75,20.4820382015289,33.75,11.125,60,10,"Ophrys insectifera","Ophrys insectifera","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2792588"
"Opuntia polyacantha",60.96,0,60.96,60.96,60.96,2,"Opuntia polyacantha","Opuntia polyacantha","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","gbif","GBIF:5384095"
"Orchis anthropophora",31.4285714285714,16.6904592079256,32.5,10,60,14,"Orchis anthropophora","Orchis anthropophora","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2849624"
"Orchis mascula",29.53125,16.2946501956931,24,10.625,60,16,"Orchis mascula","Orchis mascula","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2849427"
"Oreochloa disticha",13.25,4.30987238790199,13.25,8.25,19.375,6,"Oreochloa disticha","Oreochloa disticha","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4142958"
"Oreojuncus trifidus",15.8968,7.60420756336034,15.73,6.6,30,25,"Oreojuncus trifidus","Oreojuncus trifidus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:7932677"
"Oreopteris limbosperma",77.2727272727273,30.1134219546398,90,30,115,11,"Oreopteris limbosperma","Oreopteris limbosperma","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Thelypteridaceae","gbif","GBIF:2651495"
"Origanum syriacum",40,NA,40,40,40,1,"Origanum syriacum","Origanum syriacum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:6411178"
"Origanum vulgare",43.4898447204348,16.819933785202,37.75,24.04875,80,46,"Origanum vulgare","Origanum vulgare","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2926612"
"Ornithogalum pyrenaicum",60.5555555555556,41.6416591621633,55,10,128,9,"Ornithogalum pyrenaicum","Ornithogalum pyrenaicum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772902"
"Ornithopus perpusillus",20.2894736842105,15.0981196304132,20,2,45,19,"Ornithopus perpusillus","Ornithopus perpusillus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5358256"
"Orobanche alba",19.5,13.235841491949,20,8,48,17,"Orobanche alba","Orobanche alba","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8051275"
"Orobanche elatior",41.1363636363636,26.1573038643998,42.5,15,73.75,11,"Orobanche elatior","Orobanche elatior","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7718653"
"Orobanche hederae",35,29.6128870075695,25,10,90.3749999999999,14,"Orobanche hederae","Orobanche hederae","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3733128"
"Orobanche minor",32.0555555555556,22.4564211234382,27.5,5,60,18,"Orobanche minor","Orobanche minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3173271"
"Orobanche rapum-genistae",48.9583333333333,27.9906301963332,46.25,20,85,12,"Orobanche rapum-genistae","Orobanche rapum-genistae","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3731346"
"Orthilia secunda",11.0263157894737,4.42365385742289,12,1.9,17.75,19,"Orthilia secunda","Orthilia secunda","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888310"
"Osmorhiza occidentalis",121.92,NA,121.92,121.92,121.92,1,"Osmorhiza occidentalis","Osmorhiza occidentalis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034142"
"Osmunda regalis",134.549090909091,75.0466011828045,150,35,270.72,11,"Osmunda regalis","Osmunda regalis","Plantae","Tracheophyta","Polypodiopsida","Osmundales","Osmundaceae","gbif","GBIF:8049341"
"Osmundastrum cinnamomeum",119.676,41.968201676984,119.676,91.4838,147.8682,2,"Osmundastrum cinnamomeum","Osmundastrum cinnamomeum","Plantae","Tracheophyta","Polypodiopsida","Osmundales","Osmundaceae","gbif","GBIF:7319895"
"Ostrya carpinifolia",1566.66666666667,670.594489760369,2000,310,2000,12,"Ostrya carpinifolia","Ostrya carpinifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5332305"
"Ostrya virginiana",262.734057971015,282.215938483528,209.4,53,1253.49,552,"Ostrya virginiana","Ostrya virginiana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5332289"
"Osyris alba",97.6,44.5201577315764,95,34.5,177.9,10,"Osyris alba","Osyris alba","Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","gbif","GBIF:3789029"
"Oxalis acetosella",8.67391304347826,3.03991886723439,10,3.55,13.35,23,"Oxalis acetosella","Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8211958"
"Oxalis articulata",28.3333333333333,12.11060141639,35,7.5,35,6,"Oxalis articulata","Oxalis articulata","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:2891664"
"Oxalis corniculata",12.0234375,10.6452275943596,8.5,3,34.25,64,"Oxalis corniculata","Oxalis corniculata","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8427624"
"Oxalis pes-caprae",32,14.2741024236202,28,20,54.6,9,"Oxalis pes-caprae","Oxalis pes-caprae","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:2891661"
"Oxalis stricta",17.6662878787879,10.1166060852907,17.1,4.85166666666666,40,132,"Oxalis stricta","Oxalis stricta","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:9823072"
"Oxybasis glauca",24.8675675675676,16.1640900705177,20,5,50,37,"Oxybasis glauca","Oxybasis glauca","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:8290282"
"Oxydendrum arboreum",1654.40634919048,656.278899676499,1800,555,2500,21,"Oxydendrum arboreum","Oxydendrum arboreum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882708"
"Oxyria digyna",13.7766666666667,10.379398713175,8.75,5,30.276,18,"Oxyria digyna","Oxyria digyna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889358"
"Oxytheca perfoliata",20,NA,20,20,20,1,"Oxytheca perfoliata","Oxytheca perfoliata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888882"
"Oxytropis campestris",16.1166666666667,9.6679492357088,12.5,5,30,12,"Oxytropis campestris","Oxytropis campestris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5361536"
"Oxytropis neglecta",10,5,10,5.25,14.75,3,"Oxytropis neglecta","Oxytropis neglecta","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5360844"
"Oxytropis tatarica",9,5.65685424949238,9,5.2,12.8,2,"Oxytropis tatarica","Oxytropis tatarica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7368854"
"Packera cana",4.87964285714286,5.88453301133612,3.85,2.8275,8.53553571428572,52,"Packera cana","Packera cana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113974"
"Packera multilobata",13.82,4.11628345400122,13.85,8.4275,21.775,20,"Packera multilobata","Packera multilobata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8042589"
"Paeonia brownii",45.72,0,45.72,45.72,45.72,2,"Paeonia brownii","Paeonia brownii","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","gbif","GBIF:7399880"
"Panicum acuminatum",21.7011507936508,16.0573843063389,14.5,10,50,84,"Panicum acuminatum","Panicum acuminatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8336672"
"Panicum capillare",50.378,50.2149839008564,45,6.7125,94.95,50,"Panicum capillare","Panicum capillare","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705162"
"Panicum dichotomiflorum",126.861333333333,46.0203616384458,100.584,100.0292,176.0292,3,"Panicum dichotomiflorum","Panicum dichotomiflorum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705144"
"Panicum miliaceum",81.43,31.4290911645337,90.72,33.5,118.25,8,"Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090"
"Pappostipa speciosa",40.03,29.5994898604689,40.03,20.1465,59.9135,2,"Pappostipa speciosa","Pappostipa speciosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:6069181"
"Parapholis incurva",7.53333333333333,3.74521917471684,9.6,1.5,10,6,"Parapholis incurva","Parapholis incurva","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290069"
"Parietaria judaica",34.5769230769231,16.3118644880628,40,6.5,57.6,13,"Parietaria judaica","Parietaria judaica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","gbif","GBIF:5361801"
"Paris quadrifolia",26.9166666666667,11.6186240253493,27.5,10,40,12,"Paris quadrifolia","Paris quadrifolia","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:5295911"
"Parkinsonia aculeata",809.6,579.26187514802,809.6,420.48,1198.72,2,"Parkinsonia aculeata","Parkinsonia aculeata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5357217"
"Parkinsonia florida",1001.94666666667,3.37172557206743,1000,1000,1005.548,3,"Parkinsonia florida","Parkinsonia florida","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359949"
"Parkinsonia microphylla",677.4,148.468986660514,704.8,508.22,800,4,"Parkinsonia microphylla","Parkinsonia microphylla","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359945"
"Parnassia palustris",15.8773333333333,14.089549018199,10,3.575,45.7488,24,"Parnassia palustris","Parnassia palustris","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Parnassiaceae","gbif","GBIF:3032585"
"Parthenocissus vitacea",1185.71428571429,841.483949992653,1000,405,2700,7,"Parthenocissus vitacea","Parthenocissus inserta","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039203"
"Paspalum dilatatum",70.0977777777778,57.2639296978861,55,8.4,178.288,9,"Paspalum dilatatum","Paspalum dilatatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705565"
"Paspalum distichum",33.7386666666667,18.6961432029889,31.216,11.25,58.75,6,"Paspalum distichum","Paspalum distichum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705622"
"Paspalum urvillei",3.39130434782609,NA,3.39130434782609,3.39130434782609,3.39130434782609,1,"Paspalum urvillei","Paspalum urvillei","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705650"
"Pastinaca sativa",68.8166666666667,56.6301496605361,36.5,13.175,180,30,"Pastinaca sativa","Pastinaca sativa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:8262702"
"Paxistima myrsinites",100,NA,100,100,100,1,"Paxistima myrsinites","Paxistima myrsinites","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","gbif","GBIF:3169107"
"Pedicularis groenlandica",33.2266666666667,37.8213978236307,18.48,5.674,73.314,3,"Pedicularis groenlandica","Pedicularis groenlandica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171729"
"Pedicularis kerneri",5.31071428571429,2.06349923686177,5.1,1.8375,9.6375,28,"Pedicularis kerneri","Pedicularis kerneri","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3742130"
"Pedicularis lapponica",9.57454545454545,1.90368255566081,10,5.75,12.25,11,"Pedicularis lapponica","Pedicularis lapponica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171711"
"Pedicularis oederi",5.68666666666667,4.35182501398907,3.2,2.35,15,15,"Pedicularis oederi","Pedicularis oederi","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7958539"
"Pedicularis palustris",30.4347826086957,21.4451225371274,20,8,64.5,23,"Pedicularis palustris","Pedicularis palustris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171734"
"Pedicularis racemosa",22.6,NA,22.6,22.6,22.6,1,"Pedicularis racemosa","Pedicularis racemosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7400180"
"Pedicularis rostratocapitata",10.1428571428571,6.0188196912842,9.5,4.15,19.25,7,"Pedicularis rostratocapitata","Pedicularis rostratocapitata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7415437"
"Pedicularis sceptrum-carolinum",32.8571428571429,21.5748972297944,20,20,71.25,7,"Pedicularis sceptrum-carolinum","Pedicularis sceptrum-carolinum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7333052"
"Pedicularis sylvatica",11.6578947368421,7.6522557160526,8,4.225,25,19,"Pedicularis sylvatica","Pedicularis sylvatica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171712"
"Pedicularis tuberosa",16.23,5.24957141107729,17.75,6.425,23.575,20,"Pedicularis tuberosa","Pedicularis tuberosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7436512"
"Pedicularis verticillata",9.34375,4.22633353644626,8,5,21.125,32,"Pedicularis verticillata","Pedicularis verticillata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171697"
"Peganum harmala",30,21.7944947177034,20,15.25,53.25,3,"Peganum harmala","Peganum harmala","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Tetradiclidaceae","gbif","GBIF:3189912"
"Penstemon deustus",60.96,NA,60.96,60.96,60.96,1,"Penstemon deustus","Penstemon deustus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:7637634"
"Penstemon eatonii",70.96,72.0683231385329,70.96,22.548,119.372,2,"Penstemon eatonii","Penstemon eatonii","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171478"
"Penstemon heterophyllus",60.96,0,60.96,60.96,60.96,2,"Penstemon heterophyllus","Penstemon heterophyllus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171314"
"Penstemon laetus",68.58,10.776307345283,68.58,61.341,75.819,2,"Penstemon laetus","Penstemon laetus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171551"
"Penstemon newberryi",30.48,0,30.48,30.48,30.48,2,"Penstemon newberryi","Penstemon newberryi","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171445"
"Penstemon palmeri",63.34,61.2920157932499,63.34,22.167,104.513,2,"Penstemon palmeri","Penstemon palmeri","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171404"
