"Genus","reported_name_fixed","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","reported_name","scientificName","kingdom.x","phylum.x","class.x","order.x","family.x","db","db_code","START","END","DUR","kingdom.y","phylum.y","class.y","order.y","family.y","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","annual_dispersal_pot","climate_velocity","ShiftKmY","ClimVeloTKmY","AnnualDispPotKmY"
"Lagopus","Lagopus lagopus","North","Terrestrial","Latitudinal","Centroid",5.272727273,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23761,5367,"Lagopus lagopus","Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473421",1981.5,2008,27.5,"Animalia","Chordata","Aves","Galliformes","Phasianidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",7500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",7.5,7.5,364.234,1,7.5,7500,7500,7.5,1.94524314,5.272727273,1.94524314,7.5
"Pandion","Pandion haliaetus","North","Terrestrial","Latitudinal","Centroid",0.727272727,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23768,2458,"Pandion haliaetus","Pandion haliaetus","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","gbif","GBIF:2480726",1981.5,2008,27.5,"Animalia","Chordata","Aves","Accipitriformes","Pandionidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",126.8169495,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",126.8169495,126.8169495,1092.702,3,42.2723165,42272.3165,126816.9495,42.2723165,1.94524314,0.727272727,1.94524314,42.2723165
"Turdus","Turdus merula","North","Terrestrial","Latitudinal","Centroid",1.090909091,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23772,2219,"Turdus merula","Turdus merula","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490719",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Turdidae","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",355,355,364.234,1,355,355000,355000,355,1.94524314,1.090909091,1.94524314,355
"Chlidonias","Chlidonias niger","North","Terrestrial","Latitudinal","Centroid",4.363636364,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23778,2104,"Chlidonias niger","Chlidonias niger","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481119",1981.5,2008,27.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",68.50798173,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",68.50798173,68.50798173,728.468,2,34.253990865,34253.990865,68507.98173,34.253990865,1.94524314,4.363636364,1.94524314,34.253990865
"Acanthis","Acanthis flammea","North","Terrestrial","Latitudinal","Centroid",4.909090909,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23783,2109,"Acanthis flammea","Acanthis flammea","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:5231630",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",84700,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",84.7,84.7,364.234,1,84.7,84700,84700,84.7,1.94524314,4.909090909,1.94524314,84.7
"Riparia","Riparia riparia","North","Terrestrial","Latitudinal","Centroid",0.363636364,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23800,2126,"Riparia riparia","Riparia riparia","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489160",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","natal dispersal","Mead (1979)","Natal_dispersal_maximum_distance_(km)",144,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",144,144,365,1,144,144000,144000,144,1.94524314,0.363636364,1.94524314,144
"Hydroprogne","Hydroprogne caspia","North","Terrestrial","Latitudinal","Centroid",1.090909091,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23801,2127,"Hydroprogne caspia","Hydroprogne caspia","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481236",1981.5,2008,27.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",240.4220051,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",240.4220051,240.4220051,1092.702,3,80.1406683666667,80140.6683666667,240422.0051,80.1406683666667,1.94524314,1.090909091,1.94524314,80.1406683666667
"Carduelis","Carduelis chloris","North","Terrestrial","Latitudinal","Centroid",2.181818182,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23802,2128,"Carduelis chloris","Chloris chloris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:11212714",1981.5,2008,27.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","natal dispersal","Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",150,"MaxDispersalDistance","km","Sutherland (birds)","m","Plants","Max","natal dispersal",150,150,364.234,1,150,150000,150000,150,1.94524314,2.181818182,1.94524314,150
"Corvus","Corvus monedula","North","Terrestrial","Latitudinal","Centroid",2.545454545,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23806,2132,"Corvus monedula","Coloeus monedula","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:6100954",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Corvidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",31800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",31.8,31.8,637.601,2,15.9,15900,31800,15.9,1.94524314,2.545454545,1.94524314,15.9
"Sitta","Sitta europaea","North","Terrestrial","Latitudinal","Centroid",4.181818182,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23814,5420,"Sitta europaea","Sitta europaea","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484916",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Sittidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",24.1,24.1,364.234,1,24.1,24100,24100,24.1,1.94524314,4.181818182,1.94524314,24.1
"Troglodytes","Troglodytes troglodytes","North","Terrestrial","Latitudinal","Centroid",0.909090909,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23817,7610,"Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,38.3,1.94524314,0.909090909,1.94524314,38.3
"Streptopelia","Streptopelia turtur","North","Terrestrial","Latitudinal","Centroid",2.181818182,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23823,5429,"Streptopelia turtur","Streptopelia turtur","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495708",1981.5,2008,27.5,"Animalia","Chordata","Aves","Columbiformes","Columbidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",30400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",30.4,30.4,364.234,1,30.4,30400,30400,30.4,1.94524314,2.181818182,1.94524314,30.4
"Larus","Larus argentatus","North","Terrestrial","Latitudinal","Centroid",0.909090909,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23824,5430,"Larus argentatus","Larus argentatus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481139",1981.5,2008,27.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",46.39684793,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",46.39684793,46.39684793,1457.702,4,11.5992119825,11599.2119825,46396.84793,11.5992119825,1.94524314,0.909090909,1.94524314,11.5992119825
"Corvus","Corvus frugilegus","North","Terrestrial","Latitudinal","Centroid",4.545454545,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23833,3252,"Corvus frugilegus","Corvus frugilegus","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482513",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Corvidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",34500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",34.5,34.5,546.734,2,17.25,17250,34500,17.25,1.94524314,4.545454545,1.94524314,17.25
"Aquila","Aquila chrysaetos","North","Terrestrial","Latitudinal","Centroid",2.545454545,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23837,2163,"Aquila chrysaetos","Aquila chrysaetos","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480506",1981.5,2008,27.5,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",185.3649024,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",185.3649024,185.3649024,1460,4,46.3412256,46341.2256,185364.9024,46.3412256,1.94524314,2.545454545,1.94524314,46.3412256
"Turdus","Turdus viscivorus","North","Terrestrial","Latitudinal","Centroid",1.090909091,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23843,2169,"Turdus viscivorus","Turdus viscivorus","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490774",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Turdidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",43100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",43.1,43.1,364.234,1,43.1,43100,43100,43.1,1.94524314,1.090909091,1.94524314,43.1
"Carduelis","Carduelis carduelis","North","Terrestrial","Latitudinal","Centroid",0.363636364,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23846,2172,"Carduelis carduelis","Carduelis carduelis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494686",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",52200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",52.2,52.2,365,1,52.2,52200,52200,52.2,1.94524314,0.363636364,1.94524314,52.2
"Cyanistes","Cyanistes caeruleus","North","Terrestrial","Latitudinal","Centroid",3.272727273,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23849,3268,"Cyanistes caeruleus","Cyanistes caeruleus","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:2487879",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Paridae","natal dispersal","Berndt and Sternberg (1968)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",470,470,365,1,470,470000,470000,470,1.94524314,3.272727273,1.94524314,470
"Passer","Passer montanus","North","Terrestrial","Latitudinal","Centroid",2,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23857,2183,"Passer montanus","Passer montanus","Animalia","Chordata","Aves","Passeriformes","Passeridae","gbif","GBIF:5231198",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Passeridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",51600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",51.6,51.6,319,1,51.6,51600,51600,51.6,1.94524314,2,1.94524314,51.6
"Dendrocopos","Dendrocopos major","North","Terrestrial","Latitudinal","Centroid",0.909090909,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23859,5465,"Dendrocopos major","Dendrocopos major","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2477968",1981.5,2008,27.5,"Animalia","Chordata","Aves","Piciformes","Picidae","arithmetic mean natal dispersal distance",NA,"ArithmeticMeanNatalDispersal",16.5,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Birds","Mean","natal dispersal",16.5,16.5,365,1,16.5,16500,16500,16.5,1.94524314,0.909090909,1.94524314,16.5
"Garrulus","Garrulus glandarius","North","Terrestrial","Latitudinal","Centroid",0.363636364,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23870,2317,"Garrulus glandarius","Garrulus glandarius","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:5229493",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Corvidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",19,19,364.234,1,19,19000,19000,19,1.94524314,0.363636364,1.94524314,19
"Motacilla","Motacilla flava","North","Terrestrial","Latitudinal","Centroid",4,NA,1.94524314,"km/year",1.84984,0.115857501854635,"OCCUR","TWO","COARSE","NO","LOW",226,1974,63.01689981,"endo",248,"A247_P1",23874,2200,"Motacilla flava","Motacilla flava","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9701857",1981.5,2008,27.5,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",35500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",35.5,35.5,364.234,1,35.5,35500,35500,35.5,1.94524314,4,1.94524314,35.5
"Hylocichla","Hylocichla mustelina","North","Terrestrial","Elevation","Centroid",1.155,9.167016221,NA,"m/year",3.92778,0.176263271131014,"OCCUR","TWO","COARSE","NO","LOW",42,1974,0.004421657,"endo",250,"A249_P1",24003,3057,"Hylocichla mustelina","Hylocichla mustelina","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490872",1975,2014,40,"Animalia","Chordata","Aves","Passeriformes","Turdidae","natal dispersal","Anders et al. (1998)","Natal_dispersal_maximum_distance_(km)",4.68,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",4.68,4.68,365,1,4.68,4680,4680,4680,9.167016221,0.001155,0.009167016221,4.68
"Anthoxanthum","Anthoxanthum odoratum","North","Terrestrial","Elevation","Leading edge",8.677647059,0.043401065,NA,"m/year",22.17222,0.0965154442067974,"ABUND","TWO","FINE","NO","LOW",69,1966,0.083258559,"phanero",252,"A251_P1",24162,15940,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975",1968.5,2010,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,365,1,0.002,2,2,2,0.043401065,0.008677647059,4.3401065e-05,0.002
"Anthoxanthum","Anthoxanthum odoratum","North","Terrestrial","Elevation","Centroid",3.715294118,0.043401065,NA,"m/year",22.17222,0.0965154442067974,"ABUND","TWO","FINE","NO","LOW",69,1966,0.083258559,"phanero",252,"A251_P1",24180,15797,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975",1968.5,2010,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,365,1,0.002,2,2,2,0.043401065,0.003715294118,4.3401065e-05,0.002
"Holcus","Holcus lanatus","North","Terrestrial","Elevation","Centroid",3.470588235,0.043401065,NA,"m/year",22.17222,0.0965154442067974,"ABUND","TWO","FINE","NO","LOW",69,1966,0.083258559,"phanero",252,"A251_P1",24212,16558,"Holcus lanatus","Holcus lanatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706164",1968.5,2010,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",340,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.34,0.34,365,1,0.34,340,340,340,0.043401065,0.003470588235,4.3401065e-05,0.34
"Holcus","Holcus lanatus","North","Terrestrial","Elevation","Leading edge",1.792941176,0.043401065,NA,"m/year",22.17222,0.0965154442067974,"ABUND","TWO","FINE","NO","LOW",69,1966,0.083258559,"phanero",252,"A251_P1",24235,16946,"Holcus lanatus","Holcus lanatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706164",1968.5,2010,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",340,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.34,0.34,365,1,0.34,340,340,340,0.043401065,0.001792941176,4.3401065e-05,0.34
"Anthoxanthum","Anthoxanthum odoratum","North","Terrestrial","Elevation","Leading edge",11.64705882,0.989395075,NA,"m/year",19.55833,0.0977131499836189,"OCCUR","TWO","FINE","NO","RESURVEYED",15,1966,0.897712419,"phanero",3,"A3_P1",24520,16866,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975",1966.5,2008,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,365,1,0.002,2,2,2,0.989395075,0.01164705882,0.000989395075,0.002
"Holcus","Holcus lanatus","North","Terrestrial","Elevation","Leading edge",4.352941176,0.989395075,NA,"m/year",19.55833,0.0977131499836189,"OCCUR","TWO","FINE","NO","RESURVEYED",15,1966,0.897712419,"phanero",3,"A3_P1",24532,15905,"Holcus lanatus","Holcus lanatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706164",1966.5,2008,42.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",340,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.34,0.34,365,1,0.34,340,340,340,0.989395075,0.004352941176,0.000989395075,0.34
"Parkesia","Parkesia motacilla","North","Terrestrial","Latitudinal","Leading edge",0.8115625,NA,2.088538669,"km/year",8.19257,0.184001070687162,"OCCUR","TWO","MEDIUM","YES","RESURVEYED",55,1967,671.5099379,"endo",30,"A30_P1",24555,6162,"Parkesia motacilla","Parkesia motacilla","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093862",1969,2000,32,"Animalia","Chordata","Aves","Passeriformes","Parulidae","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",4,4,365,1,4,4000,4000,4,2.088538669,0.8115625,2.088538669,4
"Vireo","Vireo griseus","North","Terrestrial","Latitudinal","Leading edge",1.8553125,NA,2.088538669,"km/year",8.19257,0.184001070687162,"OCCUR","TWO","MEDIUM","YES","RESURVEYED",55,1967,671.5099379,"endo",30,"A30_P1",24566,8321,"Vireo griseus","Vireo griseus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","gbif","GBIF:2487413",1969,2000,32,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",20,20,364.234,1,20,20000,20000,20,2.088538669,1.8553125,2.088538669,20
"Crepis","Crepis paludosa","North","Terrestrial","Elevation","Centroid",6.888888889,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24599,18507,"Crepis paludosa","Crepis paludosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403296",2001,2009,9,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",2.2,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0022,0.0022,365,1,0.0022,2.2,2.2,2.2,7.715859535,0.006888888889,0.007715859535,0.0022
"Ranunculus","Ranunculus acris","North","Terrestrial","Elevation","Centroid",2.888888889,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24604,18428,"Ranunculus acris","Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033363",2001,2009,9,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",300,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.3,0.3,365,1,0.3,300,300,300,7.715859535,0.002888888889,0.007715859535,0.3
"Potentilla","Potentilla erecta","North","Terrestrial","Elevation","Centroid",0.444444444,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24618,18318,"Potentilla erecta","Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365576",2001,2009,9,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019,0.00019,365,1,0.00019,0.19,0.19,0.19,7.715859535,0.000444444444,0.007715859535,0.00019
"Geranium","Geranium sylvaticum","North","Terrestrial","Elevation","Centroid",3.888888889,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24624,18449,"Geranium sylvaticum","Geranium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891147",2001,2009,9,"Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","seed dispersal (field)","M�ller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",2.7,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0027,0.0027,1825,5,0.00054,0.54,2.7,0.54,7.715859535,0.003888888889,0.007715859535,0.00054
"Anthoxanthum","Anthoxanthum odoratum","North","Terrestrial","Elevation","Centroid",2,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24625,15997,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975",2001,2009,9,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,365,1,0.002,2,2,2,7.715859535,0.002,0.007715859535,0.002
"Campanula","Campanula rotundifolia","North","Terrestrial","Elevation","Centroid",9.333333333,7.715859535,NA,"m/year",1.90278,0.0574580411911011,"OCCUR","TWO","FINE","NO","RESURVEYED",49,2001,0.00200878,"phanero",31,"A31_P1",24630,18451,"Campanula rotundifolia","Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410907",2001,2009,9,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.35,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00035,0.00035,168,1,0.00035,0.35,0.35,0.35,7.715859535,0.009333333333,0.007715859535,0.00035
