"Genus","reported_name_fixed","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","reported_name","scientificName","kingdom.x","phylum.x","class.x","order.x","family.x","db","db_code","START","END","DUR","kingdom.y","phylum.y","class.y","order.y","family.y","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","annual_dispersal_pot","climate_velocity","ShiftKmY","ClimVeloTKmY","AnnualDispPotKmY"
"Erithacus","Erithacus rubecula","North","Terrestrial","Elevation","Centroid",4.85106383,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",1,1796,"Erithacus rubecula","Erithacus rubecula","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492462",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",79.8,79.8,364.234,1,79.8,79800,79800,79800,13.12588458,0.00485106383,0.01312588458,79.8
"Parus","Parus major","North","Terrestrial","Elevation","Centroid",0.042553191,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",4,1817,"Parus major","Parus major","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:9705453",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Paridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",41.1,41.1,365,1,41.1,41100,41100,41100,13.12588458,4.2553191e-05,0.01312588458,41.1
"Troglodytes","Troglodytes troglodytes","North","Terrestrial","Elevation","Centroid",2.29787234,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",14,2030,"Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,38300,13.12588458,0.00229787234,0.01312588458,38.3
"Turdus","Turdus merula","North","Terrestrial","Elevation","Centroid",1.191489362,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",18,2520,"Turdus merula","Turdus merula","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490719",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Turdidae","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",355,355,364.234,1,355,355000,355000,355000,13.12588458,0.001191489362,0.01312588458,355
"Sylvia","Sylvia atricapilla","North","Terrestrial","Elevation","Centroid",0.127659574,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",21,1752,"Sylvia atricapilla","Sylvia atricapilla","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492956",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",117,117,364.234,1,117,117000,117000,117000,13.12588458,0.000127659574,0.01312588458,117
"Cyanistes","Cyanistes caeruleus","North","Terrestrial","Elevation","Centroid",2.808510638,13.12588458,NA,"m/year",6.69444,0.438883227271003,"OCCUR","TWO","FINE","NO","RESURVEYED",24,1978,0.053956963,"endo",1,"A1_P1",23,2158,"Cyanistes caeruleus","Cyanistes caeruleus","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:2487879",1979,2001.5,23.5,"Animalia","Chordata","Aves","Passeriformes","Paridae","natal dispersal","Berndt and Sternberg (1968)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",470,470,365,1,470,470000,470000,470000,13.12588458,0.002808510638,0.01312588458,470
"Troglodytes","Troglodytes troglodytes","North","Terrestrial","Elevation","Centroid",0.892857143,9.119253564,NA,"m/year",9.93889,0.248723086724206,"OCCUR","TWO","FINE","NO","RESURVEYED",17,1973,0.028638168,"endo",1,"A1_P2",36,1746,"Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",1973.5,2000.5,28,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,38300,9.119253564,0.000892857143,0.009119253564,38.3
"Turdus","Turdus merula","North","Terrestrial","Elevation","Centroid",3.714285714,9.119253564,NA,"m/year",9.93889,0.248723086724206,"OCCUR","TWO","FINE","NO","RESURVEYED",17,1973,0.028638168,"endo",1,"A1_P2",38,3513,"Turdus merula","Turdus merula","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490719",1973.5,2000.5,28,"Animalia","Chordata","Aves","Passeriformes","Turdidae","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",355,355,364.234,1,355,355000,355000,355000,9.119253564,0.003714285714,0.009119253564,355
"Zonotrichia","Zonotrichia leucophrys","North","Terrestrial","Latitudinal","Centroid",0.57,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",42,1854,"Zonotrichia leucophrys","Zonotrichia leucophrys","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231132",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","natal dispersal","Baker and Mewaldt (1978)","Natal_dispersal_maximum_distance_(km)",2.6,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",2.6,2.6,365,1,2.6,2600,2600,2.6,1.019699697,0.57,1.019699697,2.6
"Falco","Falco columbarius","North","Terrestrial","Latitudinal","Leading edge",0.12,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",46,1767,"Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242",1975,2004,30,"Animalia","Chordata","Aves","Falconiformes","Falconidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",81100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",81.1,81.1,365,1,81.1,81100,81100,81.1,1.019699697,0.12,1.019699697,81.1
"Falco","Falco columbarius","North","Terrestrial","Latitudinal","Centroid",0.77,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",47,1743,"Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242",1975,2004,30,"Animalia","Chordata","Aves","Falconiformes","Falconidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",81100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",81.1,81.1,365,1,81.1,81100,81100,81.1,1.019699697,0.77,1.019699697,81.1
"Actitis","Actitis macularia","North","Terrestrial","Latitudinal","Leading edge",1.92,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",66,2447,"Actitis macularia","Actitis macularius","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481798",1975,2004,30,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",147000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",147,147,365,1,147,147000,147000,147,1.019699697,1.92,1.019699697,147
"Campylorhynchus","Campylorhynchus brunneicapillus","North","Terrestrial","Latitudinal","Leading edge",3.78,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",75,2090,"Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231474",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.457560115,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.457560115,0.457560115,243,1,0.457560115,457.560115,457.560115,0.457560115,1.019699697,3.78,1.019699697,0.457560115
"Sialia","Sialia sialis","North","Terrestrial","Latitudinal","Centroid",0.4,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",79,2581,"Sialia sialis","Sialia sialis","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490941",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Turdidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",73.18538028,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",73.18538028,73.18538028,306,1,73.18538028,73185.38028,73185.38028,73.18538028,1.019699697,0.4,1.019699697,73.18538028
"Falco","Falco mexicanus","North","Terrestrial","Latitudinal","Leading edge",0.88,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",98,1992,"Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000",1975,2004,30,"Animalia","Chordata","Aves","Falconiformes","Falconidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",184.8219336,184.8219336,365,1,184.8219336,184821.9336,184821.9336,184.8219336,1.019699697,0.88,1.019699697,184.8219336
"Troglodytes","Troglodytes troglodytes","North","Terrestrial","Latitudinal","Centroid",1.8,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",114,1789,"Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,38.3,1.019699697,1.8,1.019699697,38.3
"Sialia","Sialia mexicana","North","Terrestrial","Latitudinal","Centroid",0.78,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",119,2135,"Sialia mexicana","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490936",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Turdidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",6.421985086,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",6.421985086,6.421985086,365,1,6.421985086,6421.985086,6421.985086,6.421985086,1.019699697,0.78,1.019699697,6.421985086
"Mergus","Mergus merganser","North","Terrestrial","Latitudinal","Leading edge",3.91,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",129,1741,"Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.668806371,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.668806371,0.668806371,730,2,0.3344031855,334.4031855,668.806371,0.3344031855,1.019699697,3.91,1.019699697,0.3344031855
"Toxostoma","Toxostoma curvirostre","North","Terrestrial","Latitudinal","Centroid",3.91,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",130,2511,"Toxostoma curvirostre","Toxostoma curvirostre","Animalia","Chordata","Aves","Passeriformes","Mimidae","gbif","GBIF:5231688",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Mimidae","natal dispersal","Tweit (1996)","Natal_dispersal_maximum_distance_(km)",30,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",30,30,364.234,1,30,30000,30000,30,1.019699697,3.91,1.019699697,30
"Sitta","Sitta pusilla","North","Terrestrial","Latitudinal","Centroid",1.6,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",138,1910,"Sitta pusilla","Sitta pusilla","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484904",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Sittidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",3.532518744,3.532518744,364.234,1,3.532518744,3532.518744,3532.518744,3.532518744,1.019699697,1.6,1.019699697,3.532518744
"Tachycineta","Tachycineta bicolor","North","Terrestrial","Latitudinal","Centroid",2.47,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",142,1873,"Tachycineta bicolor","Tachycineta bicolor","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489181",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",67.55954831,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",67.55954831,67.55954831,365,1,67.55954831,67559.54831,67559.54831,67.55954831,1.019699697,2.47,1.019699697,67.55954831
"Larus","Larus californicus","North","Terrestrial","Latitudinal","Centroid",0.64,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",143,2279,"Larus californicus","Larus californicus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481146",1975,2004,30,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",118.0953686,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",118.0953686,118.0953686,1095,3,39.3651228666667,39365.1228666667,118095.3686,39.3651228666667,1.019699697,0.64,1.019699697,39.3651228666667
"Sialia","Sialia mexicana","North","Terrestrial","Latitudinal","Leading edge",7.59,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",155,1765,"Sialia mexicana","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490936",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Turdidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",6.421985086,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",6.421985086,6.421985086,365,1,6.421985086,6421.985086,6421.985086,6.421985086,1.019699697,7.59,1.019699697,6.421985086
"Zonotrichia","Zonotrichia leucophrys","North","Terrestrial","Latitudinal","Centroid",1.29,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",160,2541,"Zonotrichia leucophrys","Zonotrichia leucophrys","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231132",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","natal dispersal","Baker and Mewaldt (1978)","Natal_dispersal_maximum_distance_(km)",2.6,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",2.6,2.6,365,1,2.6,2600,2600,2.6,1.019699697,1.29,1.019699697,2.6
"Tachycineta","Tachycineta bicolor","North","Terrestrial","Latitudinal","Centroid",4.04,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",171,1944,"Tachycineta bicolor","Tachycineta bicolor","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489181",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",67.55954831,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",67.55954831,67.55954831,365,1,67.55954831,67559.54831,67559.54831,67.55954831,1.019699697,4.04,1.019699697,67.55954831
"Anas","Anas acuta","North","Terrestrial","Latitudinal","Leading edge",3.92,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",173,2554,"Anas acuta","Anas acuta","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498112",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",2.541645117,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",2.541645117,2.541645117,240,1,2.541645117,2541.645117,2541.645117,2.541645117,1.019699697,3.92,1.019699697,2.541645117
"Molothrus","Molothrus ater","North","Terrestrial","Latitudinal","Leading edge",5.58,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",177,1950,"Molothrus ater","Molothrus ater","Animalia","Chordata","Aves","Passeriformes","Icteridae","gbif","GBIF:2484391",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Icteridae","natal dispersal","Lowther (1993)","Natal_dispersal_maximum_distance_(km)",40,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",40,40,365,1,40,40000,40000,40,1.019699697,5.58,1.019699697,40
"Falco","Falco mexicanus","North","Terrestrial","Latitudinal","Centroid",1.15,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",181,3655,"Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000",1975,2004,30,"Animalia","Chordata","Aves","Falconiformes","Falconidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",184.8219336,184.8219336,365,1,184.8219336,184821.9336,184821.9336,184.8219336,1.019699697,1.15,1.019699697,184.8219336
"Scolopax","Scolopax minor","North","Terrestrial","Latitudinal","Centroid",3.74,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",184,1794,"Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695",1975,2004,30,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",298.3929179,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",298.3929179,298.3929179,300,1,298.3929179,298392.9179,298392.9179,298.3929179,1.019699697,3.74,1.019699697,298.3929179
"Aix","Aix sponsa","North","Terrestrial","Latitudinal","Centroid",1.64,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",187,1783,"Aix sponsa","Aix sponsa","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498387",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",9.102877271,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",9.102877271,9.102877271,365,1,9.102877271,9102.877271,9102.877271,9.102877271,1.019699697,1.64,1.019699697,9.102877271
"Aythya","Aythya affinis","North","Terrestrial","Latitudinal","Centroid",5.96,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",197,1969,"Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.697859425,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.697859425,0.697859425,365,1,0.697859425,697.859425,697.859425,0.697859425,1.019699697,5.96,1.019699697,0.697859425
"Zenaida","Zenaida macroura","North","Terrestrial","Latitudinal","Centroid",1.15,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",208,1981,"Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347",1975,2004,30,"Animalia","Chordata","Aves","Columbiformes","Columbidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.1826195,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",11.1826195,11.1826195,80,1,11.1826195,11182.6195,11182.6195,11.1826195,1.019699697,1.15,1.019699697,11.1826195
"Haliaeetus","Haliaeetus leucocephalus","North","Terrestrial","Latitudinal","Leading edge",6.36,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",210,1753,"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446",1975,2004,30,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",139.0124832,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",139.0124832,139.0124832,1460,4,34.7531208,34753.1208,139012.4832,34.7531208,1.019699697,6.36,1.019699697,34.7531208
"Pelecanus","Pelecanus erythrorhynchos","North","Terrestrial","Latitudinal","Centroid",15.53,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",211,2227,"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","gbif","GBIF:5229155",1975,2004,30,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",339.1081459,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",339.1081459,339.1081459,1095,3,113.036048633333,113036.048633333,339108.1459,113.036048633333,1.019699697,15.53,1.019699697,113.036048633333
"Anas","Anas platyrhynchos","North","Terrestrial","Latitudinal","Centroid",5.65,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",212,2228,"Anas platyrhynchos","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9761484",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",270.5094065,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",270.5094065,270.5094065,365,1,270.5094065,270509.4065,270509.4065,270.5094065,1.019699697,5.65,1.019699697,270.5094065
"Sitta","Sitta pusilla","North","Terrestrial","Latitudinal","Centroid",2.4,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",219,2113,"Sitta pusilla","Sitta pusilla","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484904",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Sittidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",3.532518744,3.532518744,364.234,1,3.532518744,3532.518744,3532.518744,3.532518744,1.019699697,2.4,1.019699697,3.532518744
"Myiarchus","Myiarchus cinerascens","North","Terrestrial","Latitudinal","Leading edge",4.33,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",231,1922,"Myiarchus cinerascens","Myiarchus cinerascens","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483600",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",9.323680713,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",9.323680713,9.323680713,363.468,1,9.323680713,9323.680713,9323.680713,9.323680713,1.019699697,4.33,1.019699697,9.323680713
"Passerculus","Passerculus sandwichensis","North","Terrestrial","Latitudinal","Leading edge",1.38,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",234,1816,"Passerculus sandwichensis","Passerculus sandwichensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","gbif","GBIF:5231142",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",1600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",1.6,1.6,363.468,1,1.6,1600,1600,1.6,1.019699697,1.38,1.019699697,1.6
