"ID","res","baseline_min_mat","baseline_1Q_mat","baseline_median_mat","baseline_mean_mat","baseline_3Q_mat","baseline_max_mat","baseline_sd_mat","trend_min_mat","trend_1Q_mat","trend_median_mat","trend_mean_mat","trend_3Q_mat","trend_max_mat","trend_sd_mat","Vel_min_mat","Vel_1Q_mat","Vel_median_mat","Vel_mean_mat","Vel_3Q_mat","Vel_max_mat","Vel_sd_mat","VelLat_min_mat","VelLat_1Q_mat","VelLat_median_mat","VelLat_mean_mat","VelLat_3Q_mat","VelLat_max_mat","VelLat_sd_mat","baseline_min_map","baseline_1Q_map","baseline_median_map","baseline_mean_map","baseline_3Q_map","baseline_max_map","baseline_sd_map","trend_min_map","trend_1Q_map","trend_median_map","trend_mean_map","trend_3Q_map","trend_max_map","trend_sd_map","Vel_min_map","Vel_1Q_map","Vel_median_map","Vel_mean_map","Vel_3Q_map","Vel_max_map","Vel_sd_map","VelLat_min_map","VelLat_1Q_map","VelLat_median_map","VelLat_mean_map","VelLat_3Q_map","VelLat_max_map","VelLat_sd_map","gVelEle_min_mat","gVelEle_1Q_mat","gVelEle_median_mat","gVelEle_mean_mat","gVelEle_3Q_mat","gVelEle_max_mat","gVelEle_sd_mat","baseline_min_sst","baseline_1Q_sst","baseline_median_sst","baseline_mean_sst","baseline_3Q_sst","baseline_max_sst","baseline_sd_sst","trend_min_sst","trend_1Q_sst","trend_median_sst","trend_mean_sst","trend_3Q_sst","trend_max_sst","trend_sd_sst","Vel_min_sst","Vel_1Q_sst","Vel_median_sst","Vel_mean_sst","Vel_3Q_sst","Vel_max_sst","Vel_sd_sst","VelLat_min_sst","VelLat_1Q_sst","VelLat_median_sst","VelLat_mean_sst","VelLat_3Q_sst","VelLat_max_sst","VelLat_sd_sst"
"A57_P1","110km",18.2786865,18.5952751,18.9118637,18.9118637,19.2284523,19.5450409,0.8954478,0.0116723,0.0117248,0.0117773,0.0117773,0.0118298,0.0118824,0.0001485,1.093119,1.0975413,1.1019636,1.1019636,1.1063859,1.1108083,0.0125082,NA,NA,NA,NA,NA,NA,NA,178.4874573,179.6427841,180.798111,180.798111,181.9534378,183.1087646,3.2677578,-0.0383733,-0.0276339,-0.0168945,-0.0168945,-0.0061552,0.0045842,0.0303755,-0.9269985,-0.6791733,-0.4313481,-0.4313481,-0.183523,0.0643022,0.7009554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A57_P1","1km",2.9431261,15.7919029,20.5000282,18.7733655,22.4332256,24.7775162,4.6004951,0.0105517,0.011527,0.0117612,0.011656,0.0118653,0.0120857,0.0003251,0.0059724,0.0106402,0.0229238,0.1829129,0.1384227,1.1442449,0.3238574,-0.9820462,-0.0078478,0.0029715,0.0879252,0.0194504,1.1405352,0.2683678,107.9800186,151.0104523,183.3327866,189.0927175,220.0009613,341.1473083,45.4153605,-0.0800378,-0.0395264,-0.0112313,0.0129601,0.0514424,0.2126216,0.0648824,-0.0299272,-0.0060399,-0.0011398,-0.0018846,0.0052576,0.0204937,0.0116111,-0.0298856,-0.0023072,0.0001073,0.0002422,0.0029842,0.0295005,0.0065984,-0.0246812,-0.0121887,-0.0034634,0.0039965,0.0158632,0.0655659,0.0200077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A57_P1","25km",11.5586266,16.812011,19.5557999,18.9726016,21.8556587,23.9263977,3.4165478,0.01089,0.0115994,0.0117711,0.0116913,0.0118796,0.0120551,0.000288,0.0611057,0.0800662,0.1135893,0.1330202,0.1287522,0.4336137,0.0844506,-0.2806866,-0.0305449,0.0242325,0.009132,0.0544735,0.2354768,0.0907168,130.4438324,160.968811,187.6001892,187.7050417,208.7789001,262.947113,34.8866424,-0.0536131,-0.0446798,-0.0234265,0.0066468,0.0413619,0.1556783,0.0626439,-0.0673682,-0.047391,-0.0229867,0.0002138,0.0438519,0.1041603,0.0564524,-0.0447867,-0.0127311,0.001483,-0.0013342,0.0072487,0.0697242,0.0224173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A57_P1","50km",16.6652512,17.5282272,19.6276123,19.6877012,21.2990479,23.055246,2.2579804,0.0110979,0.0114025,0.0118447,0.0116736,0.0118966,0.0119744,0.0003114,0.1302574,0.1356203,0.1524794,0.1553339,0.1570182,0.2189383,0.0280642,-0.1467689,-0.0158027,-0.0117481,-0.0195072,0.0317134,0.035748,0.0626165,136.4499664,159.4434052,172.3294983,172.1664853,190.1008606,201.6885986,24.4142512,-0.0467105,-0.0398806,-0.0304006,-0.004988,0.0090391,0.0902811,0.0477703,-0.0655646,-0.0551642,-0.0369847,-0.0114435,0.015108,0.089027,0.0554495,-0.0210729,-0.0175286,0.0023597,-0.0045696,0.0061206,0.0092309,0.0129252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A58_P1","110km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A58_P1","1km",-0.5425599,2.7132245,4.3311108,3.8552314,5.3005895,5.7701588,1.6456375,0.0314453,0.0314453,0.0314453,0.0314453,0.0314453,0.0314453,0,0.0247306,0.0344836,0.0475308,0.0611455,0.0792728,0.1644921,0.0363582,-0.160418,-0.0284907,0.0113117,0.0057228,0.0366649,0.1564379,0.0468587,163.3993378,175.2471962,206.0273209,222.3404274,268.5751572,319.7933655,50.1830031,-0.9190253,-0.7498227,-0.5939848,-0.6187228,-0.4708834,-0.3989257,0.1557136,-0.4867435,-0.1168578,-0.0536728,-0.1001833,-0.027133,-0.0162545,0.1147943,-0.3823754,-0.0269092,0.0017487,0.0003325,0.023085,0.4253455,0.0810282,-0.1781057,-0.1453145,-0.1151133,-0.1199075,-0.0912565,-0.0773112,0.030177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A58_P1","25km",3.512656,4.2875195,5.0623829,4.548956,5.0671061,5.0718292,0.8974746,0.0314453,0.0314453,0.0314453,0.0314453,0.0314453,0.0314453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.9648743,237.9941101,238.0233459,241.2009277,242.8189545,247.614563,5.554448,-0.6910134,-0.6575658,-0.6241181,-0.6462806,-0.6239143,-0.6237104,0.0387402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A58_P1","50km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A59_P1","110km",-1.6894468,0.0310367,1.5826755,1.9678552,3.5977055,6.8575699,2.1328945,0.0459311,0.054609,0.0644255,0.0615595,0.0675366,0.0733749,0.0081818,4.5233254,7.6254191,9.3041129,14.2017951,15.765938,45.4537697,10.947525,-19.5635586,3.7441694,6.6766019,5.1567458,9.2031982,25.3319721,8.5327403,35.0650368,44.1303759,47.0769176,47.5899278,50.5319729,80.9509888,6.5578467,-0.2442165,-0.1474911,-0.0162627,-0.019825,0.0977686,0.2848454,0.1420594,-36.5189362,-5.864097,-0.1043068,-4.3473813,2.3831257,5.936583,10.6635796,-10.8031654,-0.1650456,1.432946,2.3544362,2.7504989,34.6880379,5.7481245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A59_P1","1km",-4.4937923,0.6496063,2.7297161,2.393905,3.8384196,6.3555622,1.8270417,0.0480943,0.052871,0.0609486,0.0611341,0.0693123,0.0748451,0.0083799,0.2604367,0.6608415,1.1578407,1.6712055,2.1432427,6.6458292,1.4499681,-6.3085742,-0.3068976,0.1525037,0.2457473,0.6891058,6.6431003,1.3003497,26.8907967,43.5367908,48.1282597,47.1992508,51.289217,63.2183495,5.774811,-0.3167342,-0.2089532,-0.0864111,-0.0737794,0.0420812,0.2334823,0.1419289,-0.3592276,-0.14107,-0.0558906,-0.0579018,0.0345085,0.1945268,0.1268985,-0.342939,-0.0354191,-0.0004798,-0.0024022,0.0310597,0.3483393,0.078729,-0.064314,-0.0424287,-0.0175461,-0.0149812,0.0085447,0.0474094,0.0288192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A59_P1","25km",-3.0584515,0.2847624,2.2872229,2.126175,3.7759177,6.2483635,1.9789439,0.0471236,0.0533677,0.0627366,0.0617331,0.0693369,0.0744166,0.008364,3.1101201,4.7877494,6.5523539,7.1557012,8.5459061,16.8201733,3.0423243,-13.5816622,2.097576,4.2316353,3.8754529,6.1821798,16.8034134,3.9094216,31.5510635,42.5304174,47.9275188,46.457612,50.9813213,55.5257683,5.6868707,-0.2850081,-0.1998221,-0.0505434,-0.0533643,0.07012,0.2217847,0.1463404,-8.8747225,-3.4802982,-0.6386604,-1.3778985,1.1514475,3.3721938,3.1819718,-7.3715863,-0.2906737,0.3531229,0.4955895,1.6225167,7.9959559,2.1600532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A59_P1","50km",-2.3500374,0.2580806,2.2177473,2.0789817,3.6587662,5.912632,1.9036877,0.048022,0.0542903,0.0632092,0.0620674,0.0694183,0.074104,0.0081563,4.6764393,6.3386433,7.8469291,8.8864747,10.1545439,21.1936989,3.727889,-18.6648865,3.2060078,5.7582288,5.2616769,7.812165,17.6894817,4.8115086,32.4006577,42.5931759,47.3709946,46.2514167,50.6929035,54.5814629,5.4910794,-0.2620552,-0.1995411,-0.0421297,-0.0490487,0.0724657,0.2034121,0.1428045,-19.1487465,-5.8817389,-0.6212001,-2.7087715,1.6274722,3.8297653,5.7097184,-14.1745024,0.0141608,0.6855826,1.0362576,2.1879721,14.0976782,4.0277279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A6_P1","110km",4.6223095,9.4583015,10.9230244,10.8133346,12.0366549,15.2973404,2.4974173,0.0485954,0.0707825,0.0882824,0.0840582,0.0991481,0.1068338,0.017423,1.3084673,2.382148,4.6221442,6.4850347,10.0424035,17.680912,4.8443189,-8.1775503,-1.771975,0.6517115,-0.4912539,1.2946895,5.7563777,3.5754471,53.1060638,70.0758648,74.1780853,75.4297581,82.1336651,98.0128784,10.2798918,-0.5194983,0.0412028,0.2746589,0.3327426,0.6021311,1.4683141,0.5042906,-15.8942337,1.0502147,3.7082118,7.9057056,15.3381448,49.9184532,14.2683834,-40.2680016,-7.3724782,-3.0224143,-6.1909096,-0.9813634,2.6934347,9.7130596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A6_P1","1km",-5.4423172,9.2141405,12.3851402,11.196973,14.2955765,17.0550064,4.1127223,0.0537143,0.0781978,0.0880909,0.0854822,0.0931993,0.1032038,0.010475,0.0419367,0.1088452,0.2399409,0.6613662,0.5892919,4.759088,1.1008645,-4.6090822,-0.0578718,0.0410093,0.2209244,0.1978983,4.7547631,0.8787913,35.8955574,60.7069464,71.9103699,74.11236,85.7082176,149.1468658,17.756208,-0.7994528,0.3816722,0.4886082,0.4443868,0.5879951,1.4956266,0.2845552,-0.0544485,0.0576807,0.1056186,0.1879959,0.2157974,0.9994178,0.2329551,-0.9898783,-0.0690593,-0.0146459,-0.0207089,0.045111,0.9991351,0.1940126,-0.1862925,0.0889392,0.113858,0.1035533,0.1370176,0.3485185,0.0663085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A6_P1","25km",-0.025653,8.6085171,11.2281303,10.5143584,13.1847984,16.0729996,3.6251181,0.052019,0.0774578,0.0879417,0.0858397,0.0949629,0.1049511,0.0122138,0.3956692,0.8024778,1.504172,1.6334026,2.1651764,3.9974155,0.9450484,-2.7257881,0.0140669,0.6482174,0.7109343,1.3749481,3.8155539,1.1461892,45.9870491,67.4965363,75.9885941,76.2366033,84.24263,107.2609558,13.1502233,-0.5286259,0.2864862,0.4534132,0.4024914,0.5638155,1.2404728,0.3164709,-0.847353,0.7800896,1.3736213,1.3463676,1.9542939,3.9255166,1.0604773,-3.0055673,-1.0729408,-0.4567974,-0.3152603,0.2817833,3.4114463,1.1428675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A6_P1","50km",2.9643309,8.8252888,11.0123138,10.5507591,12.8963036,15.4736328,3.1667863,0.0544709,0.0780485,0.0884554,0.0860593,0.0970233,0.1035658,0.0132317,1.0000297,1.3041556,1.8475776,2.0413933,2.5678926,4.2172351,0.8176863,-1.504421,0.7041832,1.1590823,1.2023891,1.8295435,2.9503803,0.8992839,55.9911728,70.8713722,76.521225,76.3612598,84.4523697,97.4486008,10.181705,-0.4614481,0.3245282,0.4559125,0.4005605,0.5889567,1.0686131,0.3392506,-2.9486127,1.3012717,1.9857085,2.021688,2.9974507,6.3512926,2.1122557,-3.1069372,-1.8087461,-1.0618389,-0.6995989,0.1491729,3.0169888,1.4991433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P1","110km",6.666626,9.2227661,10.0641464,10.0439532,11.599807,13.8657959,2.3845423,0.0435818,0.0439685,0.0449579,0.0447521,0.0452495,0.0462281,0.0008678,0.9133332,1.1441526,1.1748,1.2387495,1.3499525,1.5872877,0.2031095,-0.0753285,0.4644669,0.7525888,0.6312721,0.9134456,1.1508808,0.4355518,62.5376778,70.0509567,72.2476196,77.6408925,82.6984558,95.3910599,11.3434204,-1.1013047,-0.9490246,-0.8773764,-0.8896437,-0.7854888,-0.6741936,0.1462028,-13.0169811,-8.9892578,-6.8206086,-8.0613077,-6.3608007,-4.8347669,2.8345811,-10.7967567,-8.2549591,-6.7762861,-7.3486776,-6.2096801,-4.5908971,2.1508864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P1","1km",-0.9251251,4.5092882,7.0848457,6.589641,8.8257591,12.707534,2.7892284,0.0444529,0.0452432,0.0463358,0.0460959,0.0467869,0.0479963,0.0008604,0.0211914,0.0331702,0.0463979,0.0534414,0.0664761,0.151339,0.0264052,-0.1247443,-0.0121831,0.0099046,0.0063186,0.0269214,0.1307119,0.0332104,54.6028023,68.2615128,77.8143234,78.5826999,88.252449,106.9363022,11.970795,-2.0146759,-1.6557716,-1.4594395,-1.4745071,-1.2758681,-0.9710286,0.2302204,-0.6770273,-0.2898734,-0.1954311,-0.2311628,-0.1395111,-0.0858504,0.12166,-0.4899904,-0.1139217,-0.0255339,-0.0191249,0.075288,0.5645607,0.1488175,-0.4485707,-0.3686601,-0.3249465,-0.3283013,-0.284074,-0.216201,0.0512589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P1","25km",2.9165226,5.4831511,8.3521393,8.3380207,11.0094467,12.8835999,3.2085431,0.0428078,0.0449976,0.0460312,0.0457397,0.0468155,0.0472099,0.0012936,0.2849424,0.3563169,0.4110758,0.4046776,0.4469037,0.5377789,0.0734301,0.1501251,0.2538885,0.3173805,0.3035486,0.372926,0.4081936,0.0804329,66.6792526,72.4640846,76.3509827,76.0032667,79.6990433,82.008522,4.5508975,-1.5718719,-1.4512711,-1.4044543,-1.3631848,-1.2453563,-1.128018,0.1306409,-19.2579155,-11.6119165,-8.1738565,-8.6668321,-4.2883216,-3.0805583,4.7528595,-9.7664471,-2.063718,0.5673608,1.7623447,5.8203635,13.8039331,6.28023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P1","50km",5.3984673,7.2682407,8.7320232,8.3494461,9.8132286,10.5352707,2.2503184,0.0451208,0.0451863,0.0458176,0.0458348,0.0464662,0.0465831,0.0007775,0.5053477,0.5400736,0.5531362,0.5579678,0.5710304,0.6202512,0.0472554,0.4186162,0.4289029,0.4651702,0.4716175,0.5078848,0.5375132,0.0559501,71.8520584,73.1857071,76.0502472,75.72155,78.5860901,78.9336472,3.5222779,-1.468097,-1.4304195,-1.3641971,-1.3646755,-1.2984531,-1.2622106,0.0947892,-9.5736828,-8.8645103,-8.514884,-8.5445364,-8.19491,-7.5746946,0.8220175,-1.0747435,-0.9229721,-0.6019108,-0.6348183,-0.3137569,-0.2607079,0.400819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P2","110km",13.9741577,14.3806599,15.0144951,15.016613,15.6361927,16.0837234,0.8381109,0.02105,0.0221925,0.0228768,0.02304,0.0237552,0.025424,0.0015273,1.2826623,1.3992473,1.7970401,2.2554486,2.8894782,4.1356754,1.1558222,-2.1240485,-1.1700992,-0.5530972,-0.9206018,-0.4938292,-0.4435278,0.683962,37.2549438,39.9637356,42.7066784,42.1987534,44.7046995,46.1040916,3.4123044,0.0145189,0.0564099,0.0793567,0.0873109,0.1162035,0.173386,0.0564895,0.5154566,0.9098003,1.7774924,1.9101964,2.8669153,3.5401113,1.2530514,-0.2268538,-0.2226743,0.5389969,0.5374465,1.2975264,1.2997341,0.8334288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P2","1km",3.8632145,8.2800705,10.689727,10.214607,12.3945679,14.5570923,2.683912,0.0218894,0.0220545,0.0221163,0.0221165,0.0221795,0.0223158,8.76e-05,0.0095858,0.0149828,0.0196189,0.0209324,0.0268101,0.0403807,0.007413,-0.0273781,-0.0146319,-0.0095303,-0.0048484,0.0092409,0.035214,0.0135193,35.873333,42.5569496,45.6153488,45.8423894,49.4183655,52.0069771,3.8462338,0.1332358,0.1498971,0.1630745,0.1648524,0.1815317,0.1979737,0.0180817,0.0324606,0.0463843,0.0724821,0.0855767,0.1046888,0.2650372,0.050162,-0.1583463,-0.0454649,0.018721,-0.003479,0.0424932,0.1288306,0.0622702,0.0309132,0.0347789,0.0378363,0.0382488,0.0421187,0.0459336,0.0041953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P2","25km",10.9677704,12.0565907,12.7165821,12.5416192,13.3281914,13.7331314,1.0455104,0.0213696,0.0216972,0.022146,0.0221523,0.0226238,0.0229942,0.0006261,0.1584658,0.1834403,0.2183233,0.2351347,0.2661955,0.3503175,0.0739661,-0.1809636,-0.0659894,0.0114808,0.0052724,0.1099901,0.151116,0.1228353,37.4308128,40.9202127,42.3886299,41.7991247,43.3599205,43.76474,2.133638,0.1144151,0.132298,0.1410698,0.1431248,0.1517378,0.1761188,0.0201666,0.7680434,1.7173727,2.0783517,1.9498941,2.2732002,2.9267418,0.7167517,-1.9667476,-1.4211999,-1.2602568,-1.2827626,-1.1417432,-0.6613981,0.3892269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A60_P2","50km",12.24841,13.1313004,13.6750648,13.5810183,14.0889526,14.7106094,0.8789164,0.0215475,0.0220281,0.0223317,0.022407,0.02271,0.0234683,0.0006753,0.5589754,0.5960099,0.6743263,0.6774157,0.7578591,0.8012584,0.1016783,-0.6645609,-0.6192382,-0.4619182,-0.4679622,-0.3143386,-0.2825521,0.1777104,39.9439926,42.5706024,43.6617107,43.470459,44.824851,46.1358757,2.1971862,0.0995782,0.1177203,0.1297615,0.1310194,0.1434611,0.1652813,0.0233871,1.1056892,1.2263192,1.5981848,1.62514,2.0089575,2.2005355,0.4769356,-1.9262053,-1.8099676,-1.4077416,-1.4312947,-1.040113,-0.9844667,0.4454033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A61_P1","110km",4.4360641,4.932288,5.8254093,7.2384172,8.1669624,12.0890541,3.0336193,0.0121527,0.0124321,0.0127272,0.012778,0.0131368,0.0135275,0.0004604,0.191415,0.3114558,0.5402974,0.5892462,0.7914568,1.4449672,0.4026281,-0.5996776,0.0337511,0.1894998,0.031234,0.3025655,0.3362451,0.3654606,75.8516922,84.0961151,92.9010239,91.1375249,100.0977631,105.5889206,10.222798,-0.007736,0.0086389,0.0272906,0.0242616,0.0404783,0.0545936,0.021925,-0.030366,0.0614401,0.2082765,0.2292755,0.3844061,0.5850425,0.2096118,-0.2002036,-0.0951422,-0.0660388,-0.0622207,-0.0249694,0.0675428,0.0752987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A61_P1","1km",-3.9368534,-2.0288589,-0.4459068,-0.4287882,0.9614975,4.0714111,1.7898111,0.0128871,0.0129817,0.0130399,0.0130294,0.0130767,0.013127,6.03e-05,0.0047369,0.0078942,0.0105446,0.012237,0.0150373,0.0346782,0.0059644,-0.0317874,-0.0061068,-0.0016761,-0.0007557,0.0051641,0.0220996,0.0077323,42.8709831,58.177124,67.9792099,66.6669117,75.4148865,90.7476807,10.6821794,0.0156604,0.0218834,0.0252577,0.0253003,0.028923,0.0350126,0.0044246,0.0014288,0.0024478,0.0034379,0.0040525,0.0050296,0.0121214,0.0022038,-0.0101001,-0.0013045,0.0005219,0.0004363,0.0022318,0.0111771,0.0028207,0.0029829,0.0041683,0.004811,0.0048191,0.0055091,0.0066691,0.0008428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A61_P1","25km",-0.3814924,-0.2138566,-0.1099813,0.0648324,0.257769,0.7054207,0.3718621,0.012891,0.0130173,0.0130902,0.0131103,0.013176,0.0134033,0.0001601,0.3717972,0.5628405,0.6345657,0.6555161,0.7482146,0.893921,0.1727538,-0.3998201,-0.131909,0.2677608,0.151659,0.4061055,0.5737336,0.3507478,62.7459793,68.9098892,73.8279877,74.0620541,79.8061447,90.6804047,8.815052,0.0191344,0.0245642,0.0281838,0.0304629,0.0360274,0.0468432,0.0087151,0.0471777,0.0625772,0.0699662,0.0891654,0.0928148,0.1796189,0.0459957,-0.1442775,-0.0312477,-0.0003408,-0.0118735,0.0255949,0.0612302,0.0590226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A61_P1","50km",-0.1740525,-0.0351016,0.1038492,0.1038492,0.2428001,0.381751,0.3930124,0.0129326,0.0129734,0.0130142,0.0130142,0.013055,0.0130958,0.0001153,1.1463214,1.1495729,1.1528245,1.1528245,1.156076,1.1593275,0.0091967,NA,NA,NA,NA,NA,NA,NA,79.701683,81.7495308,83.7973785,83.7973785,85.8452263,87.893074,5.7921881,0.0286809,0.0327834,0.0368859,0.0368859,0.0409883,0.0450908,0.0116036,0.1766894,0.1988834,0.2210773,0.2210773,0.2432713,0.2654652,0.0627739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A62_P1","110km",7.5705414,8.6093027,9.7432632,10.5389069,11.5696575,15.9872253,2.4476862,0.004147,0.0071813,0.0081333,0.0084359,0.0100077,0.0122312,0.0019118,0.2035703,0.4082788,0.7267439,0.7433,0.9572891,1.8083593,0.3756053,-1.1753492,0.1831713,0.3808914,0.3354092,0.5785245,1.3972211,0.4191876,11.5911884,18.1028795,24.6958847,31.6440128,41.598033,77.6301727,18.1903759,0.0136907,0.0351801,0.0472183,0.0572633,0.0729629,0.1350241,0.030196,0.2442688,0.3841558,0.7245268,0.8384916,1.1690421,2.132895,0.491416,-1.5785428,-0.5958151,-0.3280235,-0.3360438,0.0437548,0.7359188,0.4428765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
